id,country
ZDB-LAB-070209-2,US
ZDB-LAB-070829-1,US
ZDB-LAB-070927-1,US
ZDB-LAB-071212-1,US
ZDB-LAB-080221-1,US
ZDB-LAB-080414-1,US
ZDB-LAB-080505-2,US
ZDB-LAB-080602-1,US
ZDB-LAB-080731-1,US
ZDB-LAB-080819-1,US
ZDB-LAB-090109-1,US
ZDB-LAB-090223-1,US
ZDB-LAB-090325-1,US
ZDB-LAB-090526-1,US
ZDB-LAB-090707-2,US
ZDB-LAB-090729-1,US
ZDB-LAB-100121-1,US
ZDB-LAB-100322-1,US
ZDB-LAB-100429-1,US
ZDB-LAB-100517-1,US
ZDB-LAB-100609-1,US
ZDB-LAB-100625-2,US
ZDB-LAB-100713-2,US
ZDB-LAB-100715-1,US
ZDB-LAB-100818-1,US
ZDB-LAB-101015-1,US
ZDB-LAB-101027-1,US
ZDB-LAB-110128-1,US
ZDB-LAB-110209-2,US
ZDB-LAB-110314-1,US
ZDB-LAB-110606-2,US
ZDB-LAB-110707-1,US
ZDB-LAB-110801-1,US
ZDB-LAB-110914-1,US
ZDB-LAB-120124-2,US
ZDB-LAB-120530-1,US
ZDB-LAB-120604-1,US
ZDB-LAB-120816-1,US
ZDB-LAB-121129-1,US
ZDB-LAB-130104-1,US
ZDB-LAB-130116-2,US
ZDB-LAB-130206-1,US
ZDB-LAB-130319-1,US
ZDB-LAB-130415-1,US
ZDB-LAB-130530-3,US
ZDB-LAB-130613-1,US
ZDB-LAB-130820-3,US
ZDB-LAB-131009-1,US
ZDB-LAB-131025-1,US
ZDB-LAB-131031-1,US
ZDB-LAB-131203-1,US
ZDB-LAB-140103-1,US
ZDB-LAB-140320-1,US
ZDB-LAB-140429-1,US
ZDB-LAB-140815-1,US
ZDB-LAB-140919-1,US
ZDB-LAB-141106-1,US
ZDB-LAB-141110-4,US
ZDB-LAB-150427-2,US
ZDB-LAB-150729-1,US
ZDB-LAB-150831-1,US
ZDB-LAB-150914-1,US
ZDB-LAB-150918-1,US
ZDB-LAB-151008-3,US
ZDB-LAB-151023-2,US
ZDB-LAB-151113-1,US
ZDB-LAB-151210-2,US
ZDB-LAB-160113-3,US
ZDB-LAB-160304-1,US
ZDB-LAB-160308-3,US
ZDB-LAB-160509-2,US
ZDB-LAB-160811-1,US
ZDB-LAB-160816-2,US
ZDB-LAB-160822-1,US
ZDB-LAB-161014-2,US
ZDB-LAB-170130-2,US
ZDB-LAB-170214-2,US
ZDB-LAB-970408-13,US
ZDB-LAB-970408-67,US
ZDB-LAB-970409-116,US
ZDB-LAB-970409-19,US
ZDB-LAB-970409-35,US
ZDB-LAB-970409-6,US
ZDB-LAB-970409-86,US
ZDB-LAB-970410-12,US
ZDB-LAB-970410-7,US
ZDB-LAB-970414-11,US
ZDB-LAB-970415-14,US
ZDB-LAB-970416-6,US
ZDB-LAB-970417-17,US
ZDB-LAB-970424-122,US
ZDB-LAB-970501-1,US
ZDB-LAB-970502-60,US
ZDB-LAB-970505-34,US
ZDB-LAB-970512-49,US
ZDB-LAB-970618-1,US
ZDB-LAB-970820-1,US
ZDB-LAB-971216-15,US
ZDB-LAB-980202-1581,US
ZDB-LAB-980204-1,US
ZDB-LAB-980205-1,US
ZDB-LAB-980209-8,US
ZDB-LAB-980303-4,US
ZDB-LAB-980414-2,US
ZDB-LAB-981208-2,US
ZDB-LAB-981217-2,US
ZDB-LAB-990226-12,US
ZDB-LAB-990301-1,US
ZDB-LAB-990308-1,US
ZDB-LAB-990413-12,US
ZDB-LAB-991005-53,US
ZDB-LAB-000214-13,US
ZDB-LAB-000316-1,US
ZDB-LAB-000330-2,US
ZDB-LAB-000412-1,US
ZDB-LAB-000522-1,US
ZDB-LAB-000809-1,US
ZDB-LAB-000918-2,US
ZDB-LAB-001106-1,US
ZDB-LAB-001113-2,US
ZDB-LAB-010423-1,US
ZDB-LAB-010711-1,US
ZDB-LAB-010829-2,US
ZDB-LAB-011010-1,US
ZDB-LAB-011010-4,US
ZDB-LAB-011113-1,US
ZDB-LAB-020204-1,US
ZDB-LAB-020605-1,US
ZDB-LAB-020724-2,US
ZDB-LAB-021105-1,US
ZDB-LAB-021121-1,US
ZDB-LAB-021220-1,US
ZDB-LAB-030128-1,US
ZDB-LAB-030507-1,US
ZDB-LAB-030703-3,US
ZDB-LAB-030718-1,US
ZDB-LAB-030911-1,US
ZDB-LAB-030925-2,US
ZDB-LAB-040212-1,US
ZDB-LAB-040813-3,US
ZDB-LAB-041123-5,US
ZDB-LAB-050125-1,US
ZDB-LAB-050228-1,US
ZDB-LAB-041215-1,US
ZDB-LAB-050426-1,US
ZDB-LAB-050429-1,US
ZDB-LAB-050502-2,US
ZDB-LAB-050527-1,US
ZDB-LAB-050727-1,US
ZDB-LAB-050805-1,US
ZDB-LAB-050914-1,US
ZDB-LAB-051005-1,US
ZDB-LAB-051215-1,US
ZDB-LAB-060123-1,US
ZDB-LAB-060216-1,US
ZDB-LAB-060317-1,US
ZDB-LAB-060628-2,US
ZDB-LAB-060630-2,US
ZDB-LAB-060711-2,US
ZDB-LAB-060828-1,US
ZDB-LAB-060913-1,US
ZDB-LAB-060925-1,US
ZDB-LAB-061023-1,US
ZDB-LAB-061120-2,US
ZDB-LAB-070105-1,US
ZDB-LAB-070208-1,US
ZDB-LAB-070228-1,US
ZDB-LAB-070419-2,US
ZDB-LAB-070516-2,US
ZDB-LAB-070906-1,US
ZDB-LAB-071012-1,US
ZDB-LAB-080114-1,US
ZDB-LAB-080418-1,US
ZDB-LAB-080519-1,US
ZDB-LAB-080522-1,US
ZDB-LAB-080603-1,US
ZDB-LAB-080703-1,US
ZDB-LAB-080804-1,US
ZDB-LAB-090206-1,US
ZDB-LAB-090225-1,US
ZDB-LAB-090325-2,US
ZDB-LAB-090505-1,US
ZDB-LAB-090527-1,US
ZDB-LAB-090807-1,US
ZDB-LAB-091123-1,US
ZDB-LAB-091222-1,US
ZDB-LAB-100204-1,US
ZDB-LAB-100614-1,US
ZDB-LAB-100628-1,US
ZDB-LAB-100630-3,US
ZDB-LAB-100716-1,US
ZDB-LAB-100806-1,US
ZDB-LAB-100920-1,US
ZDB-LAB-101001-1,US
ZDB-LAB-101015-2,US
ZDB-LAB-110209-3,US
ZDB-LAB-110223-1,US
ZDB-LAB-110322-1,US
ZDB-LAB-110422-1,US
ZDB-LAB-110606-3,US
ZDB-LAB-110615-1,US
ZDB-LAB-110720-1,US
ZDB-LAB-110802-1,US
ZDB-LAB-111129-2,US
ZDB-LAB-120124-3,US
ZDB-LAB-120229-1,US
ZDB-LAB-120313-1,US
ZDB-LAB-120405-1,US
ZDB-LAB-120412-1,US
ZDB-LAB-120618-1,US
ZDB-LAB-120920-1,US
ZDB-LAB-121017-1,US
ZDB-LAB-130104-2,US
ZDB-LAB-130130-1,US
ZDB-LAB-130211-1,US
ZDB-LAB-130404-1,US
ZDB-LAB-130612-2,US
ZDB-LAB-130617-1,US
ZDB-LAB-130930-1,US
ZDB-LAB-131010-1,US
ZDB-LAB-131024-1,US
ZDB-LAB-131121-1,US
ZDB-LAB-131203-2,US
ZDB-LAB-140107-1,US
ZDB-LAB-140211-1,US
ZDB-LAB-140806-1,US
ZDB-LAB-140929-1,US
ZDB-LAB-141203-1,US
ZDB-LAB-150218-2,US
ZDB-LAB-150410-1,US
ZDB-LAB-150505-1,US
ZDB-LAB-150713-1,US
ZDB-LAB-150817-1,US
ZDB-LAB-150921-1,US
ZDB-LAB-151124-1,US
ZDB-LAB-151209-2,US
ZDB-LAB-160222-1,US
ZDB-LAB-160512-1,US
ZDB-LAB-160523-2,US
ZDB-LAB-160721-2,US
ZDB-LAB-160815-1,US
ZDB-LAB-160823-1,US
ZDB-LAB-161213-1,US
ZDB-LAB-170207-3,US
ZDB-LAB-170214-4,US
ZDB-LAB-170221-1,US
ZDB-LAB-970407-20,US
ZDB-LAB-970408-31,US
ZDB-LAB-970408-87,US
ZDB-LAB-970409-107,US
ZDB-LAB-970409-121,US
ZDB-LAB-970409-38,US
ZDB-LAB-970409-61,US
ZDB-LAB-970409-81,US
ZDB-LAB-970411-1,US
ZDB-LAB-970415-1,US
ZDB-LAB-970416-17,US
ZDB-LAB-970424-115,US
ZDB-LAB-970430-13,US
ZDB-LAB-970502-33,US
ZDB-LAB-970505-11,US
ZDB-LAB-970505-72,US
ZDB-LAB-970513-1,US
ZDB-LAB-970908-1,US
ZDB-LAB-970908-30,US
ZDB-LAB-970908-70,US
ZDB-LAB-971216-4,US
ZDB-LAB-980203-10,US
ZDB-LAB-980203-1845,US
ZDB-LAB-980204-15,US
ZDB-LAB-980529-1835,US
ZDB-LAB-980721-4,US
ZDB-LAB-981120-12,US
ZDB-LAB-990119-1,US
ZDB-LAB-990225-6,US
ZDB-LAB-990302-7,US
ZDB-LAB-990331-4,US
ZDB-LAB-990426-1,US
ZDB-LAB-990930-1,US
ZDB-LAB-991007-10,US
ZDB-LAB-121108-1,UY
