expid,cdtid,zecoid,aoTermId,chebiTermId,ccTermId,extra
ZDB-EXP-080722-3,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-080722-4,ZECO:0000102,CHEBI:48607,none,none,,,
ZDB-EXP-080722-5,ZECO:0000102,CHEBI:48607,none,none,,,
ZDB-EXP-080724-3,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080724-4,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080729-10,ZECO:0000102,CHEBI:130910,none,none,,,
ZDB-EXP-080729-12,ZECO:0000102,CHEBI:131184,none,none,,,
ZDB-EXP-080729-2,ZECO:0000230,90371,none,none,,,
ZDB-EXP-080729-26,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-080729-3,ZECO:0000102,CHEBI:131184,none,none,,,
ZDB-EXP-080729-4,ZECO:0000102,CHEBI:60890,none,none,,,
ZDB-EXP-080729-5,ZECO:0000102,CHEBI:7565,none,none,,,
ZDB-EXP-080729-6,ZECO:0000102,CHEBI:90630,none,none,,,
ZDB-EXP-080729-7,ZECO:0000102,CHEBI:23527,none,none,,,
ZDB-EXP-080729-8,ZECO:0000102,CHEBI:69136,none,none,,,
ZDB-EXP-080729-9,ZECO:0000102,CHEBI:90629,none,none,,,
ZDB-EXP-080801-11,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080801-12,ZECO:0000102,,none,none,,,
ZDB-EXP-080801-16,ZECO:0000102,,none,none,,,
ZDB-EXP-080801-17,ZECO:0000102,CHEBI:282662,none,none,,,
ZDB-EXP-080801-18,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080801-25,ZECO:0000102,CHEBI:282662,none,none,,,
ZDB-EXP-080801-9,ZECO:0000102,CHEBI:282662,none,none,,,
ZDB-EXP-080806-5,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-080806-6,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-080806-7,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-080806-7,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-080806-8,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-080806-9,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-080806-9,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-080809-1,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-10,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-11,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-2,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-3,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-4,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-5,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-6,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-7,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-8,ZECO:0000208,,none,none,,,
ZDB-EXP-080809-9,ZECO:0000208,,none,none,,,
ZDB-EXP-080811-11,ZECO:0000114,,none,none,,,
ZDB-EXP-080812-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-080812-2,ZECO:0000102,CHEBI:65207,none,none,,,
ZDB-EXP-080812-5,ZECO:0000208,,none,none,,,
ZDB-EXP-080812-6,ZECO:0000208,,none,none,,,
ZDB-EXP-080813-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080813-2,ZECO:0000102,CHEBI:27641,none,none,,,
ZDB-EXP-080813-3,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080813-3,ZECO:0000102,CHEBI:27641,none,none,,,
ZDB-EXP-080813-7,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080813-8,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080813-9,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-080814-1,ZECO:0000237,CHEBI:472552,none,none,,,
ZDB-EXP-080814-2,ZECO:0000237,CHEBI:472552,none,none,,,
ZDB-EXP-080814-3,ZECO:0000102,CHEBI:63053,none,none,,,
ZDB-EXP-080814-4,ZECO:0000102,CHEBI:63053,none,none,,,
ZDB-EXP-080818-3,ZECO:0000102,CHEBI:2700,none,none,,,
ZDB-EXP-080818-4,ZECO:0000102,CHEBI:90724,none,none,,,
ZDB-EXP-080818-6,ZECO:0000102,CHEBI:35176,none,none,,,
ZDB-EXP-080818-7,ZECO:0000102,CHEBI:48608,none,none,,,
ZDB-EXP-080818-8,ZECO:0000102,CHEBI:35456,none,none,,,
ZDB-EXP-080818-9,ZECO:0000166,,none,none,,,
ZDB-EXP-080820-2,ZECO:0000102,CHEBI:79516,none,none,,,
ZDB-EXP-080820-3,ZECO:0000102,CHEBI:33216,none,none,,,
ZDB-EXP-080820-4,ZECO:0000102,,none,none,,,
ZDB-EXP-080820-5,ZECO:0000102,CHEBI:28088,none,none,,,
ZDB-EXP-080820-6,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-080820-7,ZECO:0000102,CHEBI:33216,none,none,,,
ZDB-EXP-080820-8,ZECO:0000102,CHEBI:4903,none,none,,,
ZDB-EXP-080821-2,ZECO:0000229,,none,none,,,
ZDB-EXP-080822-5,ZECO:0000102,CHEBI:110725,none,none,,,
ZDB-EXP-080825-1,ZECO:0000102,,none,none,,,
ZDB-EXP-080825-1,ZECO:0000229,,none,none,,,
ZDB-EXP-080825-11,ZECO:0000102,CHEBI:9925,none,none,,,
ZDB-EXP-080825-2,ZECO:0000102,CHEBI:110725,none,none,,,
ZDB-EXP-080825-2,ZECO:0000229,,none,none,,,
ZDB-EXP-080825-3,ZECO:0000165,,none,none,,,
ZDB-EXP-080825-3,ZECO:0000229,,none,none,,,
ZDB-EXP-080825-5,ZECO:0000102,,none,none,,,
ZDB-EXP-080825-6,ZECO:0000102,,none,none,,,
ZDB-EXP-080825-6,ZECO:0000229,,none,none,,,
ZDB-EXP-080826-4,ZECO:0000102,,none,none,,,
ZDB-EXP-080826-5,ZECO:0000102,,none,none,,,
ZDB-EXP-080826-7,ZECO:0000238,CHEBI:472552,none,none,,,
ZDB-EXP-080827-1,ZECO:0000166,,none,none,,,
ZDB-EXP-080827-1,ZECO:0000208,,none,none,,,
ZDB-EXP-080827-2,ZECO:0000166,,none,none,,,
ZDB-EXP-080827-2,ZECO:0000208,,none,none,,,
ZDB-EXP-080828-1,ZECO:0000102,CHEBI:31825,none,none,,,
ZDB-EXP-080829-1,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-080829-3,ZECO:0000166,,none,none,,,
ZDB-EXP-080902-1,ZECO:0000102,CHEBI:87159,none,none,,,
ZDB-EXP-080902-2,ZECO:0000102,CHEBI:87158,none,none,,,
ZDB-EXP-080904-8,ZECO:0000102,CHEBI:27958,none,none,,,
ZDB-EXP-080904-9,ZECO:0000102,CHEBI:27958,none,none,,,
ZDB-EXP-080905-1,ZECO:0000102,,none,none,,,
ZDB-EXP-080908-10,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-15,ZECO:0000102,CHEBI:51913,none,none,,,
ZDB-EXP-080908-15,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-17,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-18,ZECO:0000102,CHEBI:51913,none,none,,,
ZDB-EXP-080908-19,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-20,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-21,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-3,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-4,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-5,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-6,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-7,ZECO:0000208,,none,none,,,
ZDB-EXP-080908-9,ZECO:0000208,,none,none,,,
ZDB-EXP-080910-9,ZECO:0000102,,none,none,,,
ZDB-EXP-080911-1,ZECO:0000102,CHEBI:45307,none,none,,,
ZDB-EXP-080911-2,ZECO:0000208,,none,none,,,
ZDB-EXP-080911-3,ZECO:0000102,CHEBI:45307,none,none,,,
ZDB-EXP-080911-3,ZECO:0000208,,none,none,,,
ZDB-EXP-080911-5,ZECO:0000102,CHEBI:45307,none,none,,,
ZDB-EXP-080915-10,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-080915-11,ZECO:0000102,CHEBI:33216,none,none,,,
ZDB-EXP-080915-12,ZECO:0000102,CHEBI:34440,none,none,,,
ZDB-EXP-080915-13,ZECO:0000102,CHEBI:15930,none,none,,,
ZDB-EXP-080915-14,ZECO:0000102,CHEBI:15930,none,none,,,
ZDB-EXP-080915-2,ZECO:0000208,,none,none,,,
ZDB-EXP-080915-7,ZECO:0000102,CHEBI:15930,none,none,,,
ZDB-EXP-080915-8,ZECO:0000102,CHEBI:15930 ,none,none,,,
ZDB-EXP-080915-9,ZECO:0000102,CHEBI:28088,none,none,,,
ZDB-EXP-080916-2,ZECO:0000102,CHEBI:9516,none,none,,,
ZDB-EXP-080922-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-080923-5,ZECO:0000102,CHEBI:4903,none,none,,,
ZDB-EXP-080925-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-080926-1,ZECO:0000166,,none,none,,,
ZDB-EXP-080929-7,ZECO:0000102,,none,none,,,
ZDB-EXP-080930-5,ZECO:0000102,CHEBI:46024,none,none,,,
ZDB-EXP-081001-10,ZECO:0000146,,none,none,,,
ZDB-EXP-081001-11,ZECO:0000146,,none,none,,,
ZDB-EXP-081001-8,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081001-9,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081003-1,ZECO:0000166,,none,none,,,
ZDB-EXP-081003-2,ZECO:0000166,,none,none,,,
ZDB-EXP-081003-3,ZECO:0000166,,none,none,,,
ZDB-EXP-081007-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081009-5,ZECO:0000146,,none,none,,,
ZDB-EXP-081009-6,ZECO:0000146,,none,none,,,
ZDB-EXP-081010-2,ZECO:0000102,CHEBI:4480,none,none,,,
ZDB-EXP-081010-5,ZECO:0000102,CHEBI:64208,none,none,,,
ZDB-EXP-081013-4,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-081014-4,ZECO:0000149,,none,none,,,
ZDB-EXP-081014-5,ZECO:0000102,,none,none,,,
ZDB-EXP-081015-4,ZECO:0000166,,none,none,,,
ZDB-EXP-081015-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-081016-1,ZECO:0000166,,none,none,,,
ZDB-EXP-081016-2,ZECO:0000166,,none,none,,,
ZDB-EXP-081020-11,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081021-1,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081021-3,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081021-4,ZECO:0000166,,none,none,,,
ZDB-EXP-081021-5,ZECO:0000102,CHEBI:46261,none,none,,,
ZDB-EXP-081027-3,ZECO:0000106,562,none,none,,,
ZDB-EXP-081028-2,ZECO:0000215,,none,none,,,
ZDB-EXP-081028-4,ZECO:0000215,,none,none,,,
ZDB-EXP-081029-1,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-081029-2,ZECO:0000102,CHEBI:9948,none,none,,,
ZDB-EXP-081029-3,ZECO:0000102,CHEBI:34555,none,none,,,
ZDB-EXP-081029-4,ZECO:0000102,CHEBI:46631 ,none,none,,,
ZDB-EXP-081029-5,ZECO:0000102,CHEBI:91207,none,none,,,
ZDB-EXP-081031-1,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-081031-2,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081031-3,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081103-10,ZECO:0000106,1781,none,none,,,
ZDB-EXP-081105-12,ZECO:0000229,,none,none,,,
ZDB-EXP-081106-1,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-081107-2,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-081107-6,ZECO:0000166,,none,none,,,
ZDB-EXP-081111-1,ZECO:0000102,CHEBI:41922,none,none,,,
ZDB-EXP-081111-2,ZECO:0000102,CHEBI:33216,none,none,,,
ZDB-EXP-081113-1,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081114-4,ZECO:0000166,,none,none,,,
ZDB-EXP-081114-5,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081114-5,ZECO:0000166,,none,none,,,
ZDB-EXP-081117-1,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-081120-10,ZECO:0000189,,none,none,,,
ZDB-EXP-081120-11,ZECO:0000176,ZFA:0000435,none,none,,,
ZDB-EXP-081120-12,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081120-13,ZECO:0000102,CHEBI:78510,none,none,,,
ZDB-EXP-081120-14,ZECO:0000102,,none,none,,,
ZDB-EXP-081120-14,ZECO:0000102,CHEBI:78510,none,none,,,
ZDB-EXP-081120-2,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081120-9,ZECO:0000102,CHEBI:33191,none,none,,,
ZDB-EXP-081121-5,ZECO:0000214,,none,none,,,
ZDB-EXP-081121-6,ZECO:0000214,,none,none,,,
ZDB-EXP-081125-1,ZECO:0000102,CHEBI:65329,none,none,,,
ZDB-EXP-081202-3,ZECO:0000102,,none,none,,,
ZDB-EXP-081209-10,ZECO:0000102,CHEBI:65329,none,none,,,
ZDB-EXP-081209-8,ZECO:0000229,,none,none,,,
ZDB-EXP-081210-3,ZECO:0000114,,none,none,,,
ZDB-EXP-081210-4,ZECO:0000114,,none,none,,,
ZDB-EXP-081210-5,ZECO:0000114,,none,none,,,
ZDB-EXP-081210-6,ZECO:0000114,,none,none,,,
ZDB-EXP-081210-7,ZECO:0000189,,none,none,,,
ZDB-EXP-081210-8,ZECO:0000189,,none,none,,,
ZDB-EXP-081211-1,ZECO:0000208,,none,none,,,
ZDB-EXP-081211-10,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081211-6,ZECO:0000208,,none,none,,,
ZDB-EXP-081211-7,ZECO:0000208,,none,none,,,
ZDB-EXP-081215-2,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-081217-12,ZECO:0000190,,none,none,,,
ZDB-EXP-081217-12,ZECO:0000102,CHEBI:35176,none,none,,,
ZDB-EXP-081217-13,ZECO:0000190,,none,none,,,
ZDB-EXP-081217-13,ZECO:0000102,CHEBI:35176,none,none,,,
ZDB-EXP-081217-14,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081217-15,ZECO:0000189,,none,none,,,
ZDB-EXP-081217-15,ZECO:0000102,,none,none,,,
ZDB-EXP-081217-15,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081217-17,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081217-18,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081217-19,ZECO:0000189,,none,none,,,
ZDB-EXP-081217-19,ZECO:0000102,,none,none,,,
ZDB-EXP-081217-19,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081217-2,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081217-20,ZECO:0000189,,none,none,,,
ZDB-EXP-081217-20,ZECO:0000102,,none,none,,,
ZDB-EXP-081217-20,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081217-5,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081217-6,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081217-7,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-081218-1,ZECO:0000189,,none,none,,,
ZDB-EXP-081218-1,ZECO:0000102,,none,none,,,
ZDB-EXP-081218-1,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081218-2,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-081219-3,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-081219-5,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-081219-8,ZECO:0000102,,none,none,,,
ZDB-EXP-081226-1,ZECO:0000166,,none,none,,,
ZDB-EXP-081226-2,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-081226-3,ZECO:0000166,,none,none,,,
ZDB-EXP-081226-4,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-081226-4,ZECO:0000166,,none,none,,,
ZDB-EXP-081226-5,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-081226-6,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-081229-6,ZECO:0000208,,none,none,,,
ZDB-EXP-081229-7,ZECO:0000102,CHEBI:44423,none,none,,,
ZDB-EXP-081230-10,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-081230-3,ZECO:0000102,,none,none,,,
ZDB-EXP-081230-4,ZECO:0000166,,none,none,,,
ZDB-EXP-081230-5,ZECO:0000166,,none,none,,,
ZDB-EXP-081230-6,ZECO:0000102,CHEBI:50925,none,none,,,
ZDB-EXP-081230-9,ZECO:0000102,,none,none,,,
ZDB-EXP-090104-1,ZECO:0000106,,none,none,,,
ZDB-EXP-090105-10,ZECO:0000214,,none,none,,,
ZDB-EXP-090105-12,ZECO:0000166,,none,none,,,
ZDB-EXP-090105-4,ZECO:0000102,CHEBI:27732,none,none,,,
ZDB-EXP-090105-5,ZECO:0000102,,none,none,,,
ZDB-EXP-090105-6,ZECO:0000102,,none,none,,,
ZDB-EXP-090105-6,ZECO:0000102,,none,none,,,
ZDB-EXP-090105-7,ZECO:0000102,CHEBI:37699,none,none,,,
ZDB-EXP-090108-11,ZECO:0000163,,none,none,,,
ZDB-EXP-090108-12,ZECO:0000166,,none,none,,,
ZDB-EXP-090108-2,ZECO:0000166,,none,none,,,
ZDB-EXP-090108-4,ZECO:0000229,,none,none,,,
ZDB-EXP-090109-4,ZECO:0000166,,none,none,,,
ZDB-EXP-090109-5,ZECO:0000166,,none,none,,,
ZDB-EXP-090113-8,ZECO:0000102,CHEBI:90620,none,none,,,
ZDB-EXP-090114-8,ZECO:0000102,CHEBI:9747,none,none,,,
ZDB-EXP-090115-1,ZECO:0000102,CHEBI:9747,none,none,,,
ZDB-EXP-090120-4,ZECO:0000102,,none,none,,,
ZDB-EXP-090122-10,ZECO:0000102,CHEBI:77954,none,none,,,
ZDB-EXP-090122-10,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-11,ZECO:0000102,CHEBI:90705,none,none,,,
ZDB-EXP-090122-11,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-13,ZECO:0000102,,none,none,,,
ZDB-EXP-090122-13,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-14,ZECO:0000102,,none,none,,,
ZDB-EXP-090122-14,ZECO:0000102,CHEBI:50692,none,none,,,
ZDB-EXP-090122-14,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-2,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-5,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-6,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090122-9,ZECO:0000102,CHEBI:90695,none,none,,,
ZDB-EXP-090122-9,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090126-13,ZECO:0000106,1781,none,none,,,
ZDB-EXP-090127-1,ZECO:0000106,1781,none,none,,,
ZDB-EXP-090127-2,ZECO:0000106,1781,none,none,,,
ZDB-EXP-090127-4,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-090127-7,ZECO:0000166,,none,none,,,
ZDB-EXP-090130-5,ZECO:0000166,,none,none,,,
ZDB-EXP-090130-6,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090130-7,ZECO:0000166,,none,none,,,
ZDB-EXP-090201-5,ZECO:0000102,CHEBI:17650,none,none,,,
ZDB-EXP-090201-5,ZECO:0000102,,none,none,,,
ZDB-EXP-090201-6,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-090201-6,ZECO:0000102,,none,none,,,
ZDB-EXP-090201-7,ZECO:0000102,,none,none,,,
ZDB-EXP-090204-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-090205-1,ZECO:0000149,,none,none,,,
ZDB-EXP-090205-2,ZECO:0000146,,none,none,,,
ZDB-EXP-090205-3,ZECO:0000146,,none,none,,,
ZDB-EXP-090205-4,ZECO:0000166,,none,none,,,
ZDB-EXP-090205-4,ZECO:0000149,,none,none,,,
ZDB-EXP-090205-5,ZECO:0000146,,none,none,,,
ZDB-EXP-090205-5,ZECO:0000162,,none,none,,,
ZDB-EXP-090205-6,ZECO:0000146,,none,none,,,
ZDB-EXP-090206-1,ZECO:0000146,,none,none,,,
ZDB-EXP-090206-11,ZECO:0000149,,none,none,,,
ZDB-EXP-090206-2,ZECO:0000149,,none,none,,,
ZDB-EXP-090206-3,ZECO:0000146,,none,none,,,
ZDB-EXP-090206-5,ZECO:0000166,,none,none,,,
ZDB-EXP-090206-6,ZECO:0000166,,none,none,,,
ZDB-EXP-090211-3,ZECO:0000102,CHEBI:29699,none,none,,,
ZDB-EXP-090212-11,ZECO:0000146,,none,none,,,
ZDB-EXP-090212-12,ZECO:0000146,,none,none,,,
ZDB-EXP-090212-3,ZECO:0000102,CHEBI:15940,none,none,,,
ZDB-EXP-090212-4,ZECO:0000102,CHEBI:17154,none,none,,,
ZDB-EXP-090212-5,ZECO:0000165,,none,none,,,
ZDB-EXP-090212-5,ZECO:0000102,,none,none,,,
ZDB-EXP-090212-6,ZECO:0000189,,none,none,,,
ZDB-EXP-090212-7,ZECO:0000189,,none,none,,,
ZDB-EXP-090212-7,ZECO:0000102,CHEBI:15940,none,none,,,
ZDB-EXP-090212-8,ZECO:0000102,CHEBI:34159,none,none,,,
ZDB-EXP-090212-9,ZECO:0000165,,none,none,,,
ZDB-EXP-090213-3,ZECO:0000102,CHEBI:48607,none,none,,,
ZDB-EXP-090213-4,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-090213-5,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090213-9,ZECO:0000166,,none,none,,,
ZDB-EXP-090216-1,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090216-2,ZECO:0000238,CHEBI:23414,none,none,,,
ZDB-EXP-090216-3,ZECO:0000239,,none,none,,,
ZDB-EXP-090216-3,ZECO:0000238,CHEBI:23414,none,none,,,
ZDB-EXP-090216-4,ZECO:0000239,,none,none,,,
ZDB-EXP-090217-1,ZECO:0000106,262,none,none,,,
ZDB-EXP-090217-2,ZECO:0000106,262,none,none,,,
ZDB-EXP-090217-3,ZECO:0000106,262,none,none,,,
ZDB-EXP-090218-1,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090218-14,ZECO:0000102,CHEBI:64208,none,none,,,
ZDB-EXP-090219-1,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090219-2,ZECO:0000102,CHEBI:90705,none,none,,,
ZDB-EXP-090219-4,ZECO:0000102,,none,none,,,
ZDB-EXP-090220-1,ZECO:0000102,CHEBI:131331,none,none,,,
ZDB-EXP-090220-2,ZECO:0000162,,none,none,,,
ZDB-EXP-090220-3,ZECO:0000162,,none,none,,,
ZDB-EXP-090223-5,ZECO:0000237,CHEBI:472552,none,none,,,
ZDB-EXP-090223-6,ZECO:0000237,CHEBI:472552,none,none,,,
ZDB-EXP-090225-2,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-090226-1,ZECO:0000166,,none,none,,,
ZDB-EXP-090303-1,ZECO:0000114,,none,none,,,
ZDB-EXP-090303-2,ZECO:0000102,CHEBI:16412 ,none,none,,,
ZDB-EXP-090303-3,ZECO:0000102,CHEBI:84491,none,none,,,
ZDB-EXP-090303-4,ZECO:0000165,,none,none,,,
ZDB-EXP-090303-5,ZECO:0000165,,none,none,,,
ZDB-EXP-090303-6,ZECO:0000166,,none,none,,,
ZDB-EXP-090303-7,ZECO:0000201,,none,none,,,
ZDB-EXP-090303-8,ZECO:0000201,,none,none,,,
ZDB-EXP-090303-9,ZECO:0000202,,none,none,,,
ZDB-EXP-090304-1,ZECO:0000102,CHEBI:2766,none,none,,,
ZDB-EXP-090304-1,ZECO:0000102,CHEBI:44423,none,none,,,
ZDB-EXP-090304-11,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090304-15,ZECO:0000102,CHEBI:472552,none,none,,,
ZDB-EXP-090304-16,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-090304-17,ZECO:0000102,CHEBI:33234,none,none,,,
ZDB-EXP-090304-17,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-090304-19,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-090304-19,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090304-22,ZECO:0000171,ZFA:0000123,none,none,,,
ZDB-EXP-090304-5,ZECO:0000102,CHEBI:2766,none,none,,,
ZDB-EXP-090304-5,ZECO:0000102,CHEBI:44423,none,none,,,
ZDB-EXP-090304-8,ZECO:0000166,,none,none,,,
ZDB-EXP-090304-9,ZECO:0000166,,none,none,,,
ZDB-EXP-090305-1,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-090305-1,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090305-2,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090305-2,ZECO:0000102,CHEBI:34911,none,none,,,
ZDB-EXP-090305-3,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090305-3,ZECO:0000102,CHEBI:34911,none,none,,,
ZDB-EXP-090305-4,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090305-4,ZECO:0000102,CHEBI:34911,none,none,,,
ZDB-EXP-090305-6,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090305-6,ZECO:0000102,CHEBI:34911,none,none,,,
ZDB-EXP-090305-7,ZECO:0000102,CHEBI:15347,none,none,,,
ZDB-EXP-090305-7,ZECO:0000102,CHEBI:34911,none,none,,,
ZDB-EXP-090306-2,ZECO:0000102,CHEBI:90633,none,none,,,
ZDB-EXP-090309-10,ZECO:0000102,CHEBI:15738,none,none,,,
ZDB-EXP-090309-11,ZECO:0000102,CHEBI:31823,none,none,,,
ZDB-EXP-090309-12,ZECO:0000102,CHEBI:31767,none,none,,,
ZDB-EXP-090309-6,ZECO:0000166,,none,none,,,
ZDB-EXP-090309-7,ZECO:0000102,CHEBI:28545,none,none,,,
ZDB-EXP-090309-9,ZECO:0000102,CHEBI:75458,none,none,,,
ZDB-EXP-090310-1,ZECO:0000229,,none,none,,,
ZDB-EXP-090310-3,ZECO:0000229,,none,none,,,
ZDB-EXP-090311-2,ZECO:0000229,,none,none,,,
ZDB-EXP-090311-4,ZECO:0000229,,none,none,,,
ZDB-EXP-090311-5,ZECO:0000102,CHEBI:76796,none,none,,,
ZDB-EXP-090311-6,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-090312-3,ZECO:0000166,,none,none,,,
ZDB-EXP-090316-1,ZECO:0000237,CHEBI:472552,none,none,,,
ZDB-EXP-090316-1,ZECO:0000237,,none,none,,,
