expid,cdtid,zecoid,aoTermId,chebiTermId,ccTermId,extra
ZDB-EXP-150121-14,ZECO:0000114,,none,none,,,
ZDB-EXP-150121-6,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150123-2,ZECO:0000110,696863,none,none,,,
ZDB-EXP-150123-4,ZECO:0000110,696863,none,none,,,
ZDB-EXP-150123-5,ZECO:0000106,55601,none,none,,,
ZDB-EXP-150123-5,ZECO:0000106,636,none,none,,,
ZDB-EXP-150126-1,ZECO:0000102,CHEBI:46261,none,none,,,
ZDB-EXP-150126-2,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150126-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150126-4,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150126-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150126-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150126-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150126-8,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150126-8,ZECO:0000102,,none,none,,,
ZDB-EXP-150126-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150127-2,ZECO:0000107,746128,none,none,,,
ZDB-EXP-150127-3,ZECO:0000107,746128,none,none,,,
ZDB-EXP-150127-5,ZECO:0000107,746128,none,none,,,
ZDB-EXP-150127-6,ZECO:0000166,,none,none,,,
ZDB-EXP-150128-12,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150128-13,ZECO:0000102,,none,none,,,
ZDB-EXP-150128-3,ZECO:0000166,,none,none,,,
ZDB-EXP-150128-4,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150128-4,ZECO:0000214,,none,none,,,
ZDB-EXP-150128-5,ZECO:0000102,CHEBI:28262,none,none,,,
ZDB-EXP-150128-5,ZECO:0000214,,none,none,,,
ZDB-EXP-150129-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150129-11,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150129-12,ZECO:0000229,,none,none,,,
ZDB-EXP-150129-13,ZECO:0000102,,none,none,,,
ZDB-EXP-150129-15,ZECO:0000102,,none,none,,,
ZDB-EXP-150129-5,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150129-8,ZECO:0000102,,none,none,,,
ZDB-EXP-150129-8,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150129-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150129-9,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150130-8,ZECO:0000102,CHEBI:87359,none,none,,,
ZDB-EXP-150130-9,ZECO:0000166,,none,none,,,
ZDB-EXP-150203-10,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150203-13,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150203-14,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150203-15,ZECO:0000178,,none,none,,,
ZDB-EXP-150203-17,ZECO:0000178,,none,none,,,
ZDB-EXP-150203-4,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150203-9,ZECO:0000166,,none,none,,,
ZDB-EXP-150203-9,ZECO:0000229,ZFA:0000152,none,none,,,
ZDB-EXP-150204-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150204-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150205-10,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-10,ZECO:0000102,CHEBI:3638,none,none,,,
ZDB-EXP-150205-11,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-11,ZECO:0000102,CHEBI:131196,none,none,,,
ZDB-EXP-150205-18,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-19,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-20,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-21,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-27,ZECO:0000166,,none,none,,,
ZDB-EXP-150205-28,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-150205-4,ZECO:0000241,,none,none,,,
ZDB-EXP-150205-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150205-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150205-7,ZECO:0000102,,none,none,,,
ZDB-EXP-150205-8,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-9,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150205-9,ZECO:0000102,CHEBI:38635,none,none,,,
ZDB-EXP-150206-10,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150206-12,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150206-13,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150206-14,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150206-15,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150206-17,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150206-18,ZECO:0000106,90371,none,none,,,
ZDB-EXP-150206-2,ZECO:0000229,ZFA:0000075,none,none,,,
ZDB-EXP-150206-25,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150206-26,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150206-27,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150206-28,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150206-4,ZECO:0000229,ZFA:0000075,none,none,,,
ZDB-EXP-150206-5,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150206-6,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150206-8,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150209-2,ZECO:0000146,,none,none,,,
ZDB-EXP-150209-8,ZECO:0000102,,none,none,,,
ZDB-EXP-150209-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150210-9,ZECO:0000238,CHEBI:44616,none,none,,,
ZDB-EXP-150211-10,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150211-11,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150211-2,ZECO:0000181,ZFA:0009248,none,none,GO:0030424,,
ZDB-EXP-150211-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150211-4,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-150211-4,ZECO:0000181,ZFA:0009248,none,none,GO:0030424,,
ZDB-EXP-150211-6,ZECO:0000149,,none,none,,,
ZDB-EXP-150211-8,ZECO:0000106,,none,none,,,
ZDB-EXP-150211-9,ZECO:0000106,,none,none,,,
ZDB-EXP-150212-1,ZECO:0000168,ZFA:0000175,none,none,,,
ZDB-EXP-150212-19,ZECO:0000102,,none,none,,,
ZDB-EXP-150212-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150212-20,ZECO:0000102,,none,none,,,
ZDB-EXP-150212-21,ZECO:0000102,CHEBI:65329,none,none,,,
ZDB-EXP-150212-22,ZECO:0000102,CHEBI:84327,none,none,,,
ZDB-EXP-150212-3,ZECO:0000102,CHEBI:75404,none,none,,,
ZDB-EXP-150212-3,ZECO:0000168,ZFA:0000175,none,none,,,
ZDB-EXP-150212-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150212-7,ZECO:0000114,,none,none,,,
ZDB-EXP-150216-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150216-4,ZECO:0000102,CHEBI:17634,none,none,,,
ZDB-EXP-150216-5,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-150217-3,ZECO:0000166,,none,none,,,
ZDB-EXP-150219-12,ZECO:0000102,CHEBI:68481,none,none,,,
ZDB-EXP-150219-13,ZECO:0000102,CHEBI:68481,none,none,,,
ZDB-EXP-150219-14,ZECO:0000102,CHEBI:68481,none,none,,,
ZDB-EXP-150219-15,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-150223-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150224-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-150224-10,ZECO:0000166,,none,none,,,
ZDB-EXP-150224-11,ZECO:0000106,,none,none,,,
ZDB-EXP-150224-11,ZECO:0000166,,none,none,,,
ZDB-EXP-150224-12,ZECO:0000166,,none,none,,,
ZDB-EXP-150224-12,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-150225-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150225-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150225-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150225-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150225-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150225-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150225-7,ZECO:0000102,,none,none,,,
ZDB-EXP-150226-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150226-5,ZECO:0000189,,none,none,,,
ZDB-EXP-150227-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150302-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150303-10,ZECO:0000102,,none,none,,,
ZDB-EXP-150304-11,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150304-12,ZECO:0000102,,none,none,,,
ZDB-EXP-150304-8,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-150305-1,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150305-10,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-150305-11,ZECO:0000102,,none,none,,,
ZDB-EXP-150305-12,ZECO:0000102,,none,none,,,
ZDB-EXP-150305-2,ZECO:0000102,CHEBI:78510,none,none,,,
ZDB-EXP-150309-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150310-10,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150310-2,ZECO:0000102,CHEBI:5118,none,none,,,
ZDB-EXP-150310-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150310-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150310-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150311-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150311-19,ZECO:0000102,,none,none,,,
ZDB-EXP-150311-20,ZECO:0000102,,none,none,,,
ZDB-EXP-150311-24,ZECO:0000102,,none,none,,,
ZDB-EXP-150311-25,ZECO:0000102,CHEBI:53448,none,none,,,
ZDB-EXP-150312-13,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-150312-14,ZECO:0000102,,none,none,,,
ZDB-EXP-150312-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150312-8,ZECO:0000166,,none,none,,,
ZDB-EXP-150312-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150313-1,ZECO:0000102,CHEBI:41879,none,none,,,
ZDB-EXP-150313-1,ZECO:0000102,CHEBI:73929,none,none,,,
ZDB-EXP-150313-13,ZECO:0000208,,none,none,,,
ZDB-EXP-150313-14,ZECO:0000208,,none,none,,,
ZDB-EXP-150313-15,ZECO:0000102,,none,none,,,
ZDB-EXP-150313-17,ZECO:0000208,,none,none,,,
ZDB-EXP-150313-9,ZECO:0000208,,none,none,,,
ZDB-EXP-150316-22,ZECO:0000110,11309,none,none,,,
ZDB-EXP-150317-12,ZECO:0000229,,none,none,,,
ZDB-EXP-150317-22,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-22,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-22,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-24,ZECO:0000245,,none,none,,,
ZDB-EXP-150317-24,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-24,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-24,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-25,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-25,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-25,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-26,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-26,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-26,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-27,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-27,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-27,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-28,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-28,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-28,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-29,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-29,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-29,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-30,ZECO:0000152,,none,none,,,
ZDB-EXP-150317-30,ZECO:0000150,,none,none,,,
ZDB-EXP-150317-30,ZECO:0000245,ZFA:0000152,none,none,,,
ZDB-EXP-150317-31,ZECO:0000166,,none,none,,,
ZDB-EXP-150317-32,ZECO:0000166,,none,none,,,
ZDB-EXP-150317-33,ZECO:0000166,,none,none,,,
ZDB-EXP-150317-33,ZECO:0000119,,none,none,,,
ZDB-EXP-150317-34,ZECO:0000166,,none,none,,,
ZDB-EXP-150317-34,ZECO:0000119,,none,none,,,
ZDB-EXP-150317-5,ZECO:0000119,,none,none,,,
ZDB-EXP-150317-6,ZECO:0000119,,none,none,,,
ZDB-EXP-150317-7,ZECO:0000119,,none,none,,,
ZDB-EXP-150317-8,ZECO:0000119,,none,none,,,
ZDB-EXP-150317-9,ZECO:0000229,,none,none,,,
ZDB-EXP-150318-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150318-3,ZECO:0000166,,none,none,,,
ZDB-EXP-150318-8,ZECO:0000102,,none,none,,,
ZDB-EXP-150320-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150320-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150320-4,ZECO:0000102,CHEBI:38452,none,none,,,
ZDB-EXP-150323-10,ZECO:0000166,,none,none,,,
ZDB-EXP-150323-11,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150323-12,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150323-12,ZECO:0000166,,none,none,,,
ZDB-EXP-150323-14,ZECO:0000166,,none,none,,,
ZDB-EXP-150323-15,ZECO:0000102,,none,none,,,
ZDB-EXP-150323-16,ZECO:0000166,,none,none,,,
ZDB-EXP-150323-16,ZECO:0000102,CHEBI:91224,none,none,,,
ZDB-EXP-150323-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150323-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150323-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150323-6,ZECO:0000166,,none,none,,,
ZDB-EXP-150323-9,ZECO:0000166,,none,none,,,
ZDB-EXP-150324-2,ZECO:0000166,,none,none,,,
ZDB-EXP-150324-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150326-10,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150326-11,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150326-12,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150326-13,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150326-3,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150326-4,ZECO:0000171,ZFA:0000514,none,none,,,
ZDB-EXP-150326-8,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150326-9,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150327-1,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150327-10,ZECO:0000171,ZFA:0000514,none,none,,,
ZDB-EXP-150327-11,ZECO:0000171,ZFA:0000514,none,none,,,
ZDB-EXP-150327-12,ZECO:0000171,ZFA:0000514,none,none,,,
ZDB-EXP-150327-13,ZECO:0000171,ZFA:0000514,none,none,,,
ZDB-EXP-150327-2,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150327-3,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150327-4,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150327-5,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150327-6,ZECO:0000172,ZFA:0000108,none,none,,,
ZDB-EXP-150327-7,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150327-8,ZECO:0000176,ZFA:0005633,none,none,,,
ZDB-EXP-150327-9,ZECO:0000171,ZFA:0000514,none,none,,,
ZDB-EXP-150330-5,ZECO:0000189,,none,none,,,
ZDB-EXP-150330-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150331-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150402-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150402-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150402-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150406-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150406-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150406-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150409-12,ZECO:0000166,,none,none,,,
ZDB-EXP-150409-15,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150409-16,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150409-17,ZECO:0000106,1781,none,none,,,
ZDB-EXP-150409-2,ZECO:0000166,,none,none,,,
ZDB-EXP-150409-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150410-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150413-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-10,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-11,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-15,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-16,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-17,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-18,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-19,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-20,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-21,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-22,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-23,ZECO:0000102,,none,none,,,
ZDB-EXP-150413-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150414-1,ZECO:0000162,,none,none,,,
ZDB-EXP-150414-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150415-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150415-4,ZECO:0000102,CHEBI:6541,none,none,,,
ZDB-EXP-150416-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150416-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150416-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150416-5,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-150417-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150417-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150417-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150420-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150420-10,ZECO:0000102,,none,none,,,
ZDB-EXP-150420-2,ZECO:0000166,,none,none,,,
ZDB-EXP-150420-3,ZECO:0000229,ZFA:0000075,none,none,,,
ZDB-EXP-150420-5,ZECO:0000229,ZFA:0000075,none,none,,,
ZDB-EXP-150420-8,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-150420-9,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-150422-2,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-150422-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150424-7,ZECO:0000102,,none,none,,,
ZDB-EXP-150427-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150427-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150427-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150427-4,ZECO:0000102,CHEBI:86289,none,none,,,
ZDB-EXP-150427-5,ZECO:0000166,,none,none,,,
ZDB-EXP-150427-5,ZECO:0000102,CHEBI:79091,none,none,,,
ZDB-EXP-150427-7,ZECO:0000166,,none,none,,,
ZDB-EXP-150428-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150429-1,ZECO:0000102,CHEBI:46261,none,none,,,
ZDB-EXP-150430-10,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150430-11,ZECO:0000166,,none,none,,,
ZDB-EXP-150430-2,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150430-3,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150430-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150430-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150430-6,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150430-7,ZECO:0000106,644,none,none,,,
ZDB-EXP-150430-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150501-1,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-150501-10,ZECO:0000166,,none,none,,,
ZDB-EXP-150501-10,ZECO:0000172,,none,none,,,
ZDB-EXP-150501-11,ZECO:0000102,,none,none,,,
ZDB-EXP-150501-5,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150501-5,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-150501-6,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-150501-6,ZECO:0000102,CHEBI:27470,none,none,,,
ZDB-EXP-150501-7,ZECO:0000102,,none,none,,,
ZDB-EXP-150501-8,ZECO:0000102,CHEBI:46261,none,none,,,
ZDB-EXP-150501-9,ZECO:0000172,,none,none,,,
ZDB-EXP-150504-3,ZECO:0000106,636,none,none,,,
ZDB-EXP-150504-4,ZECO:0000106,636,none,none,,,
ZDB-EXP-150504-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150504-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150504-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150504-8,ZECO:0000106,287,none,none,,,
ZDB-EXP-150505-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-10,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-11,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-13,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150506-9,ZECO:0000102,,none,none,,,
ZDB-EXP-150507-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150507-3,ZECO:0000166,,none,none,,,
ZDB-EXP-150507-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150507-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150508-1,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-11,ZECO:0000102,CHEBI:77967,none,none,,,
ZDB-EXP-150508-11,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-12,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-13,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-14,ZECO:0000102,CHEBI:78331 ,none,none,,,
ZDB-EXP-150508-14,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-15,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-16,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150508-2,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-150508-9,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-150511-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150511-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150511-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150511-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150514-7,ZECO:0000102,CHEBI:46261,none,none,,,
ZDB-EXP-150514-9,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-150515-8,ZECO:0000102,CHEBI:91108,none,none,,,
ZDB-EXP-150518-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150518-2,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150518-3,ZECO:0000102,CHEBI:63451,none,none,,,
ZDB-EXP-150518-3,ZECO:0000172,ZFA:0001058,none,none,,,
ZDB-EXP-150521-12,ZECO:0000229,,none,none,,,
ZDB-EXP-150521-15,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-150521-16,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150521-16,ZECO:0000166,,none,none,,,
ZDB-EXP-150521-3,ZECO:0000229,,none,none,,,
ZDB-EXP-150521-4,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150521-5,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-150521-6,ZECO:0000189,,none,none,,,
ZDB-EXP-150521-7,ZECO:0000166,,none,none,,,
ZDB-EXP-150526-2,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-150526-4,ZECO:0000102,CHEBI:100922,none,none,,,
ZDB-EXP-150527-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150527-10,ZECO:0000102,,none,none,,,
ZDB-EXP-150527-11,ZECO:0000102,CHEBI:4031,none,none,,,
ZDB-EXP-150527-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150527-3,ZECO:0000102,,none,none,,,
ZDB-EXP-150527-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150527-8,ZECO:0000102,,none,none,,,
ZDB-EXP-150527-9,ZECO:0000102,CHEBI:75388,none,none,,,
ZDB-EXP-150528-5,ZECO:0000229,,none,none,,,
ZDB-EXP-150528-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150529-4,ZECO:0000201,,none,none,,,
ZDB-EXP-150601-2,ZECO:0000102,,none,none,,,
ZDB-EXP-150602-4,ZECO:0000102,,none,none,,,
ZDB-EXP-150602-5,ZECO:0000102,,none,none,,,
ZDB-EXP-150602-6,ZECO:0000102,,none,none,,,
ZDB-EXP-150603-11,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-13,ZECO:0000166,,none,none,,,
ZDB-EXP-150603-13,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-15,ZECO:0000102,CHEBI:90692,none,none,,,
ZDB-EXP-150603-15,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-17,ZECO:0000102,CHEBI:65329,none,none,,,
ZDB-EXP-150603-17,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-19,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-20,ZECO:0000102,,none,none,,,
ZDB-EXP-150603-3,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-6,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-7,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150603-9,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150604-2,ZECO:0000102,CHEBI:91075,none,none,,,
ZDB-EXP-150604-2,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-150605-1,ZECO:0000166,,none,none,,,
ZDB-EXP-150610-1,ZECO:0000102,,none,none,,,
ZDB-EXP-150610-4,ZECO:0000166,,none,none,,,
ZDB-EXP-150610-5,ZECO:0000166,,none,none,,,
ZDB-EXP-150610-5,ZECO:0000102,,none,none,,,
