genox_zdb_id,genox_exp_zdb_id,genox_is_standard,genox_is_std_or_generic_control,genox_fish_zdb_id
ZDB-GENOX-041102-1,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11860
ZDB-GENOX-041102-10,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6969
ZDB-GENOX-041102-100,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14311
ZDB-GENOX-041102-1000,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12443
ZDB-GENOX-041102-1001,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11591
ZDB-GENOX-041102-1002,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23384
ZDB-GENOX-041102-1003,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6086
ZDB-GENOX-041102-1004,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3396
ZDB-GENOX-041102-1005,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22925
ZDB-GENOX-041102-1006,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4309
ZDB-GENOX-041102-1007,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14317
ZDB-GENOX-041102-1008,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16031
ZDB-GENOX-041102-1009,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29715
ZDB-GENOX-041102-101,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13663
ZDB-GENOX-041102-1010,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16080
ZDB-GENOX-041102-1011,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15166
ZDB-GENOX-041102-1013,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16948
ZDB-GENOX-041102-1015,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6050
ZDB-GENOX-041102-1016,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7003
ZDB-GENOX-041102-1017,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19678
ZDB-GENOX-041102-1018,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3360
ZDB-GENOX-041102-1019,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6979
ZDB-GENOX-041102-102,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6972
ZDB-GENOX-041102-1020,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26985
ZDB-GENOX-041102-1021,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6046
ZDB-GENOX-041102-1022,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14337
ZDB-GENOX-041102-1023,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29670
ZDB-GENOX-041102-1024,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3389
ZDB-GENOX-041102-1026,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6062
ZDB-GENOX-041102-1027,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6996
ZDB-GENOX-041102-1028,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19704
ZDB-GENOX-041102-1029,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5188
ZDB-GENOX-041102-103,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3385
ZDB-GENOX-041102-1031,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29677
ZDB-GENOX-041102-1032,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1846
ZDB-GENOX-041102-1033,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6083
ZDB-GENOX-041102-1034,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12475
ZDB-GENOX-041102-1035,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7932
ZDB-GENOX-041102-1037,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28783
ZDB-GENOX-041102-1038,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4297
ZDB-GENOX-041102-1039,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10655
ZDB-GENOX-041102-104,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15199
ZDB-GENOX-041102-1040,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28801
ZDB-GENOX-041102-1041,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1845
ZDB-GENOX-041102-1042,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29673
ZDB-GENOX-041102-1043,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19708
ZDB-GENOX-041102-1044,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29699
ZDB-GENOX-041102-1045,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10938
ZDB-GENOX-041102-1046,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8793
ZDB-GENOX-041102-1048,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28795
ZDB-GENOX-041102-1049,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24296
ZDB-GENOX-041102-105,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3
ZDB-GENOX-041102-1050,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21571
ZDB-GENOX-041102-1051,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29683
ZDB-GENOX-041102-1052,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6051
ZDB-GENOX-041102-1053,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5186
ZDB-GENOX-041102-1054,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19719
ZDB-GENOX-041102-1055,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9690
ZDB-GENOX-041102-1056,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11546
ZDB-GENOX-041102-1057,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25193
ZDB-GENOX-041102-1058,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19089
ZDB-GENOX-041102-1059,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25146
ZDB-GENOX-041102-106,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27435
ZDB-GENOX-041102-1060,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17281
ZDB-GENOX-041102-1061,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27890
ZDB-GENOX-041102-1062,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17940
ZDB-GENOX-041102-1063,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-674
ZDB-GENOX-041102-1064,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14324
ZDB-GENOX-041102-1065,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5221
ZDB-GENOX-041102-1066,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24313
ZDB-GENOX-041102-1067,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23365
ZDB-GENOX-041102-1068,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26980
ZDB-GENOX-041102-1069,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16990
ZDB-GENOX-041102-107,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27276
ZDB-GENOX-041102-1070,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8233
ZDB-GENOX-041102-1071,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16345
ZDB-GENOX-041102-1072,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23376
ZDB-GENOX-041102-1073,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6952
ZDB-GENOX-041102-1074,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15157
ZDB-GENOX-041102-1076,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19243
ZDB-GENOX-041102-1077,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13357
ZDB-GENOX-041102-1078,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9697
ZDB-GENOX-041102-108,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24290
ZDB-GENOX-041102-1080,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21582
ZDB-GENOX-041102-1081,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16081
ZDB-GENOX-041102-1083,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28814
ZDB-GENOX-041102-1084,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20605
ZDB-GENOX-041102-1085,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4338
ZDB-GENOX-041102-1086,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9254
ZDB-GENOX-041102-1087,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19111
ZDB-GENOX-041102-1088,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11577
ZDB-GENOX-041102-1089,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10638
ZDB-GENOX-041102-109,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23361
ZDB-GENOX-041102-1091,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2482
ZDB-GENOX-041102-1092,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18816
ZDB-GENOX-041102-1093,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9743
ZDB-GENOX-041102-1094,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11581
ZDB-GENOX-041102-1095,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26051
ZDB-GENOX-041102-1096,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15480
ZDB-GENOX-041102-1097,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6986
ZDB-GENOX-041102-1098,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4317
ZDB-GENOX-041102-1099,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23350
ZDB-GENOX-041102-11,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29695
ZDB-GENOX-041102-110,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2449
ZDB-GENOX-041102-1100,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9681
ZDB-GENOX-041102-1101,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7947
ZDB-GENOX-041102-1103,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11590
ZDB-GENOX-041102-1104,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5171
ZDB-GENOX-041102-1105,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10649
ZDB-GENOX-041102-1106,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8814
ZDB-GENOX-041102-1107,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26968
ZDB-GENOX-041102-1108,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16970
ZDB-GENOX-041102-1109,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16512
ZDB-GENOX-041102-111,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27913
ZDB-GENOX-041102-1110,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9745
ZDB-GENOX-041102-1111,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18227
ZDB-GENOX-041102-1112,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8817
ZDB-GENOX-041102-1113,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11574
ZDB-GENOX-041102-1114,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1573
ZDB-GENOX-041102-1115,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15477
ZDB-GENOX-041102-1116,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25175
ZDB-GENOX-041102-1117,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20599
ZDB-GENOX-041102-1118,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24286
ZDB-GENOX-041102-1119,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7929
ZDB-GENOX-041102-112,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6956
ZDB-GENOX-041102-1120,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23656
ZDB-GENOX-041102-1121,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7962
ZDB-GENOX-041102-1122,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15190
ZDB-GENOX-041102-1123,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26937
ZDB-GENOX-041102-1124,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10624
ZDB-GENOX-041102-1125,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12463
ZDB-GENOX-041102-1126,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28788
ZDB-GENOX-041102-1127,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7936
ZDB-GENOX-041102-1128,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21535
ZDB-GENOX-041102-1129,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25160
ZDB-GENOX-041102-1131,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16992
ZDB-GENOX-041102-1132,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20928
ZDB-GENOX-041102-1133,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22443
ZDB-GENOX-041102-1134,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2488
ZDB-GENOX-041102-1135,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2489
ZDB-GENOX-041102-1136,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11095
ZDB-GENOX-041102-1137,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8803
ZDB-GENOX-041102-1138,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7931
ZDB-GENOX-041102-1139,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25198
ZDB-GENOX-041102-114,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10634
ZDB-GENOX-041102-1140,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19721
ZDB-GENOX-041102-1141,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23380
ZDB-GENOX-041102-1142,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22462
ZDB-GENOX-041102-1143,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6085
ZDB-GENOX-041102-1144,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12497
ZDB-GENOX-041102-1145,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21555
ZDB-GENOX-041102-1146,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9726
ZDB-GENOX-041102-1147,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5199
ZDB-GENOX-041102-1148,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10641
ZDB-GENOX-041102-1149,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12467
ZDB-GENOX-041102-115,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2456
ZDB-GENOX-041102-1150,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15168
ZDB-GENOX-041102-1151,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20650
ZDB-GENOX-041102-1153,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17915
ZDB-GENOX-041102-1154,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6959
ZDB-GENOX-041102-1155,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25445
ZDB-GENOX-041102-1156,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9682
ZDB-GENOX-041102-1157,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18798
ZDB-GENOX-041102-1158,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21086
ZDB-GENOX-041102-1159,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8782
ZDB-GENOX-041102-116,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11567
ZDB-GENOX-041102-1160,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16519
ZDB-GENOX-041102-1163,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16096
ZDB-GENOX-041102-1164,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28820
ZDB-GENOX-041102-1165,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21531
ZDB-GENOX-041102-1166,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3859
ZDB-GENOX-041102-1167,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24318
ZDB-GENOX-041102-1168,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26973
ZDB-GENOX-041102-1169,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21553
ZDB-GENOX-041102-117,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19683
ZDB-GENOX-041102-1170,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5215
ZDB-GENOX-041102-1171,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8809
ZDB-GENOX-041102-1172,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24603
ZDB-GENOX-041102-1174,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1577
ZDB-GENOX-041102-1175,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29708
ZDB-GENOX-041102-1176,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6967
ZDB-GENOX-041102-1177,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14340
ZDB-GENOX-041102-1178,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19987
ZDB-GENOX-041102-1179,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-655
ZDB-GENOX-041102-118,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23383
ZDB-GENOX-041102-1180,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29692
ZDB-GENOX-041102-1181,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-31
ZDB-GENOX-041102-1182,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12478
ZDB-GENOX-041102-1183,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8802
ZDB-GENOX-041102-1184,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2468
ZDB-GENOX-041102-1185,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5161
ZDB-GENOX-041102-1187,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26030
ZDB-GENOX-041102-1188,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2486
ZDB-GENOX-041102-1189,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20655
ZDB-GENOX-041102-119,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5195
ZDB-GENOX-041102-1190,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23354
ZDB-GENOX-041102-1191,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7008
ZDB-GENOX-041102-1192,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24287
ZDB-GENOX-041102-1193,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23343
ZDB-GENOX-041102-1194,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6965
ZDB-GENOX-041102-1195,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7938
ZDB-GENOX-041102-1196,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8785
ZDB-GENOX-041102-1197,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13370
ZDB-GENOX-041102-1198,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7268
ZDB-GENOX-041102-1199,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6990
ZDB-GENOX-041102-12,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21560
ZDB-GENOX-041102-120,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10614
ZDB-GENOX-041102-1201,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8789
ZDB-GENOX-041102-1202,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9707
ZDB-GENOX-041102-1203,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12476
ZDB-GENOX-041102-1204,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27934
ZDB-GENOX-041102-1205,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26026
ZDB-GENOX-041102-1206,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15204
ZDB-GENOX-041102-1207,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19247
ZDB-GENOX-041102-1208,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1104
ZDB-GENOX-041102-1209,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11105
ZDB-GENOX-041102-1211,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26513
ZDB-GENOX-041102-1212,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15626
ZDB-GENOX-041102-1213,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21533
ZDB-GENOX-041102-1214,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26068
ZDB-GENOX-041102-1215,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29674
ZDB-GENOX-041102-1216,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14611
ZDB-GENOX-041102-1217,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23358
ZDB-GENOX-041102-1218,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19109
ZDB-GENOX-041102-1219,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3373
ZDB-GENOX-041102-1220,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20667
ZDB-GENOX-041102-1221,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7950
ZDB-GENOX-041102-1222,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6948
ZDB-GENOX-041102-1223,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19985
ZDB-GENOX-041102-1224,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26944
ZDB-GENOX-041102-1225,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-649
ZDB-GENOX-041102-1226,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12462
ZDB-GENOX-041102-1227,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18354
ZDB-GENOX-041102-1228,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24305
ZDB-GENOX-041102-1229,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21594
ZDB-GENOX-041102-1230,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28791
ZDB-GENOX-041102-1231,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24309
ZDB-GENOX-041102-1232,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1597
ZDB-GENOX-041102-1233,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2458
ZDB-GENOX-041102-1234,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22460
ZDB-GENOX-041102-1235,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20657
ZDB-GENOX-041102-1236,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27883
ZDB-GENOX-041102-1237,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17906
ZDB-GENOX-041102-1238,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26933
ZDB-GENOX-041102-1239,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12484
ZDB-GENOX-041102-124,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7007
ZDB-GENOX-041102-1240,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18806
ZDB-GENOX-041102-1241,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8816
ZDB-GENOX-041102-1242,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7901
ZDB-GENOX-041102-1243,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4356
ZDB-GENOX-041102-1244,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24282
ZDB-GENOX-041102-1245,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2491
ZDB-GENOX-041102-1246,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14299
ZDB-GENOX-041102-1247,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21539
ZDB-GENOX-041102-1248,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25188
ZDB-GENOX-041102-1249,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19732
ZDB-GENOX-041102-125,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11094
ZDB-GENOX-041102-1250,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29101
ZDB-GENOX-041102-1251,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2014
ZDB-GENOX-041102-1252,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24601
ZDB-GENOX-041102-1253,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21547
ZDB-GENOX-041102-1254,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19688
ZDB-GENOX-041102-1255,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15483
ZDB-GENOX-041102-1256,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6065
ZDB-GENOX-041102-1257,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16972
ZDB-GENOX-041102-1258,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20635
ZDB-GENOX-041102-1259,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2473
ZDB-GENOX-041102-126,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17000
ZDB-GENOX-041102-1260,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7963
ZDB-GENOX-041102-1261,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-660
ZDB-GENOX-041102-1262,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19675
ZDB-GENOX-041102-1263,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29082
ZDB-GENOX-041102-1264,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4597
ZDB-GENOX-041102-1265,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5196
ZDB-GENOX-041102-1266,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6998
ZDB-GENOX-041102-1267,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18826
ZDB-GENOX-041102-1269,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9718
ZDB-GENOX-041102-1270,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14590
ZDB-GENOX-041102-1271,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6993
ZDB-GENOX-041102-1272,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13395
ZDB-GENOX-041102-1273,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14335
ZDB-GENOX-041102-1274,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14322
ZDB-GENOX-041102-1275,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8835
ZDB-GENOX-041102-1276,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25151
ZDB-GENOX-041102-1277,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16085
