genox_zdb_id,genox_exp_zdb_id,genox_is_standard,genox_is_std_or_generic_control,genox_fish_zdb_id
ZDB-GENOX-041102-2687,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22475
ZDB-GENOX-041102-2688,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16042
ZDB-GENOX-041102-269,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4341
ZDB-GENOX-041102-2690,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4733
ZDB-GENOX-041102-2691,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7952
ZDB-GENOX-041102-2692,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27901
ZDB-GENOX-041102-2693,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9119
ZDB-GENOX-041102-2694,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24291
ZDB-GENOX-041102-2695,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8850
ZDB-GENOX-041102-2696,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18838
ZDB-GENOX-041102-2697,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24712
ZDB-GENOX-041102-2698,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6982
ZDB-GENOX-041102-2699,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5176
ZDB-GENOX-041102-27,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1550
ZDB-GENOX-041102-2700,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-676
ZDB-GENOX-041102-2701,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27434
ZDB-GENOX-041102-2703,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21534
ZDB-GENOX-041102-2704,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29081
ZDB-GENOX-041102-2705,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-656
ZDB-GENOX-041102-2706,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7928
ZDB-GENOX-041102-2707,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21530
ZDB-GENOX-041102-2708,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17923
ZDB-GENOX-041102-2709,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13668
ZDB-GENOX-041102-2710,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29710
ZDB-GENOX-041102-2711,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26949
ZDB-GENOX-041102-2712,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2505
ZDB-GENOX-041102-2713,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17441
ZDB-GENOX-041102-2714,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6997
ZDB-GENOX-041102-2715,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22752
ZDB-GENOX-041102-2716,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24606
ZDB-GENOX-041102-2717,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20638
ZDB-GENOX-041102-2718,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3375
ZDB-GENOX-041102-2719,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8795
ZDB-GENOX-041102-272,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28809
ZDB-GENOX-041102-2720,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24302
ZDB-GENOX-041102-2721,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17921
ZDB-GENOX-041102-2722,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29237
ZDB-GENOX-041102-2723,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3647
ZDB-GENOX-041102-2724,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28811
ZDB-GENOX-041102-2725,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7921
ZDB-GENOX-041102-2726,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12745
ZDB-GENOX-041102-2727,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28784
ZDB-GENOX-041102-2728,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15624
ZDB-GENOX-041102-273,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21078
ZDB-GENOX-041102-2730,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7455
ZDB-GENOX-041102-2733,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14726
ZDB-GENOX-041102-2734,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-188
ZDB-GENOX-041102-2735,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29240
ZDB-GENOX-041102-2736,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19249
ZDB-GENOX-041102-2737,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20172
ZDB-GENOX-041102-2738,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25618
ZDB-GENOX-041102-2739,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28349
ZDB-GENOX-041102-274,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12934
ZDB-GENOX-041102-2740,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22927
ZDB-GENOX-041102-2741,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2944
ZDB-GENOX-041102-2742,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5635
ZDB-GENOX-041102-2744,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5636
ZDB-GENOX-041102-2745,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10182
ZDB-GENOX-041102-2748,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26514
ZDB-GENOX-041102-2750,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1109
ZDB-GENOX-041102-2751,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22929
ZDB-GENOX-041102-2752,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8366
ZDB-GENOX-041102-2753,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18358
ZDB-GENOX-041102-2754,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10183
ZDB-GENOX-041102-2755,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11102
ZDB-GENOX-041102-2756,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22005
ZDB-GENOX-041102-2757,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27440
ZDB-GENOX-041102-2758,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24720
ZDB-GENOX-041102-2759,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-191
ZDB-GENOX-041102-2760,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22930
ZDB-GENOX-041102-2761,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19251
ZDB-GENOX-041102-2762,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28351
ZDB-GENOX-041102-2763,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27441
ZDB-GENOX-041102-2764,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2022
ZDB-GENOX-041102-2765,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14730
ZDB-GENOX-041102-2766,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10184
ZDB-GENOX-041102-2767,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9260
ZDB-GENOX-041102-2768,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19252
ZDB-GENOX-041102-2769,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24722
ZDB-GENOX-041102-277,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2020
ZDB-GENOX-041102-2770,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18361
ZDB-GENOX-041102-2773,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26518
ZDB-GENOX-041102-2774,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21096
ZDB-GENOX-041102-2775,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5637
ZDB-GENOX-041102-2776,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14731
ZDB-GENOX-041102-2777,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9261
ZDB-GENOX-041102-2778,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2023
ZDB-GENOX-041102-2779,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12015
ZDB-GENOX-041102-278,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15629
ZDB-GENOX-041102-2780,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7458
ZDB-GENOX-041102-2781,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17450
ZDB-GENOX-041102-2782,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12941
ZDB-GENOX-041102-2783,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10185
ZDB-GENOX-041102-2784,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20177
ZDB-GENOX-041102-2786,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29245
ZDB-GENOX-041102-2787,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-194
ZDB-GENOX-041102-2788,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5638
ZDB-GENOX-041102-2789,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22007
ZDB-GENOX-041102-279,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2949
ZDB-GENOX-041102-2790,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19254
ZDB-GENOX-041102-2791,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9263
ZDB-GENOX-041102-2792,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16527
ZDB-GENOX-041102-2793,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23853
ZDB-GENOX-041102-2794,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26519
ZDB-GENOX-041102-2795,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1114
ZDB-GENOX-041102-2796,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19255
ZDB-GENOX-041102-2797,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14734
ZDB-GENOX-041102-2798,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12016
ZDB-GENOX-041102-2799,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-24726
ZDB-GENOX-041102-28,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14289
ZDB-GENOX-041102-280,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6530
ZDB-GENOX-041102-2800,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12942
ZDB-GENOX-041102-2801,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28354
ZDB-GENOX-041102-2802,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29247
ZDB-GENOX-041102-2803,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8371
ZDB-GENOX-041102-2805,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22934
ZDB-GENOX-041102-2806,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9264
ZDB-GENOX-041102-2807,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13862
ZDB-GENOX-041102-2808,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20180
ZDB-GENOX-041102-2809,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16528
ZDB-GENOX-041102-281,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16962
ZDB-GENOX-041102-2810,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10189
ZDB-GENOX-041102-2811,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12944
ZDB-GENOX-041102-2812,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12017
ZDB-GENOX-041102-2813,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25624
ZDB-GENOX-041102-2814,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18364
ZDB-GENOX-041102-2815,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4745
ZDB-GENOX-041102-2816,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17452
ZDB-GENOX-041102-2817,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8373
ZDB-GENOX-041102-2818,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22010
ZDB-GENOX-041102-2819,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28356
ZDB-GENOX-041102-282,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16978
ZDB-GENOX-041102-2820,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12018
ZDB-GENOX-041102-2821,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26521
ZDB-GENOX-041102-2822,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22936
ZDB-GENOX-041102-2823,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7461
ZDB-GENOX-041102-2824,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21099
ZDB-GENOX-041102-2825,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29249
ZDB-GENOX-041102-2826,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17453
ZDB-GENOX-041102-2827,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12945
ZDB-GENOX-041102-2828,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23856
ZDB-GENOX-041102-2829,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15633
ZDB-GENOX-041102-283,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2493
ZDB-GENOX-041102-2830,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7462
ZDB-GENOX-041102-2831,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11108
ZDB-GENOX-041102-2832,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29250
ZDB-GENOX-041102-2833,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12946
ZDB-GENOX-041102-284,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10611
ZDB-GENOX-041102-285,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29720
ZDB-GENOX-041102-286,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25170
ZDB-GENOX-041102-287,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26987
ZDB-GENOX-041102-288,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20012
ZDB-GENOX-041102-289,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4345
ZDB-GENOX-041102-29,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25148
ZDB-GENOX-041102-290,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27891
ZDB-GENOX-041102-291,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-617
ZDB-GENOX-041102-292,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28793
ZDB-GENOX-041102-293,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26028
ZDB-GENOX-041102-294,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9719
ZDB-GENOX-041102-295,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22453
ZDB-GENOX-041102-296,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4599
ZDB-GENOX-041102-298,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27887
ZDB-GENOX-041102-299,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13390
ZDB-GENOX-041102-3,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9714
ZDB-GENOX-041102-30,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2448
ZDB-GENOX-041102-300,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1589
ZDB-GENOX-041102-301,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25149
ZDB-GENOX-041102-302,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26041
ZDB-GENOX-041102-303,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3863
ZDB-GENOX-041102-304,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15174
ZDB-GENOX-041102-305,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29717
ZDB-GENOX-041102-306,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26504
ZDB-GENOX-041102-307,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-666
ZDB-GENOX-041102-308,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9698
ZDB-GENOX-041102-309,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7923
ZDB-GENOX-041102-31,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9993
ZDB-GENOX-041102-310,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8821
ZDB-GENOX-041102-311,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18811
ZDB-GENOX-041102-312,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7942
ZDB-GENOX-041102-313,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6076
ZDB-GENOX-041102-314,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6523
ZDB-GENOX-041102-315,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10653
ZDB-GENOX-041102-316,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8846
ZDB-GENOX-041102-317,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-640
ZDB-GENOX-041102-318,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11568
ZDB-GENOX-041102-319,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17896
ZDB-GENOX-041102-32,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7956
ZDB-GENOX-041102-320,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13376
ZDB-GENOX-041102-321,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16971
ZDB-GENOX-041102-322,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11586
ZDB-GENOX-041102-323,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14336
ZDB-GENOX-041102-324,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2937
ZDB-GENOX-041102-325,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1596
ZDB-GENOX-041102-326,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19091
ZDB-GENOX-041102-327,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-19679
ZDB-GENOX-041102-328,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16956
ZDB-GENOX-041102-329,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10644
ZDB-GENOX-041102-330,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28816
ZDB-GENOX-041102-331,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11538
ZDB-GENOX-041102-332,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23381
ZDB-GENOX-041102-333,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21829
ZDB-GENOX-041102-334,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6093
ZDB-GENOX-041102-335,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28789
ZDB-GENOX-041102-336,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6068
ZDB-GENOX-041102-337,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29702
ZDB-GENOX-041102-338,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22440
ZDB-GENOX-041102-34,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3674
ZDB-GENOX-041102-340,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28810
ZDB-GENOX-041102-341,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3649
ZDB-GENOX-041102-342,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9732
ZDB-GENOX-041102-343,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9721
ZDB-GENOX-041102-344,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10626
ZDB-GENOX-041102-345,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29685
ZDB-GENOX-041102-346,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7922
ZDB-GENOX-041102-347,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25153
ZDB-GENOX-041102-348,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29104
ZDB-GENOX-041102-349,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11576
ZDB-GENOX-041102-35,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18832
ZDB-GENOX-041102-350,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18815
ZDB-GENOX-041102-351,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26067
ZDB-GENOX-041102-352,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21583
ZDB-GENOX-041102-353,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11570
ZDB-GENOX-041102-354,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-3357
ZDB-GENOX-041102-355,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-15192
ZDB-GENOX-041102-356,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21576
ZDB-GENOX-041102-357,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28776
ZDB-GENOX-041102-358,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9693
ZDB-GENOX-041102-359,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5
ZDB-GENOX-041102-36,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16967
ZDB-GENOX-041102-361,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25177
ZDB-GENOX-041102-362,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23355
ZDB-GENOX-041102-363,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7935
ZDB-GENOX-041102-364,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25195
ZDB-GENOX-041102-365,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27907
ZDB-GENOX-041102-366,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6988
ZDB-GENOX-041102-367,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10650
ZDB-GENOX-041102-368,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8792
ZDB-GENOX-041102-369,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10630
ZDB-GENOX-041102-37,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-629
ZDB-GENOX-041102-370,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1600
ZDB-GENOX-041102-371,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28794
ZDB-GENOX-041102-372,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-13391
ZDB-GENOX-041102-373,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-625
ZDB-GENOX-041102-374,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17942
ZDB-GENOX-041102-375,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-10639
ZDB-GENOX-041102-376,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26054
ZDB-GENOX-041102-377,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28218
ZDB-GENOX-041102-378,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25189
ZDB-GENOX-041102-379,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-23372
ZDB-GENOX-041102-38,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27274
ZDB-GENOX-041102-380,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-2494
ZDB-GENOX-041102-381,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-4311
ZDB-GENOX-041102-382,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20610
ZDB-GENOX-041102-384,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20627
ZDB-GENOX-041102-385,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-8805
ZDB-GENOX-041102-386,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-21557
ZDB-GENOX-041102-387,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29684
ZDB-GENOX-041102-388,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14314
ZDB-GENOX-041102-389,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18226
ZDB-GENOX-041102-39,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17890
ZDB-GENOX-041102-390,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25173
ZDB-GENOX-041102-391,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-27277
ZDB-GENOX-041102-394,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26947
ZDB-GENOX-041102-395,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16996
ZDB-GENOX-041102-396,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26990
ZDB-GENOX-041102-397,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16520
ZDB-GENOX-041102-399,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17926
ZDB-GENOX-041102-4,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12486
ZDB-GENOX-041102-40,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-28823
ZDB-GENOX-041102-400,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-25163
ZDB-GENOX-041102-401,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-6522
ZDB-GENOX-041102-402,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-29666
ZDB-GENOX-041102-403,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26964
ZDB-GENOX-041102-404,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-7937
ZDB-GENOX-041102-405,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-16997
ZDB-GENOX-041102-406,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-9118
ZDB-GENOX-041102-407,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-1546
ZDB-GENOX-041102-408,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-22458
ZDB-GENOX-041102-409,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-20668
ZDB-GENOX-041102-41,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-11573
ZDB-GENOX-041102-410,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-17941
ZDB-GENOX-041102-411,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-12442
ZDB-GENOX-041102-412,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-5162
ZDB-GENOX-041102-413,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26071
ZDB-GENOX-041102-414,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-14318
ZDB-GENOX-041102-416,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-18785
ZDB-GENOX-041102-417,ZDB-EXP-041102-1,t,t,ZDB-FISH-150901-26940
