expid,cdtid,zecoid,aotermid,chebiTermId,otherTermId,cctermid
ZDB-EXP-071217-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-071217-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-071217-4,ZDB-CDT-050127-14,ZECO:0000102,none,none,CHEBI:4903,
ZDB-EXP-071220-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:37415,
ZDB-EXP-071220-4,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-071220-5,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-071226-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:46024,
ZDB-EXP-071226-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:46024,
ZDB-EXP-071226-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:15551 ,
ZDB-EXP-071226-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:49023,
ZDB-EXP-071226-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:73458,
ZDB-EXP-071226-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:76274,
ZDB-EXP-071227-17,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-18,ZDB-CDT-071227-2,ZECO:0000206,none,none,,
ZDB-EXP-071227-19,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-20,ZDB-CDT-071227-2,ZECO:0000206,none,none,,
ZDB-EXP-071227-21,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-22,ZDB-CDT-071227-2,ZECO:0000206,none,none,,
ZDB-EXP-071227-23,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-23,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:30911,
ZDB-EXP-071227-24,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-24,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:32588,
ZDB-EXP-071227-25,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-25,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:26710,
ZDB-EXP-071227-26,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-26,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:32588,
ZDB-EXP-071227-26,ZDB-CDT-050127-4,ZECO:0000203,none,none,,
ZDB-EXP-071227-27,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-27,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:3312,
ZDB-EXP-071227-28,ZDB-CDT-071227-2,ZECO:0000195,none,none,,
ZDB-EXP-071227-28,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-071227-28,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:3312,
ZDB-EXP-071227-28,ZDB-CDT-050127-4,ZECO:0000203,none,none,,
ZDB-EXP-071228-20,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-071228-22,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-071228-24,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-080101-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-080103-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-080103-5,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:15551 ,
ZDB-EXP-080104-1,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080104-3,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:16796 ,
ZDB-EXP-080104-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080104-5,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080104-6,ZDB-CDT-050127-20,ZECO:0000102,none,none,,
ZDB-EXP-080104-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:131788,
ZDB-EXP-080104-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:16796 ,
ZDB-EXP-080104-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080104-6,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-080104-7,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:16796 ,
ZDB-EXP-080104-7,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080104-8,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:16796 ,
ZDB-EXP-080104-8,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080107-3,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-080107-5,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:16796 ,
ZDB-EXP-080107-5,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-080107-6,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-080107-6,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080107-7,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:16796 ,
ZDB-EXP-080107-7,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-080107-7,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27958 ,
ZDB-EXP-080115-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080115-13,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-080117-6,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-080122-2,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-080122-4,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080205-1,ZDB-CDT-050127-21,ZECO:0000102,none,none,CHEBI:30052,
ZDB-EXP-080205-2,ZDB-CDT-050127-21,ZECO:0000102,none,none,CHEBI:30052,
ZDB-EXP-080205-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:26708,
ZDB-EXP-080205-3,ZDB-CDT-050127-21,ZECO:0000102,none,none,CHEBI:30052,
ZDB-EXP-080205-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:22984,
ZDB-EXP-080205-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:26708,
ZDB-EXP-080205-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:22984,
ZDB-EXP-080205-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080205-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080205-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080206-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-080206-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86194,
ZDB-EXP-080207-1,ZDB-CDT-050127-23,ZECO:0000102,none,none,,
ZDB-EXP-080207-2,ZDB-CDT-050127-23,ZECO:0000102,none,none,,
ZDB-EXP-080207-3,ZDB-CDT-050127-23,ZECO:0000102,none,none,,
ZDB-EXP-080207-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080207-5,ZDB-CDT-050127-23,ZECO:0000102,none,none,,
ZDB-EXP-080207-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080208-9,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-080218-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080218-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080218-5,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080219-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-080219-2,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080219-3,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080219-4,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080219-6,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080221-2,ZDB-CDT-050823-1,ZECO:0000106,none,none,55601,
ZDB-EXP-080226-6,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-080226-7,ZDB-CDT-050127-4,ZECO:0000199,none,none,,
ZDB-EXP-080226-8,ZDB-CDT-050127-4,ZECO:0000198,none,none,,
ZDB-EXP-080229-10,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-080229-12,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080229-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86194,
ZDB-EXP-080229-13,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080229-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86194,
ZDB-EXP-080229-15,ZDB-CDT-050127-20,ZECO:0000102,none,none,,
ZDB-EXP-080229-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86194,
ZDB-EXP-080304-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080305-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:78510,
ZDB-EXP-080310-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:91108,
ZDB-EXP-080311-4,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-080324-1,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-080325-14,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-080326-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:9516,
ZDB-EXP-080326-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:32497,
ZDB-EXP-080326-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:32497,
ZDB-EXP-080326-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:32497,
ZDB-EXP-080326-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:60654,
ZDB-EXP-080326-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:131784,
ZDB-EXP-080326-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:32497,
ZDB-EXP-080327-2,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080328-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:50385,
ZDB-EXP-080331-12,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080331-13,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080331-14,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080331-15,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080331-16,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080331-17,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080414-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,636,
ZDB-EXP-080414-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:29678,
ZDB-EXP-080414-6,ZDB-CDT-050823-1,ZECO:0000106,none,none,636,
ZDB-EXP-080414-7,ZDB-CDT-050823-2,ZECO:0000110,none,none,103603,
ZDB-EXP-080414-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:29678,
ZDB-EXP-080414-8,ZDB-CDT-050823-2,ZECO:0000110,none,none,103603,
ZDB-EXP-080416-4,ZDB-CDT-050823-2,ZECO:0000110,none,none,35297,
ZDB-EXP-080416-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080418-10,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080418-11,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080418-12,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080418-13,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080418-14,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080418-8,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080418-9,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080419-1,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080419-2,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-080422-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:84491,
ZDB-EXP-080501-2,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-080501-4,ZDB-CDT-050127-20,ZECO:0000102,none,none,,
ZDB-EXP-080501-5,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080501-6,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080502-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000107,
ZDB-EXP-080502-3,ZDB-CDT-050127-20,ZECO:0000102,none,none,,
ZDB-EXP-080502-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-080503-1,ZDB-CDT-050127-32,ZECO:0000237,none,none,CHEBI:16158,
ZDB-EXP-080504-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080504-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080505-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000107,
ZDB-EXP-080505-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000107,
ZDB-EXP-080505-9,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:40303,
ZDB-EXP-080506-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:472805,
ZDB-EXP-080506-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080506-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080506-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080506-7,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080507-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080507-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080507-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:46024 ,
ZDB-EXP-080507-7,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080507-8,ZDB-CDT-050127-14,ZECO:0000102,none,none,CHEBI:4903,
ZDB-EXP-080507-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:16767,
ZDB-EXP-080508-1,ZDB-CDT-050127-18,ZECO:0000102,none,none,CHEBI:34317,
ZDB-EXP-080508-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080508-3,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-080508-4,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080508-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080508-6,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080508-6,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080509-1,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0001058,
ZDB-EXP-080514-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:17963,
ZDB-EXP-080515-1,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080516-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:7508,
ZDB-EXP-080516-2,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080516-3,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080516-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080516-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080519-1,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-080519-2,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-080519-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:7508,
ZDB-EXP-080522-1,ZDB-CDT-050127-8,ZECO:0000102,none,none,CHEBI:46261,
ZDB-EXP-080527-1,ZDB-CDT-070911-1,ZECO:0000102,none,none,CHEBI:472552,
ZDB-EXP-080528-1,ZDB-CDT-050127-22,ZECO:0000102,none,none,CHEBI:25944,
ZDB-EXP-080528-2,ZDB-CDT-050127-22,ZECO:0000102,none,none,CHEBI:25944,
ZDB-EXP-080528-3,ZDB-CDT-050127-22,ZECO:0000102,none,none,CHEBI:25944,
ZDB-EXP-080529-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080529-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-080530-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-10,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:84070 ,
ZDB-EXP-080619-4,ZDB-CDT-050127-12,ZECO:0000102,none,none,CHEBI:35456,
ZDB-EXP-080619-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-6,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-7,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-8,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080619-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080627-1,ZDB-CDT-050127-12,ZECO:0000102,none,none,CHEBI:35456,
ZDB-EXP-080708-3,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-080708-4,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-080708-5,ZDB-CDT-071227-1,ZECO:0000205,none,none,,
ZDB-EXP-080710-5,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-080713-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:42471,
ZDB-EXP-080713-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:42471,
ZDB-EXP-080716-5,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080716-6,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080717-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080717-7,ZDB-CDT-050513-1,ZECO:0000102,none,none,CHEBI:2766,
ZDB-EXP-080717-7,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:44423,
ZDB-EXP-080718-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080718-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080721-1,ZDB-CDT-050127-21,ZECO:0000102,none,none,CHEBI:28216,
ZDB-EXP-080721-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:20331,
ZDB-EXP-080721-12,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-080721-6,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:39867,
ZDB-EXP-080721-8,ZDB-CDT-050127-21,ZECO:0000102,none,none,CHEBI:35456,
ZDB-EXP-080721-9,ZDB-CDT-050127-21,ZECO:0000102,none,none,CHEBI:50527,
ZDB-EXP-080722-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-080722-3,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-080722-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:48607,
ZDB-EXP-080722-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:48607,
ZDB-EXP-080724-3,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080724-4,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080729-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:130910,
ZDB-EXP-080729-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:131184,
ZDB-EXP-080729-2,ZDB-CDT-050823-1,ZECO:0000230,none,none,90371,
ZDB-EXP-080729-26,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080729-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:131184,
ZDB-EXP-080729-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:60890,
ZDB-EXP-080729-5,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:7565,
ZDB-EXP-080729-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:90630,
ZDB-EXP-080729-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:23527,
ZDB-EXP-080729-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:69136,
ZDB-EXP-080729-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:90629,
ZDB-EXP-080801-11,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080801-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080801-16,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-080801-17,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:282662,
ZDB-EXP-080801-18,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080801-25,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:282662,
ZDB-EXP-080801-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:282662,
ZDB-EXP-080806-5,ZDB-CDT-070911-1,ZECO:0000102,none,none,CHEBI:472552,
ZDB-EXP-080806-6,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-080806-7,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080806-7,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-080806-8,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-080806-9,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080806-9,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-080809-1,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-10,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-11,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-2,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-3,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-4,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-5,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-6,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-7,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-8,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080809-9,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080811-11,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-080812-1,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-080812-2,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:65207,
ZDB-EXP-080812-5,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080812-6,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-080813-1,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080813-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27641,
ZDB-EXP-080813-3,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080813-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:27641,
ZDB-EXP-080813-7,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080813-8,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080813-9,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-080814-1,ZDB-CDT-070911-1,ZECO:0000237,none,none,CHEBI:472552,
ZDB-EXP-080814-2,ZDB-CDT-070911-1,ZECO:0000237,none,none,CHEBI:472552,
ZDB-EXP-080814-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:63053,
ZDB-EXP-080814-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:63053,
ZDB-EXP-080818-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:2700,
ZDB-EXP-080818-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:90724,
ZDB-EXP-080818-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:35176,
ZDB-EXP-080818-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:48608,
ZDB-EXP-080818-8,ZDB-CDT-050127-12,ZECO:0000102,none,none,CHEBI:35456,
ZDB-EXP-080818-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-080820-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:79516,
ZDB-EXP-080820-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:33216,
ZDB-EXP-080820-4,ZDB-CDT-050127-23,ZECO:0000102,none,none,,
ZDB-EXP-080820-5,ZDB-CDT-050127-23,ZECO:0000102,none,none,CHEBI:28088,
ZDB-EXP-080820-6,ZDB-CDT-050127-13,ZECO:0000102,none,none,CHEBI:16469,
