expid,cdtid,zecoid,aotermid,chebiTermId,otherTermId,cctermid
ZDB-EXP-120718-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:91215,
ZDB-EXP-120718-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:91237,
ZDB-EXP-120719-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:91182,
ZDB-EXP-120720-4,ZDB-CDT-050823-1,ZECO:0000106,none,none,55601,
ZDB-EXP-120720-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,28901,
ZDB-EXP-120725-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120726-15,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-120726-4,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-120726-6,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-120726-8,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-120727-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120727-5,ZDB-CDT-050823-1,ZECO:0000173,none,none,55601,
ZDB-EXP-120802-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120802-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120802-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120802-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120807-1,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120807-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000435,
ZDB-EXP-120807-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-120809-2,ZDB-CDT-060517-1,ZECO:0000102,none,none,CHEBI:91083,
ZDB-EXP-120809-3,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-120810-1,ZDB-CDT-091029-1,ZECO:0000102,none,none,CHEBI:9168,
ZDB-EXP-120810-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120814-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0001058,
ZDB-EXP-120814-3,ZDB-CDT-050823-1,ZECO:0000230,none,none,287,
ZDB-EXP-120814-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0001058,
ZDB-EXP-120814-6,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-120814-7,ZDB-CDT-050823-1,ZECO:0000230,none,none,287,
ZDB-EXP-120815-4,ZDB-CDT-050823-1,ZECO:0000106,none,none,657445,
ZDB-EXP-120816-5,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-120817-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120817-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120817-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120817-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120820-2,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-120822-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120822-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120822-12,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120822-13,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120822-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0001058,
ZDB-EXP-120822-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120822-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0001058,
ZDB-EXP-120822-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120822-6,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-120822-7,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120822-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120822-8,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120823-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-120824-5,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120827-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120827-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-120829-6,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-120905-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120905-2,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000123,
ZDB-EXP-120905-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120905-5,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:44185,
ZDB-EXP-120907-4,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-120910-1,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-120910-7,ZDB-CDT-050823-1,ZECO:0000106,none,none,46170,
ZDB-EXP-120910-8,ZDB-CDT-050823-1,ZECO:0000106,none,none,46170,
ZDB-EXP-120911-1,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-120911-10,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-120911-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120911-11,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-120911-2,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-120911-3,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-120911-3,ZDB-CDT-050823-1,ZECO:0000108,none,none,,
ZDB-EXP-120911-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120911-9,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-120912-2,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-120912-3,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-120912-3,ZDB-CDT-050823-1,ZECO:0000108,none,none,,
ZDB-EXP-120912-5,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-120914-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120914-2,ZDB-CDT-091029-2,ZECO:0000102,none,none,,
ZDB-EXP-120921-1,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-120921-2,ZDB-CDT-050127-23,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-120921-3,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-120921-4,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-120925-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-120925-5,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-120927-1,ZDB-CDT-050127-3,ZECO:0000165,none,none,,
ZDB-EXP-120927-2,ZDB-CDT-050127-2,ZECO:0000162,none,none,,
ZDB-EXP-120927-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-120928-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-120928-3,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-120928-4,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-121005-2,ZDB-CDT-050127-13,ZECO:0000102,none,none,CHEBI:16469,
ZDB-EXP-121010-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:6909,
ZDB-EXP-121030-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:6909,
ZDB-EXP-121031-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121102-1,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-121102-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121106-1,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-121106-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121106-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-121106-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-121106-3,ZDB-CDT-091029-1,ZECO:0000102,none,none,CHEBI:9168,
ZDB-EXP-121106-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121106-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-121106-4,ZDB-CDT-091029-1,ZECO:0000102,none,none,CHEBI:9168,
ZDB-EXP-121106-6,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-121107-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121107-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121107-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121108-1,ZDB-CDT-090330-1,ZECO:0000102,none,none,CHEBI:33229,
ZDB-EXP-121109-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121109-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121109-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121109-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121109-5,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121112-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121112-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121112-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-121112-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121112-4,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-121112-6,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-121112-7,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-121113-1,ZDB-CDT-050127-3,ZECO:0000165,none,none,,
ZDB-EXP-121114-5,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-121114-6,ZDB-CDT-050127-30,ZECO:0000208,none,none,,
ZDB-EXP-121114-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121115-7,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-121115-8,ZDB-CDT-050823-1,ZECO:0000106,none,none,1311,
ZDB-EXP-121115-9,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-121116-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121116-13,ZDB-CDT-050823-1,ZECO:0000106,none,none,170187,
ZDB-EXP-121116-17,ZDB-CDT-050823-1,ZECO:0000106,none,none,170187,
ZDB-EXP-121116-18,ZDB-CDT-050823-1,ZECO:0000106,none,none,170187,
ZDB-EXP-121119-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121120-10,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-121120-12,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-121120-14,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-121120-3,ZDB-CDT-100902-1,ZECO:0000232,none,none,5476,
ZDB-EXP-121120-7,ZDB-CDT-100902-1,ZECO:0000232,none,none,5476,
ZDB-EXP-121121-3,ZDB-CDT-050127-27,ZECO:0000149,none,none,,
ZDB-EXP-121121-4,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-121128-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121128-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121129-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:22984,
ZDB-EXP-121130-1,ZDB-CDT-050127-23,ZECO:0000102,none,none,,
ZDB-EXP-121130-2,ZDB-CDT-050127-17,ZECO:0000102,none,none,CHEBI:28119,
ZDB-EXP-121203-10,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-121203-11,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-121203-8,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-121203-8,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-121203-9,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-121204-1,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-121212-7,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-121212-8,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-121212-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121213-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-121213-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121213-6,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-121213-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:64211,
ZDB-EXP-121213-7,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-121213-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:64108,
ZDB-EXP-121213-8,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-121213-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:85085,
ZDB-EXP-121217-1,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:44616,
ZDB-EXP-121217-2,ZDB-CDT-050127-20,ZECO:0000102,none,none,CHEBI:44616,
ZDB-EXP-121217-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:7508,
ZDB-EXP-121219-5,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:6909,
ZDB-EXP-121219-9,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-121220-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121220-24,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121220-25,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-121221-3,ZDB-CDT-091029-1,ZECO:0000102,none,none,CHEBI:9168,
ZDB-EXP-121221-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121221-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-121227-1,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-121227-2,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-121227-3,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-121227-6,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-121227-7,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-130103-2,ZDB-CDT-090330-1,ZECO:0000102,none,none,CHEBI:15846,
ZDB-EXP-130103-3,ZDB-CDT-090330-1,ZECO:0000102,none,none,CHEBI:15846,
ZDB-EXP-130110-3,ZDB-CDT-050127-30,ZECO:0000216,none,none,,
ZDB-EXP-130110-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130110-8,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130110-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130111-1,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-130115-3,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-130116-10,ZDB-CDT-060420-1,ZECO:0000102,none,none,,
ZDB-EXP-130116-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130116-7,ZDB-CDT-071227-2,ZECO:0000206,none,none,,
ZDB-EXP-130117-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130117-10,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:6456,
ZDB-EXP-130117-11,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-130117-2,ZDB-CDT-050823-4,ZECO:0000176,none,none,ZFA:0000435,
ZDB-EXP-130117-5,ZDB-CDT-050823-4,ZECO:0000176,none,none,ZFA:0000435,
ZDB-EXP-130118-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130118-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:6456,
ZDB-EXP-130118-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130125-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130204-4,ZDB-CDT-071227-1,ZECO:0000199,none,none,,
ZDB-EXP-130204-6,ZDB-CDT-071227-1,ZECO:0000199,none,none,,
ZDB-EXP-130204-8,ZDB-CDT-071227-1,ZECO:0000199,none,none,,
ZDB-EXP-130206-5,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-130219-4,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-130220-10,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-130220-2,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-130220-4,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-130220-5,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-130220-6,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-130221-1,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-130222-14,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:78510,
ZDB-EXP-130228-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-130305-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130305-2,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-130315-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130318-2,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-130318-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130319-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130319-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130320-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130320-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130320-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130320-5,ZDB-CDT-050127-22,ZECO:0000102,none,none,CHEBI:25944,
ZDB-EXP-130320-8,ZDB-CDT-050127-8,ZECO:0000102,none,none,CHEBI:46261,
ZDB-EXP-130321-8,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-130321-9,ZDB-CDT-050823-1,ZECO:0000106,none,none,654,
ZDB-EXP-130322-7,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130326-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130326-12,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-130326-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130327-10,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-130327-11,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-130327-12,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-130327-13,ZDB-CDT-050823-4,ZECO:0000178,none,none,ZFA:0000152,
ZDB-EXP-130327-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130327-6,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-130327-7,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-130328-1,ZDB-CDT-050823-4,ZECO:0000178,none,none,ZFA:0000152,
ZDB-EXP-130328-2,ZDB-CDT-050823-4,ZECO:0000178,none,none,ZFA:0000152,
ZDB-EXP-130328-4,ZDB-CDT-050823-4,ZECO:0000178,none,none,ZFA:0000152,
ZDB-EXP-130401-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130402-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130402-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130404-1,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-130411-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:75393,
ZDB-EXP-130411-5,ZDB-CDT-130401-1,ZECO:0000238,none,none,CHEBI:86195,
ZDB-EXP-130411-6,ZDB-CDT-050127-15,ZECO:0000238,none,none,CHEBI:15367,
ZDB-EXP-130412-1,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-130412-11,ZDB-CDT-050127-15,ZECO:0000238,none,none,CHEBI:15367,
ZDB-EXP-130412-12,ZDB-CDT-050127-15,ZECO:0000238,none,none,CHEBI:15367,
ZDB-EXP-130412-13,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130412-2,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-130416-11,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-130417-4,ZDB-CDT-050127-2,ZECO:0000162,none,none,,
ZDB-EXP-130417-5,ZDB-CDT-050127-2,ZECO:0000103,none,none,,
ZDB-EXP-130417-6,ZDB-CDT-050127-2,ZECO:0000160,none,none,,
ZDB-EXP-130417-7,ZDB-CDT-050127-2,ZECO:0000160,none,none,,
ZDB-EXP-130418-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-130418-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:23888,
ZDB-EXP-130418-4,ZDB-CDT-091029-1,ZECO:0000102,none,none,CHEBI:9168,
ZDB-EXP-130418-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130419-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130422-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130422-6,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:91198 ,
ZDB-EXP-130425-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130425-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130430-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130430-5,ZDB-CDT-050127-27,ZECO:0000245,none,none,ZFA:0005145,
ZDB-EXP-130501-13,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130501-2,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-130501-3,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-130501-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130520-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130520-4,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-130528-2,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-130528-3,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-130531-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:77702,
ZDB-EXP-130531-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:77702,
ZDB-EXP-130531-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130605-1,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:48080,
ZDB-EXP-130605-10,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-130605-11,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-130605-12,ZDB-CDT-050127-18,ZECO:0000102,none,none,CHEBI:34317,
ZDB-EXP-130605-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:22689,
ZDB-EXP-130611-2,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-130611-3,ZDB-CDT-050823-5,ZECO:0000108,none,none,,
ZDB-EXP-130617-1,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-130619-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130619-2,ZDB-CDT-071227-2,ZECO:0000206,none,none,,
ZDB-EXP-130620-20,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130625-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130702-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:6909,
ZDB-EXP-130708-1,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-130708-4,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:62434,
ZDB-EXP-130708-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130710-5,ZDB-CDT-050127-21,ZECO:0000102,none,none,,
ZDB-EXP-130715-1,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130717-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-130722-7,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-130722-8,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-130722-9,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-130729-3,ZDB-CDT-050127-32,ZECO:0000237,none,none,CHEBI:16412,
ZDB-EXP-130729-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-130730-1,ZDB-CDT-050823-1,ZECO:0000106,none,none,636,
ZDB-EXP-130730-2,ZDB-CDT-050823-1,ZECO:0000106,none,none,90371,
ZDB-EXP-130730-3,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
