featureid,variantnote,allelenote
ZDB-ALT-040213-12,variant,allele
ZDB-ALT-040310-6,variant,allele
ZDB-ALT-040924-2,variant,allele
ZDB-ALT-040924-4,variant,allele
ZDB-ALT-040924-12,variant,allele
ZDB-ALT-040223-4,variant,allele
ZDB-ALT-040715-12,variant,allele
ZDB-ALT-040622-22,variant,allele
ZDB-ALT-040930-20,variant,allele
ZDB-ALT-041006-2,variant,allele
ZDB-ALT-041007-22,variant,allele
ZDB-ALT-041008-2,variant,allele
ZDB-ALT-041008-4,variant,allele
ZDB-ALT-041011-2,variant,allele
ZDB-ALT-041011-4,variant,allele
ZDB-ALT-040709-2,variant,allele
ZDB-ALT-040709-4,variant,allele
ZDB-ALT-040713-18,variant,allele
ZDB-ALT-040714-10,variant,allele
ZDB-ALT-040809-2,variant,allele
ZDB-ALT-040223-6,variant,allele
ZDB-ALT-040823-2,variant,allele
ZDB-ALT-040914-4,variant,allele
ZDB-ALT-040929-6,variant,allele
ZDB-ALT-040727-4,variant,allele
ZDB-ALT-041011-12,variant,allele
ZDB-ALT-040712-6,variant,allele
ZDB-ALT-040825-18,variant,allele
ZDB-ALT-040825-20,variant,allele
ZDB-ALT-040130-8,variant,allele
ZDB-ALT-040930-10,variant,allele
ZDB-ALT-040826-18,variant,allele
ZDB-ALT-041001-10,variant,allele
ZDB-ALT-041007-20,variant,allele
ZDB-ALT-040713-22,variant,allele
ZDB-ALT-040830-12,variant,allele
ZDB-ALT-040924-12,variant,allele
ZDB-ALT-040830-18,variant,allele
ZDB-ALT-040929-14,variant,allele
ZDB-ALT-051213-2,variant,allele
ZDB-ALT-021125-2,variant,allele
ZDB-ALT-040720-14,variant,allele
ZDB-ALT-040831-4,variant,allele
ZDB-ALT-041001-14,variant,allele
ZDB-ALT-040223-12,variant,allele
ZDB-ALT-040827-12,variant,allele
ZDB-ALT-040310-16,variant,allele
ZDB-ALT-040310-8,variant,allele
ZDB-ALT-040723-14,variant,allele
ZDB-ALT-040622-8,variant,allele
ZDB-ALT-060814-4,variant,allele
ZDB-ALT-980203-345,variant,allele
ZDB-ALT-980203-346,variant,allele
ZDB-ALT-980203-304,variant,allele
ZDB-ALT-020426-62,variant,allele
ZDB-ALT-020422-2,variant,allele
ZDB-ALT-040709-6,variant,allele
ZDB-ALT-011018-2,variant,allele
ZDB-ALT-040713-6,variant,allele
ZDB-ALT-020426-16,variant,allele
ZDB-ALT-020426-106,variant,allele
ZDB-ALT-020426-70,variant,allele
ZDB-ALT-020426-26,variant,allele
ZDB-ALT-020426-104,variant,allele
ZDB-ALT-040716-6,variant,allele
ZDB-ALT-020426-92,variant,allele
ZDB-ALT-020426-54,variant,allele
ZDB-ALT-020426-82,variant,allele
ZDB-ALT-020426-80,variant,allele
ZDB-ALT-040719-4,variant,allele
ZDB-ALT-041026-4,variant,allele
ZDB-ALT-020430-28,variant,allele
ZDB-ALT-040720-2,variant,allele
ZDB-ALT-040719-8,variant,allele
ZDB-ALT-020426-4,variant,allele
ZDB-ALT-040720-8,variant,allele
ZDB-ALT-040720-18,variant,allele
ZDB-ALT-040720-22,variant,allele
ZDB-ALT-040721-4,variant,allele
ZDB-ALT-020430-38,variant,allele
ZDB-ALT-020430-2,variant,allele
ZDB-ALT-020426-50,variant,allele
ZDB-ALT-041007-6,variant,allele
ZDB-ALT-040721-32,variant,allele
ZDB-ALT-040217-8,variant,allele
ZDB-ALT-020426-100,variant,allele
ZDB-ALT-040721-22,variant,allele
ZDB-ALT-020430-18,variant,allele
ZDB-ALT-040723-8,variant,allele
ZDB-ALT-040217-16,variant,allele
ZDB-ALT-040727-14,variant,allele
ZDB-ALT-040728-2,variant,allele
ZDB-ALT-040728-6,variant,allele
ZDB-ALT-050913-2,variant,allele
ZDB-ALT-020426-96,variant,allele
ZDB-ALT-040728-16,variant,allele
ZDB-ALT-011018-4,variant,allele
ZDB-ALT-020426-14,variant,allele
ZDB-ALT-040728-18,variant,allele
ZDB-ALT-040830-16,variant,allele
ZDB-ALT-040907-2,variant,allele
ZDB-ALT-040721-20,variant,allele
ZDB-ALT-040907-10,variant,allele
ZDB-ALT-040826-8,variant,allele
ZDB-ALT-040220-10,variant,allele
ZDB-ALT-040720-20,variant,allele
ZDB-ALT-040910-2,variant,allele
ZDB-ALT-040720-4,variant,allele
ZDB-ALT-040913-4,variant,allele
ZDB-ALT-040914-6,variant,allele
ZDB-ALT-040310-10,variant,allele
ZDB-ALT-040915-12,variant,allele
ZDB-ALT-040917-2,variant,allele
ZDB-ALT-040217-18,variant,allele
ZDB-ALT-040927-2,variant,allele
ZDB-ALT-040927-4,variant,allele
ZDB-ALT-040927-12,variant,allele
ZDB-ALT-040927-24,variant,allele
ZDB-ALT-040217-14,variant,allele
ZDB-ALT-040622-24,variant,allele
ZDB-ALT-041006-6,variant,allele
ZDB-ALT-040728-14,variant,allele
ZDB-ALT-040728-4,variant,allele
ZDB-ALT-041007-10,variant,allele
ZDB-ALT-041007-14,variant,allele
ZDB-ALT-040622-16,variant,allele
ZDB-ALT-040130-6,variant,allele
ZDB-ALT-040713-14,variant,allele
ZDB-ALT-040130-4,variant,allele
ZDB-ALT-040213-6,variant,allele
ZDB-ALT-040811-2,variant,allele
ZDB-ALT-040915-14,variant,allele
ZDB-ALT-040924-14,variant,allele
ZDB-ALT-040929-2,variant,allele
ZDB-ALT-040824-2,variant,allele
ZDB-ALT-040915-16,variant,allele
ZDB-ALT-040622-14,variant,allele
ZDB-ALT-040824-6,variant,allele
ZDB-ALT-040930-6,variant,allele
ZDB-ALT-040924-6,variant,allele
ZDB-ALT-040721-26,variant,allele
ZDB-ALT-040826-6,variant,allele
ZDB-ALT-040310-12,variant,allele
ZDB-ALT-040826-12,variant,allele
ZDB-ALT-040826-14,variant,allele
ZDB-ALT-040826-16,variant,allele
ZDB-ALT-040129-8,variant,allele
ZDB-ALT-041005-6,variant,allele
ZDB-ALT-040827-14,variant,allele
ZDB-ALT-041001-20,variant,allele
ZDB-ALT-041001-2,variant,allele
ZDB-ALT-041001-18,variant,allele
ZDB-ALT-040830-14,variant,allele
ZDB-ALT-040929-12,variant,allele
ZDB-ALT-040721-24,variant,allele
ZDB-ALT-040720-18,variant,allele
ZDB-ALT-041001-6,variant,allele
ZDB-ALT-040811-2,variant,allele
ZDB-ALT-040830-20,variant,allele
ZDB-ALT-040907-8,variant,allele
ZDB-ALT-040312-2,variant,allele
ZDB-ALT-041001-26,variant,allele
ZDB-ALT-050809-8,variant,allele
ZDB-ALT-041001-8,variant,allele
ZDB-ALT-050809-16,variant,allele
ZDB-ALT-041001-16,variant,allele
ZDB-ALT-040831-10,variant,allele
ZDB-ALT-040721-8,variant,allele
ZDB-ALT-050809-10,variant,allele
ZDB-ALT-041007-4,variant,allele
ZDB-ALT-040316-4,variant,allele
ZDB-ALT-040315-8,variant,allele
ZDB-ALT-041001-18,variant,allele
ZDB-ALT-041007-8,variant,allele
ZDB-ALT-040831-12,variant,allele
ZDB-ALT-040915-10,variant,allele
ZDB-ALT-040830-10,variant,allele
ZDB-ALT-020426-60,variant,allele
ZDB-ALT-020422-8,variant,allele
ZDB-ALT-020422-4,variant,allele
ZDB-ALT-020422-6,variant,allele
ZDB-ALT-020426-64,variant,allele
ZDB-ALT-040712-8,variant,allele
ZDB-ALT-020430-16,variant,allele
ZDB-ALT-040713-12,variant,allele
ZDB-ALT-040714-8,variant,allele
ZDB-ALT-020426-22,variant,allele
ZDB-ALT-040715-2,variant,allele
ZDB-ALT-020426-72,variant,allele
ZDB-ALT-020426-48,variant,allele
ZDB-ALT-040715-8,variant,allele
ZDB-ALT-020426-58,variant,allele
ZDB-ALT-020426-88,variant,allele
ZDB-ALT-020430-54,variant,allele
ZDB-ALT-020430-50,variant,allele
ZDB-ALT-040217-10,variant,allele
ZDB-ALT-040217-20,variant,allele
ZDB-ALT-040716-8,variant,allele
ZDB-ALT-050805-2,variant,allele
ZDB-ALT-020430-22,variant,allele
ZDB-ALT-040622-12,variant,allele
ZDB-ALT-040720-16,variant,allele
ZDB-ALT-020430-10,variant,allele
ZDB-ALT-040721-18,variant,allele
ZDB-ALT-040721-28,variant,allele
ZDB-ALT-020426-46,variant,allele
ZDB-ALT-040622-18,variant,allele
ZDB-ALT-020426-98,variant,allele
ZDB-ALT-020430-24,variant,allele
ZDB-ALT-040722-2,variant,allele
ZDB-ALT-020426-10,variant,allele
ZDB-ALT-020426-76,variant,allele
ZDB-ALT-040726-6,variant,allele
ZDB-ALT-020430-12,variant,allele
ZDB-ALT-020726-2,variant,allele
ZDB-ALT-040728-10,variant,allele
ZDB-ALT-020426-24,variant,allele
ZDB-ALT-041027-2,variant,allele
ZDB-ALT-040728-20,variant,allele
ZDB-ALT-040805-4,variant,allele
ZDB-ALT-020426-8,variant,allele
ZDB-ALT-040622-6,variant,allele
ZDB-ALT-020426-34,variant,allele
ZDB-ALT-040907-4,variant,allele
ZDB-ALT-040908-2,variant,allele
ZDB-ALT-040909-4,variant,allele
ZDB-ALT-040622-4,variant,allele
ZDB-ALT-040721-10,variant,allele
ZDB-ALT-050809-2,variant,allele
ZDB-ALT-040915-8,variant,allele
ZDB-ALT-040915-20,variant,allele
ZDB-ALT-060918-4,variant,allele
ZDB-ALT-040907-6,variant,allele
ZDB-ALT-040827-6,variant,allele
ZDB-ALT-040924-8,variant,allele
ZDB-ALT-040924-10,variant,allele
ZDB-ALT-040721-6,variant,allele
ZDB-ALT-040129-6,variant,allele
ZDB-ALT-040930-4,variant,allele
ZDB-ALT-041005-4,variant,allele
ZDB-ALT-041007-2,variant,allele
ZDB-ALT-050809-6,variant,allele
ZDB-ALT-041007-16,variant,allele
ZDB-ALT-040217-12,variant,allele
ZDB-ALT-041008-6,variant,allele
ZDB-ALT-040213-4,variant,allele
ZDB-ALT-041008-8,variant,allele
ZDB-ALT-040622-2,variant,allele
ZDB-ALT-040220-14,variant,allele
ZDB-ALT-040315-2,variant,allele
ZDB-ALT-040713-16,variant,allele
ZDB-ALT-040714-2,variant,allele
ZDB-ALT-040720-38,variant,allele
ZDB-ALT-040915-18,variant,allele
ZDB-ALT-040316-2,variant,allele
ZDB-ALT-040929-4,variant,allele
ZDB-ALT-040707-2,variant,allele
ZDB-ALT-040927-6,variant,allele
ZDB-ALT-040315-4,variant,allele
ZDB-ALT-040824-8,variant,allele
ZDB-ALT-040825-14,variant,allele
ZDB-ALT-040220-4,variant,allele
ZDB-ALT-041027-4,variant,allele
ZDB-ALT-040930-8,variant,allele
ZDB-ALT-041001-24,variant,allele
ZDB-ALT-040315-6,variant,allele
ZDB-ALT-050809-14,variant,allele
ZDB-ALT-040220-8,variant,allele
ZDB-ALT-040826-10,variant,allele
ZDB-ALT-040312-10,variant,allele
ZDB-ALT-040827-4,variant,allele
ZDB-ALT-040723-10,variant,allele
ZDB-ALT-040824-14,variant,allele
ZDB-ALT-040927-26,variant,allele
ZDB-ALT-040716-4,variant,allele
ZDB-ALT-040830-6,variant,allele
ZDB-ALT-040220-12,variant,allele
ZDB-ALT-040220-6,variant,allele
ZDB-ALT-050908-8,variant,allele
ZDB-ALT-040719-10,variant,allele
ZDB-ALT-040720-10,variant,allele
ZDB-ALT-040927-10,variant,allele
ZDB-ALT-041001-12,variant,allele
ZDB-ALT-040315-2,variant,allele
ZDB-ALT-040827-16,variant,allele
ZDB-ALT-040929-8,variant,allele
ZDB-ALT-040831-6,variant,allele
ZDB-ALT-040824-14,variant,allele
ZDB-ALT-041026-2,variant,allele
ZDB-ALT-040310-18,variant,allele
ZDB-ALT-040831-2,variant,allele
ZDB-ALT-040830-2,variant,allele
ZDB-ALT-040713-8,variant,allele
ZDB-ALT-040930-22,variant,allele
ZDB-ALT-020426-94,variant,allele
ZDB-ALT-040726-2,variant,allele
ZDB-ALT-020426-84,variant,allele
ZDB-ALT-020426-40,variant,allele
ZDB-ALT-040713-10,variant,allele
ZDB-ALT-020430-32,variant,allele
ZDB-ALT-020426-44,variant,allele
ZDB-ALT-040715-10,variant,allele
ZDB-ALT-020426-12,variant,allele
ZDB-ALT-020430-34,variant,allele
ZDB-ALT-040719-12,variant,allele
ZDB-ALT-020426-18,variant,allele
ZDB-ALT-020430-46,variant,allele
ZDB-ALT-020426-42,variant,allele
ZDB-ALT-040721-16,variant,allele
ZDB-ALT-040714-6,variant,allele
ZDB-ALT-020430-4,variant,allele
ZDB-ALT-020430-42,variant,allele
ZDB-ALT-040721-12,variant,allele
ZDB-ALT-040129-14,variant,allele
ZDB-ALT-040722-4,variant,allele
ZDB-ALT-040130-2,variant,allele
ZDB-ALT-040223-2,variant,allele
ZDB-ALT-020430-52,variant,allele
ZDB-ALT-040722-14,variant,allele
ZDB-ALT-040622-20,variant,allele
ZDB-ALT-020430-14,variant,allele
ZDB-ALT-040727-2,variant,allele
ZDB-ALT-040727-10,variant,allele
ZDB-ALT-040726-4,variant,allele
ZDB-ALT-020426-78,variant,allele
ZDB-ALT-040728-8,variant,allele
ZDB-ALT-020426-32,variant,allele
ZDB-ALT-020426-6,variant,allele
ZDB-ALT-040310-4,variant,allele
ZDB-ALT-040129-2,variant,allele
ZDB-ALT-040830-8,variant,allele
ZDB-ALT-030715-8,variant,allele
ZDB-ALT-040219-2,variant,allele
ZDB-ALT-040213-2,variant,allele
ZDB-ALT-040129-4,variant,allele
ZDB-ALT-040908-4,variant,allele
ZDB-ALT-040909-2,variant,allele
ZDB-ALT-040910-4,variant,allele
ZDB-ALT-040129-10,variant,allele
ZDB-ALT-040913-8,variant,allele
ZDB-ALT-020426-20,variant,allele
ZDB-ALT-040722-8,variant,allele
ZDB-ALT-040927-14,variant,allele
ZDB-ALT-040927-20,variant,allele
ZDB-ALT-040927-30,variant,allele
ZDB-ALT-040930-12,variant,allele
ZDB-ALT-040930-18,variant,allele
ZDB-ALT-041001-28,variant,allele
ZDB-ALT-041005-2,variant,allele
ZDB-ALT-041006-4,variant,allele
ZDB-ALT-060814-2,variant,allele
ZDB-ALT-020426-56,variant,allele
ZDB-ALT-040218-2,variant,allele
ZDB-ALT-041006-8,variant,allele
ZDB-ALT-041007-12,variant,allele
ZDB-ALT-041007-18,variant,allele
ZDB-ALT-041007-24,variant,allele
ZDB-ALT-041011-6,variant,allele
ZDB-ALT-020430-36,variant,allele
ZDB-ALT-040715-16,variant,allele
ZDB-ALT-040220-2,variant,allele
ZDB-ALT-040714-12,variant,allele
ZDB-ALT-040927-16,variant,allele
ZDB-ALT-041011-8,variant,allele
ZDB-ALT-040129-12,variant,allele
ZDB-ALT-050809-4,variant,allele
ZDB-ALT-040824-4,variant,allele
ZDB-ALT-041007-26,variant,allele
ZDB-ALT-040927-8,variant,allele
ZDB-ALT-040824-16,variant,allele
ZDB-ALT-040715-14,variant,allele
ZDB-ALT-040825-12,variant,allele
ZDB-ALT-040722-6,variant,allele
ZDB-ALT-040719-14,variant,allele
ZDB-ALT-040825-16,variant,allele
ZDB-ALT-040826-4,variant,allele
ZDB-ALT-040927-28,variant,allele
ZDB-ALT-050909-2,variant,allele
ZDB-ALT-040721-14,variant,allele
ZDB-ALT-040312-6,variant,allele
ZDB-ALT-040824-10,variant,allele
ZDB-ALT-040824-12,variant,allele
ZDB-ALT-040908-6,variant,allele
ZDB-ALT-040930-14,variant,allele
ZDB-ALT-040827-8,variant,allele
ZDB-ALT-040826-20,variant,allele
ZDB-ALT-040827-10,variant,allele
ZDB-ALT-041001-22,variant,allele
ZDB-ALT-040930-16,variant,allele
ZDB-ALT-050809-18,variant,allele
ZDB-ALT-040929-10,variant,allele
ZDB-ALT-040722-12,variant,allele
ZDB-ALT-040315-10,variant,allele
ZDB-ALT-040723-12,variant,allele
ZDB-ALT-040915-6,variant,allele
ZDB-ALT-040930-2,variant,allele
ZDB-ALT-040923-4,variant,allele
ZDB-ALT-040927-18,variant,allele
ZDB-ALT-040312-8,variant,allele
ZDB-ALT-041001-4,variant,allele
ZDB-ALT-040310-14,variant,allele
ZDB-ALT-040310-4,variant,allele
ZDB-ALT-040827-8,variant,allele
ZDB-ALT-040927-22,variant,allele
ZDB-ALT-050809-12,variant,allele
ZDB-ALT-040727-12,variant,allele
ZDB-ALT-040923-2,variant,allele
ZDB-ALT-041011-10,variant,allele
ZDB-ALT-040831-8,variant,allele
ZDB-ALT-180628-9,variant,allele
ZDB-ALT-120215-1,variant,allele
ZDB-ALT-080523-30,variant,allele
ZDB-ALT-110719-1,variant,allele
ZDB-ALT-141031-1,variant,allele
ZDB-ALT-120829-1,variant,allele
ZDB-ALT-120328-2,variant,allele
ZDB-ALT-110817-5,variant,allele
ZDB-ALT-150528-2,variant,allele
ZDB-ALT-181016-1,variant,allele
ZDB-ALT-110315-2,variant,allele
ZDB-ALT-120328-1,variant,allele
ZDB-ALT-190819-2,variant,allele
ZDB-ALT-110210-4,variant,allele
ZDB-ALT-110210-8,variant,allele
ZDB-ALT-131219-6,variant,allele
ZDB-ALT-140331-2,variant,allele
ZDB-ALT-140331-1,variant,allele
ZDB-ALT-140514-3,variant,allele
ZDB-ALT-140514-4,variant,allele
ZDB-ALT-140514-2,variant,allele
ZDB-ALT-180615-2,variant,allele
ZDB-ALT-190411-11,variant,allele
ZDB-ALT-190411-9,variant,allele
ZDB-ALT-180530-13,variant,allele
ZDB-ALT-080528-6,variant,allele
ZDB-ALT-080528-7,variant,allele
ZDB-ALT-080828-2,variant,allele
ZDB-ALT-070628-4,variant,allele
ZDB-ALT-170815-2,variant,allele
ZDB-ALT-161201-1,variant,allele
ZDB-ALT-151123-1,variant,allele
ZDB-ALT-160805-3,variant,allele
ZDB-ALT-160517-1,variant,allele
ZDB-ALT-080528-1,variant,allele
ZDB-ALT-131204-2,variant,allele
ZDB-ALT-141119-1,variant,allele
ZDB-ALT-200114-1,variant,allele
ZDB-ALT-120613-25,variant,allele
ZDB-ALT-120130-471,variant,allele
ZDB-ALT-010427-2,variant,allele
ZDB-ALT-100129-80,variant ,allele
ZDB-ALT-100129-50,variant ,allele
ZDB-ALT-100129-7,variant ,allele
ZDB-ALT-100129-12,variant ,allele
ZDB-ALT-100129-75,variant ,allele
ZDB-ALT-100129-94,variant ,allele
ZDB-ALT-100129-1,variant ,allele
ZDB-ALT-100129-72,variant ,allele
ZDB-ALT-100129-4,variant ,allele
ZDB-ALT-100129-78,variant ,allele
ZDB-ALT-100129-91,variant ,allele
ZDB-ALT-100129-83,variant ,allele
ZDB-ALT-100129-97,variant ,allele
ZDB-ALT-100129-34,variant ,allele
ZDB-ALT-100129-59,variant ,allele
ZDB-ALT-090714-8,variant ,allele
ZDB-ALT-090714-23,variant ,allele
ZDB-ALT-090715-4,variant ,allele
ZDB-ALT-090715-7,variant ,allele
ZDB-ALT-090715-10,variant ,allele
ZDB-ALT-090715-13,variant ,allele
ZDB-ALT-100129-29,variant ,allele
ZDB-ALT-100129-48,variant ,allele
ZDB-ALT-100129-18,variant ,allele
ZDB-ALT-100129-107,variant ,allele
ZDB-ALT-100129-45,variant ,allele
ZDB-ALT-100129-53,variant ,allele
ZDB-ALT-100129-101,variant ,allele
ZDB-ALT-100129-104,variant ,allele
ZDB-ALT-100212-17,variant ,allele
ZDB-ALT-090714-5,variant ,allele
ZDB-ALT-131107-3,variant,allele
ZDB-ALT-140212-13,variant,allele
ZDB-ALT-100129-10,variant,allele
ZDB-ALT-100129-68,variant,allele
ZDB-ALT-100129-26,variant ,allele
ZDB-ALT-100129-56,variant ,allele
ZDB-ALT-050713-4,variant,allele
ZDB-ALT-100423-1,,allele
ZDB-ALT-051205-2,variant,allele
ZDB-ALT-060125-2,variant,allele
ZDB-ALT-010426-4,,allele
ZDB-ALT-180521-8,,allele
ZDB-ALT-100113-10,variant,allele
ZDB-ALT-100113-12,variant,allele
ZDB-ALT-100113-13,variant,allele
ZDB-ALT-100113-15,variant,allele
ZDB-ALT-100113-1,variant,allele
ZDB-ALT-100113-3,variant,allele
ZDB-ALT-100113-4,variant,allele
ZDB-ALT-100113-6,variant,allele
ZDB-ALT-100113-7,variant,allele
ZDB-ALT-100113-8,variant,allele
ZDB-ALT-100113-70,variant,allele
ZDB-ALT-100113-72,variant,allele
ZDB-ALT-100113-16,variant,allele
ZDB-ALT-100113-18,variant,allele
ZDB-ALT-100113-19,variant,allele
ZDB-ALT-100113-20,variant,allele
ZDB-ALT-100113-21,variant,allele
ZDB-ALT-100113-24,variant,allele
ZDB-ALT-100113-26,variant,allele
ZDB-ALT-100113-27,variant,allele
ZDB-ALT-100113-31,variant,allele
ZDB-ALT-100113-32,variant,allele
ZDB-ALT-100113-34,variant,allele
ZDB-ALT-100113-35,variant,allele
ZDB-ALT-100113-37,variant,allele
ZDB-ALT-100113-38,variant,allele
ZDB-ALT-100113-40,variant,allele
ZDB-ALT-100113-42,variant,allele
ZDB-ALT-100113-43,variant,allele
ZDB-ALT-100113-45,variant,allele
ZDB-ALT-100113-46,variant,allele
ZDB-ALT-100113-48,variant,allele
ZDB-ALT-100113-49,variant,allele
ZDB-ALT-100113-50,variant,allele
ZDB-ALT-100113-51,variant,allele
ZDB-ALT-100113-53,variant,allele
ZDB-ALT-100113-54,variant,allele
ZDB-ALT-100113-56,variant,allele
ZDB-ALT-100113-57,variant,allele
ZDB-ALT-100113-59,variant,allele
ZDB-ALT-100113-62,variant,allele
ZDB-ALT-100113-61,variant,allele
ZDB-ALT-100113-64,variant,allele
ZDB-ALT-100113-65,variant,allele
ZDB-ALT-100113-67,variant,allele
ZDB-ALT-100113-68,variant,allele
ZDB-ALT-100113-23,variant,
ZDB-ALT-100113-29,variant,
ZDB-ALT-100129-105,variant,
ZDB-ALT-100129-102,variant,
ZDB-ALT-100129-92,variant,
ZDB-ALT-100129-98,variant,
ZDB-ALT-100129-3,variant,
ZDB-ALT-100129-6,variant,
ZDB-ALT-100129-9,variant,
ZDB-ALT-100129-16,variant,
ZDB-ALT-100129-21,variant,
ZDB-ALT-100129-35,variant,
ZDB-ALT-100129-27,variant,
ZDB-ALT-100129-32,variant,
ZDB-ALT-100129-51,variant,
ZDB-ALT-100129-54,variant,
ZDB-ALT-100129-43,variant,
ZDB-ALT-100129-57,variant,
ZDB-ALT-100113-9,variant ,allele
ZDB-ALT-100113-11,variant ,allele
ZDB-ALT-100113-14,variant ,allele
ZDB-ALT-100113-2,variant ,allele
ZDB-ALT-100113-5,variant ,allele
ZDB-ALT-100113-71,variant ,allele
ZDB-ALT-100113-17,variant ,allele
ZDB-ALT-100113-22,variant ,allele
ZDB-ALT-100113-25,variant ,allele
ZDB-ALT-100113-28,variant ,allele
ZDB-ALT-100113-30,variant ,allele
ZDB-ALT-100113-33,variant ,allele
ZDB-ALT-100113-36,variant ,allele
ZDB-ALT-100113-39,variant ,allele
ZDB-ALT-100113-41,variant ,allele
ZDB-ALT-100113-44,variant ,allele
ZDB-ALT-100113-47,variant ,allele
ZDB-ALT-100113-52,variant ,allele
ZDB-ALT-100113-55,variant ,allele
ZDB-ALT-100113-58,variant ,allele
ZDB-ALT-100113-60,variant ,allele
ZDB-ALT-100113-63,variant ,allele
ZDB-ALT-100113-66,variant ,allele
ZDB-ALT-100113-69,variant ,allele
ZDB-ALT-100129-86,variant ,
ZDB-ALT-100129-89,variant ,
ZDB-ALT-100129-15,variant ,
ZDB-ALT-100129-20,variant ,
ZDB-ALT-100129-23,variant ,
ZDB-ALT-100129-37,variant ,
ZDB-ALT-100129-31,variant ,
ZDB-ALT-100129-42,variant ,
ZDB-ALT-100129-67,variant ,
ZDB-ALT-100129-61,variant ,
ZDB-ALT-100129-64,variant ,
ZDB-ALT-180517-3,variant,allele
ZDB-ALT-991005-43,variant,allele
ZDB-ALT-190813-7,variant,allele
ZDB-ALT-191202-7,,allele
ZDB-ALT-191202-6,,allele
ZDB-ALT-050216-6,,allele
ZDB-ALT-190501-868,,allele
ZDB-ALT-190501-915,,allele
ZDB-ALT-190501-831,,allele
ZDB-ALT-190612-60,,allele
ZDB-ALT-190501-314,,allele
ZDB-ALT-190612-53,,allele
ZDB-ALT-190501-602,,allele
ZDB-ALT-190501-810,,allele
ZDB-ALT-190501-654,,allele
ZDB-ALT-190501-811,,allele
ZDB-ALT-190501-479,,allele
ZDB-ALT-190501-658,,allele
ZDB-ALT-190501-519,,allele
ZDB-ALT-190501-326,,allele
ZDB-ALT-190501-697,,allele
ZDB-ALT-190501-827,,allele
ZDB-ALT-190501-317,,allele
ZDB-ALT-190501-458,,allele
ZDB-ALT-190612-72,,allele
ZDB-ALT-190501-809,,allele
ZDB-ALT-190501-681,,allele
ZDB-ALT-190501-382,,allele
ZDB-ALT-190501-605,,allele
ZDB-ALT-190501-529,,allele
ZDB-ALT-190501-530,,allele
ZDB-ALT-190501-614,,allele
ZDB-ALT-190501-584,,allele
ZDB-ALT-190501-588,,allele
ZDB-ALT-190501-435,,allele
ZDB-ALT-190501-828,,allele
ZDB-ALT-190501-474,,allele
ZDB-ALT-190501-428,,allele
ZDB-ALT-190501-892,,allele
ZDB-ALT-190501-815,,allele
ZDB-ALT-190501-606,,allele
ZDB-ALT-190501-341,,allele
ZDB-ALT-190501-755,,allele
ZDB-ALT-190501-875,,allele
ZDB-ALT-190501-497,,allele
ZDB-ALT-190612-42,,allele
ZDB-ALT-190501-853,,allele
ZDB-ALT-190501-696,,allele
ZDB-ALT-190501-481,,allele
ZDB-ALT-190612-43,,allele
ZDB-ALT-190501-931,,allele
ZDB-ALT-190501-788,,allele
ZDB-ALT-190612-65,,allele
ZDB-ALT-190501-723,,allele
ZDB-ALT-190501-724,,allele
ZDB-ALT-190501-300,,allele
ZDB-ALT-190501-537,,allele
ZDB-ALT-190501-398,,allele
ZDB-ALT-190501-657,,allele
ZDB-ALT-190501-816,,allele
ZDB-ALT-190501-670,,allele
ZDB-ALT-190501-854,,allele
ZDB-ALT-190501-336,,allele
ZDB-ALT-190501-473,,allele
ZDB-ALT-190501-373,,allele
ZDB-ALT-190501-464,,allele
ZDB-ALT-190501-888,,allele
ZDB-ALT-190501-450,,allele
ZDB-ALT-190501-550,,allele
ZDB-ALT-190501-454,,allele
ZDB-ALT-190501-453,,allele
ZDB-ALT-190501-351,,allele
ZDB-ALT-190501-415,,allele
ZDB-ALT-190501-547,,allele
ZDB-ALT-190612-56,,allele
ZDB-ALT-190501-732,,allele
ZDB-ALT-190612-25,,allele
ZDB-ALT-190501-487,,allele
ZDB-ALT-190501-561,,allele
ZDB-ALT-190501-344,,allele
ZDB-ALT-190501-436,,allele
ZDB-ALT-190501-593,,allele
ZDB-ALT-190501-601,,allele
ZDB-ALT-190501-322,,allele
ZDB-ALT-190501-323,,allele
ZDB-ALT-190501-668,,allele
ZDB-ALT-190501-715,,allele
ZDB-ALT-190501-471,,allele
ZDB-ALT-190501-671,,allele
ZDB-ALT-190501-889,,allele
ZDB-ALT-190501-718,,allele
ZDB-ALT-190501-894,,allele
ZDB-ALT-190501-666,,allele
ZDB-ALT-190501-832,,allele
ZDB-ALT-190501-698,,allele
ZDB-ALT-190501-834,,allele
ZDB-ALT-190501-867,,allele
ZDB-ALT-190501-401,,allele
ZDB-ALT-190501-333,,allele
ZDB-ALT-190501-490,,allele
ZDB-ALT-190501-319,,allele
ZDB-ALT-190501-563,,allele
ZDB-ALT-190501-334,,allele
ZDB-ALT-190501-523,,allele
ZDB-ALT-190501-338,,allele
ZDB-ALT-190612-59,,allele
ZDB-ALT-190612-30,,allele
ZDB-ALT-190501-623,,allele
ZDB-ALT-190501-922,,allele
ZDB-ALT-190612-63,,allele
ZDB-ALT-190501-801,,allele
ZDB-ALT-190501-646,,allele
ZDB-ALT-190501-886,,allele
ZDB-ALT-190501-891,,allele
ZDB-ALT-190501-660,,allele
ZDB-ALT-190501-417,,allele
ZDB-ALT-190501-480,,allele
ZDB-ALT-190501-311,,allele
