featureid,variantnote,allelenote
ZDB-ALT-170622-12,variant,
ZDB-ALT-180302-14,variant,
ZDB-ALT-131112-1,variant,
ZDB-ALT-180416-2,variant,
ZDB-ALT-200520-3,variant,
ZDB-ALT-170801-8,variant,
ZDB-ALT-171010-5,variant,
ZDB-ALT-171010-8,variant,
ZDB-ALT-180306-2,variant,
ZDB-ALT-181129-11,variant,
ZDB-ALT-131122-2,variant,
ZDB-ALT-131122-8,variant,
ZDB-ALT-180207-1,variant,
ZDB-ALT-200519-16,variant,
ZDB-ALT-161228-1,variant,
ZDB-ALT-131112-2,variant,
ZDB-ALT-131112-3,variant,
ZDB-ALT-150416-3,variant,
ZDB-ALT-171010-4,variant,
ZDB-ALT-181129-10,variant,
ZDB-ALT-200114-2,variant,
ZDB-ALT-151102-6,variant,
ZDB-ALT-180129-16,variant,
ZDB-ALT-180727-11,variant,
ZDB-ALT-180530-1,variant,
ZDB-ALT-190814-7,variant,
ZDB-ALT-190712-1,variant,
ZDB-ALT-170801-9,variant,
ZDB-ALT-171122-1,variant,
ZDB-ALT-190520-7,variant,
ZDB-ALT-190830-10,variant,
ZDB-ALT-151102-4,variant,
ZDB-ALT-150417-5,variant,
ZDB-ALT-171010-10,variant,
ZDB-ALT-171010-9,variant,
ZDB-ALT-181112-1,variant,
ZDB-ALT-180727-16,variant,
ZDB-ALT-160414-9,variant,
ZDB-ALT-180307-6,variant,
ZDB-ALT-160429-21,variant,
ZDB-ALT-181204-1,variant,
ZDB-ALT-170622-10,variant,
ZDB-ALT-170119-24,variant,
ZDB-ALT-171010-13,variant,
ZDB-ALT-181112-3,variant,
ZDB-ALT-180410-4,variant,
ZDB-ALT-190612-4,variant,
ZDB-ALT-190612-1,variant,
ZDB-ALT-151230-6,variant,
ZDB-ALT-111110-2,variant,
ZDB-ALT-190823-6,variant,
ZDB-ALT-180904-6,variant,
ZDB-ALT-141121-4,variant,
ZDB-ALT-181129-13,variant,
ZDB-ALT-191104-8,variant,
ZDB-ALT-180815-16,variant,
ZDB-ALT-190131-2,variant,
ZDB-ALT-141121-3,variant,
ZDB-ALT-190705-12,variant,
ZDB-ALT-131122-6,variant,
ZDB-ALT-180815-13,variant,
ZDB-ALT-190612-3,variant,
ZDB-ALT-190712-3,variant,
ZDB-ALT-180727-9,variant,
ZDB-ALT-160510-4,variant,
ZDB-ALT-160510-3,variant,
ZDB-ALT-170119-1,variant,
ZDB-ALT-980203-470,variant,
ZDB-ALT-180904-4,variant,
ZDB-ALT-190711-5,variant,
ZDB-ALT-131122-12,variant,
ZDB-ALT-200728-1,variant,
ZDB-ALT-170622-11,variant,
ZDB-ALT-160413-5,variant,
ZDB-ALT-190131-4,variant,
ZDB-ALT-180305-3,variant,
ZDB-ALT-171010-15,variant,
ZDB-ALT-190906-10,variant,
ZDB-ALT-131122-15,variant,
ZDB-ALT-180319-6,variant,
ZDB-ALT-140606-3,variant,
ZDB-ALT-180517-1,variant,
ZDB-ALT-180727-7,variant,
ZDB-ALT-180727-2,variant,
ZDB-ALT-180305-1,variant,
ZDB-ALT-160119-3,variant,
ZDB-ALT-160128-5,variant,
ZDB-ALT-161117-6,variant,
ZDB-ALT-160510-5,variant,
ZDB-ALT-171010-6,variant,
ZDB-ALT-171010-7,variant,
ZDB-ALT-171010-12,variant,
ZDB-ALT-180517-8,variant,
ZDB-ALT-170609-6,variant,
ZDB-ALT-181129-9,variant,
ZDB-ALT-131122-13,variant,
ZDB-ALT-131125-2,variant,
ZDB-ALT-131122-9,variant,
ZDB-ALT-130531-1,variant,
ZDB-ALT-151102-7,variant,
ZDB-ALT-180815-9,variant,
ZDB-ALT-180815-15,variant,
ZDB-ALT-180517-2,variant,
ZDB-ALT-181119-2,variant,
ZDB-ALT-171016-1,variant,
ZDB-ALT-160414-10,variant,
ZDB-ALT-160414-6,variant,
ZDB-ALT-191031-7,variant,
ZDB-ALT-151228-2,variant,
ZDB-ALT-180727-1,variant,
ZDB-ALT-191007-2,variant,
ZDB-ALT-200114-3,variant,
ZDB-ALT-181126-4,variant,
ZDB-ALT-180129-13,variant,
ZDB-ALT-180129-12,variant,
ZDB-ALT-181206-1,variant,
ZDB-ALT-190712-4,variant,
ZDB-ALT-181119-1,variant,
ZDB-ALT-191230-6,variant,
ZDB-ALT-180727-12,variant,
ZDB-ALT-180727-8,variant,
ZDB-ALT-150417-6,variant,
ZDB-ALT-150311-1,variant,
ZDB-ALT-170918-21,variant,
ZDB-ALT-131122-4,variant,
ZDB-ALT-160111-5,variant,
ZDB-ALT-160111-7,variant,
ZDB-ALT-171010-14,variant,
ZDB-ALT-170530-4,variant,
ZDB-ALT-131112-5,variant,
ZDB-ALT-180904-7,variant,
ZDB-ALT-180817-2,variant,
ZDB-ALT-181206-2,variant,
ZDB-ALT-180727-4,variant,
ZDB-ALT-160414-11,variant,
ZDB-ALT-111110-1,variant,
ZDB-ALT-170412-1,variant,
ZDB-ALT-200519-14,variant,
ZDB-ALT-171010-11,variant,
ZDB-ALT-190830-11,variant,
ZDB-ALT-190830-8,variant,
ZDB-ALT-190830-9,variant,
ZDB-ALT-190612-2,variant,
ZDB-ALT-171016-2,variant,
ZDB-ALT-180817-3,variant,
ZDB-ALT-180530-6,variant,
ZDB-ALT-180530-3,variant,
ZDB-ALT-180307-4,variant,
ZDB-ALT-180307-3,variant,
ZDB-ALT-200110-2,variant,
ZDB-ALT-160217-9,variant,
ZDB-ALT-980203-444,variant,
ZDB-ALT-160217-10,variant,
ZDB-ALT-140116-6,variant,
ZDB-ALT-150414-7,variant,
ZDB-ALT-180418-1,variant,
ZDB-ALT-181102-1,variant,
ZDB-ALT-001205-16,variant,
ZDB-ALT-160217-12,variant,
ZDB-ALT-170111-2,variant,
ZDB-ALT-171003-3,variant,
ZDB-ALT-171003-2,variant,
ZDB-ALT-171003-5,variant,
ZDB-ALT-171003-1,variant,
ZDB-ALT-980203-593,variant,
ZDB-ALT-110705-3,variant,
ZDB-ALT-980203-386,variant,
ZDB-ALT-180816-1,variant,
ZDB-ALT-140116-7,variant,
ZDB-ALT-140116-8,variant,
ZDB-ALT-171003-9,variant,
ZDB-ALT-980203-1395,variant,
ZDB-ALT-170329-2,variant,
ZDB-ALT-160805-4,variant,
ZDB-ALT-150625-1,variant,
ZDB-ALT-200630-2,variant,
ZDB-ALT-190606-1,variant,
ZDB-ALT-141007-4,variant,
ZDB-ALT-171002-11,variant,
ZDB-ALT-200226-10,variant,
ZDB-ALT-200226-8,variant,
ZDB-ALT-170913-3,variant,
ZDB-ALT-160217-13,variant,
ZDB-ALT-160217-11,variant,
ZDB-ALT-151216-87,variant,
ZDB-ALT-170111-1,variant,
ZDB-ALT-181016-6,variant,
ZDB-ALT-070131-2,variant,
ZDB-ALT-170113-7,variant,
ZDB-ALT-180516-8,variant,
ZDB-ALT-151023-8,variant,
ZDB-ALT-191107-2,variant,
ZDB-ALT-190405-5,variant,
ZDB-ALT-150929-2,variant,
ZDB-ALT-200723-7,variant,
ZDB-ALT-190405-4,variant,
ZDB-ALT-191203-5,variant,
ZDB-ALT-160111-3,variant,
ZDB-ALT-150929-1,variant,
ZDB-ALT-181217-10,variant,
ZDB-ALT-180314-6,variant,
ZDB-ALT-150928-7,variant,
ZDB-ALT-150928-8,variant,
ZDB-ALT-180307-5,variant,
ZDB-ALT-190111-6,variant,
ZDB-ALT-200429-3,variant,
ZDB-ALT-171106-3,variant,
ZDB-ALT-181112-5,variant,
ZDB-ALT-180604-11,variant,
ZDB-ALT-181112-6,variant,
ZDB-ALT-170522-8,variant,
ZDB-ALT-180604-3,variant,
ZDB-ALT-160111-1,variant,
ZDB-ALT-151218-2,variant,
ZDB-ALT-200519-13,variant,
ZDB-ALT-190405-2,variant,
ZDB-ALT-191203-4,variant,
ZDB-ALT-170420-1,variant,
ZDB-ALT-151023-1,variant,
ZDB-ALT-151023-2,variant,
ZDB-ALT-150115-3,variant,
ZDB-ALT-190705-11,variant,
ZDB-ALT-190111-3,variant,
ZDB-ALT-200429-7,variant,
ZDB-ALT-191212-3,variant,
ZDB-ALT-191107-4,variant,
ZDB-ALT-191107-3,variant,
ZDB-ALT-200701-2,variant,
ZDB-ALT-181119-3,variant,
ZDB-ALT-170327-3,variant,
ZDB-ALT-200701-1,variant,
ZDB-ALT-180511-1,variant,
ZDB-ALT-180319-7,variant,
ZDB-ALT-200723-5,variant,
ZDB-ALT-150930-2,variant,
ZDB-ALT-150930-3,variant,
ZDB-ALT-181112-7,variant,
ZDB-ALT-180629-2,variant,
ZDB-ALT-181009-2,variant,
ZDB-ALT-200723-4,variant,
ZDB-ALT-191203-1,variant,
ZDB-ALT-151023-5,variant,
ZDB-ALT-151023-6,variant,
ZDB-ALT-200519-15,variant,
ZDB-ALT-160804-3,variant,
ZDB-ALT-180314-8,variant,
ZDB-ALT-151218-10,variant,
ZDB-ALT-160804-5,variant,
ZDB-ALT-160804-7,variant,
ZDB-ALT-190123-674,variant,
ZDB-ALT-191203-2,variant,
ZDB-ALT-151215-8,variant,
ZDB-ALT-190910-4,variant,
ZDB-ALT-180604-10,variant,
ZDB-ALT-151023-9,variant,
ZDB-ALT-140623-4,variant,
ZDB-ALT-160421-2,variant,
ZDB-ALT-150528-5,variant,
ZDB-ALT-150528-4,variant,
ZDB-ALT-180319-2,variant,
ZDB-ALT-150325-8,variant,
ZDB-ALT-150325-7,variant,
ZDB-ALT-150325-6,variant,
ZDB-ALT-980203-711,variant,
ZDB-ALT-170809-10,variant,
ZDB-ALT-180207-1,variant,
ZDB-ALT-190314-5,variant,
ZDB-ALT-191213-2,variant,
ZDB-ALT-180530-10,variant,
ZDB-ALT-180530-9,variant,
ZDB-ALT-171121-2,variant,
ZDB-ALT-160427-9,variant,
ZDB-ALT-180409-9,variant,
ZDB-ALT-180731-2,variant,
ZDB-ALT-200115-2,variant,
ZDB-ALT-180530-7,variant,
ZDB-ALT-180320-6,variant,
ZDB-ALT-180828-1,variant,
ZDB-ALT-180530-8,variant,
ZDB-ALT-180503-2,variant,
ZDB-ALT-180605-6,variant,
ZDB-ALT-191213-1,variant,
ZDB-ALT-200804-3,variant,
ZDB-ALT-120120-5,variant,
ZDB-ALT-170113-9,variant,
ZDB-ALT-200825-3,variant,
ZDB-ALT-191107-7,variant,
ZDB-ALT-151106-1,variant,
ZDB-ALT-181015-1,variant,
ZDB-ALT-141218-8,variant,
ZDB-ALT-170809-34,variant,
ZDB-ALT-170113-12,variant,
ZDB-ALT-190912-2,variant,
ZDB-ALT-190402-17,variant,
ZDB-ALT-160721-16,variant,
ZDB-ALT-160721-15,variant,
ZDB-ALT-160721-2,variant,
ZDB-ALT-170809-12,variant,
ZDB-ALT-170809-28,variant,
ZDB-ALT-170809-7,variant,
ZDB-ALT-170809-16,variant,
ZDB-ALT-151118-3,variant,
ZDB-ALT-170809-15,variant,
ZDB-ALT-170809-11,variant,
ZDB-ALT-170809-18,variant,
ZDB-ALT-200204-4,variant,
ZDB-ALT-170809-32,variant,
ZDB-ALT-180416-1,variant,
ZDB-ALT-161212-7,variant,
ZDB-ALT-151118-1,variant,
ZDB-ALT-150805-2,variant,
ZDB-ALT-170809-3,variant,
ZDB-ALT-151118-4,variant,
ZDB-ALT-170809-21,variant,
ZDB-ALT-170809-22,variant,
ZDB-ALT-200204-5,variant,
ZDB-ALT-190129-1,variant,
ZDB-ALT-170119-23,variant,
ZDB-ALT-140411-5,variant,
ZDB-ALT-140411-4,variant,
ZDB-ALT-161123-1,variant,
ZDB-ALT-170331-1,variant,
ZDB-ALT-160128-4,variant,
ZDB-ALT-160622-1,variant,
ZDB-ALT-150826-3,variant,
ZDB-ALT-170726-4,variant,
ZDB-ALT-140415-3,variant,
ZDB-ALT-190322-8,variant,
ZDB-ALT-150826-4,variant,
ZDB-ALT-170726-2,variant,
ZDB-ALT-150805-3,variant,
ZDB-ALT-190402-6,variant,
ZDB-ALT-171113-5,variant,
ZDB-ALT-160901-15,variant,
ZDB-ALT-180410-1,variant,
ZDB-ALT-200518-9,variant,
ZDB-ALT-131101-2,variant,
ZDB-ALT-160603-3,variant,
ZDB-ALT-171113-6,variant,
ZDB-ALT-160615-1,variant,
ZDB-ALT-161122-16,variant,
ZDB-ALT-161122-17,variant,
ZDB-ALT-160129-5,variant,
ZDB-ALT-160119-1,variant,
ZDB-ALT-100817-3,variant,
ZDB-ALT-200707-12,variant,
ZDB-ALT-160427-10,variant,
ZDB-ALT-160427-8,variant,
ZDB-ALT-160427-7,variant,
ZDB-ALT-190830-6,variant,
ZDB-ALT-190830-5,variant,
ZDB-ALT-200707-10,variant,
ZDB-ALT-200707-11,variant,
ZDB-ALT-991130-42,variant,
ZDB-ALT-170424-8,variant,
ZDB-ALT-170424-5,variant,
ZDB-ALT-160429-6,variant,
ZDB-ALT-980203-336,variant,
ZDB-ALT-160421-4,variant,
ZDB-ALT-160421-5,variant,
ZDB-ALT-100506-15,variant,
ZDB-ALT-180828-3,variant,
ZDB-ALT-161010-11,variant,
ZDB-ALT-161010-12,variant,
ZDB-ALT-160721-30,variant,
ZDB-ALT-160721-25,variant,
ZDB-ALT-160721-26,variant,
ZDB-ALT-160721-9,variant,
ZDB-ALT-160721-10,variant,
ZDB-ALT-160721-31,variant,
ZDB-ALT-160721-5,variant,
ZDB-ALT-160721-27,variant,
ZDB-ALT-160721-28,variant,
ZDB-ALT-160721-12,variant,
ZDB-ALT-160721-11,variant,
ZDB-ALT-160721-20,variant,
ZDB-ALT-160721-18,variant,
ZDB-ALT-160721-32,variant,
ZDB-ALT-160721-19,variant,
ZDB-ALT-160817-2,variant,
ZDB-ALT-160817-3,variant,
ZDB-ALT-160722-1,variant,
ZDB-ALT-190605-2,variant,
ZDB-ALT-150115-4,variant,
ZDB-ALT-180327-5,variant,
ZDB-ALT-180327-4,variant,
ZDB-ALT-131122-8,variant,
ZDB-ALT-180607-3,variant,
ZDB-ALT-200121-3,variant,
ZDB-ALT-200121-2,variant,
ZDB-ALT-160317-8,variant,
ZDB-ALT-160317-9,variant,
ZDB-ALT-151102-1,variant,
ZDB-ALT-151102-2,variant,
ZDB-ALT-151229-2,variant,
ZDB-ALT-200609-4,variant,
ZDB-ALT-180410-3,variant,
ZDB-ALT-180410-2,variant,
ZDB-ALT-180504-3,variant,
ZDB-ALT-151007-28,variant,
ZDB-ALT-151014-3,variant,
ZDB-ALT-181106-12,variant,
ZDB-ALT-170927-1,variant,
ZDB-ALT-180629-1,variant,
ZDB-ALT-150527-1,variant,
ZDB-ALT-170117-11,variant,
ZDB-ALT-200221-1,variant,
ZDB-ALT-170816-4,variant,
ZDB-ALT-170809-35,variant,
ZDB-ALT-160805-1,variant,
ZDB-ALT-160721-24,variant,
ZDB-ALT-151016-1,variant,
ZDB-ALT-150507-3,variant,
ZDB-ALT-141015-1,variant,
ZDB-ALT-141015-2,variant,
ZDB-ALT-160210-5,variant,
ZDB-ALT-160210-4,variant,
ZDB-ALT-160210-3,variant,
ZDB-ALT-150416-1,variant,
ZDB-ALT-151027-1,variant,
ZDB-ALT-180226-1,variant,
ZDB-ALT-180226-2,variant,
ZDB-ALT-180226-3,variant,
ZDB-ALT-010410-4,variant,
ZDB-ALT-151111-2,variant,
ZDB-ALT-151111-1,variant,
ZDB-ALT-160122-6,variant,
ZDB-ALT-160122-5,variant,
ZDB-ALT-160122-7,variant,
ZDB-ALT-150720-2,variant,
ZDB-ALT-170921-1,variant,
ZDB-ALT-170522-13,variant,
ZDB-ALT-170522-11,variant,
ZDB-ALT-190411-12,variant,
ZDB-ALT-191001-4,variant,
ZDB-ALT-191004-1,variant,
ZDB-ALT-190724-1,variant,
ZDB-ALT-200302-2,variant,
ZDB-ALT-200302-1,variant,
ZDB-ALT-181008-2,variant,
ZDB-ALT-170405-2,variant,
ZDB-ALT-180511-1,variant,
ZDB-ALT-181126-3,variant,
ZDB-ALT-170424-2,variant,
ZDB-ALT-190514-1,variant,
ZDB-ALT-171017-10,variant,
ZDB-ALT-200604-2,variant,
ZDB-ALT-180118-2,variant,
ZDB-ALT-170321-8,variant,
ZDB-ALT-161010-1,variant,
ZDB-ALT-161010-2,variant,
ZDB-ALT-161010-3,variant,
ZDB-ALT-150219-4,variant,
ZDB-ALT-150219-3,variant,
ZDB-ALT-150218-7,variant,
ZDB-ALT-180703-7,variant,
ZDB-ALT-180703-8,variant,
ZDB-ALT-180703-5,variant,
ZDB-ALT-200129-9,variant,
ZDB-ALT-170303-1,variant,
ZDB-ALT-170822-2,variant,
ZDB-ALT-190718-4,variant,
ZDB-ALT-161103-9,variant,
ZDB-ALT-191206-3,variant,
ZDB-ALT-170608-5,variant,
ZDB-ALT-161103-4,variant,
ZDB-ALT-180703-9,variant,
ZDB-ALT-180703-10,variant,
ZDB-ALT-180703-6,variant,
ZDB-ALT-070531-1,variant,
ZDB-ALT-040601-2,variant,
ZDB-ALT-190403-10,variant,
ZDB-ALT-190124-2,variant,
ZDB-ALT-190403-11,variant,
ZDB-ALT-160511-1,variant,
ZDB-ALT-191219-2,variant,
ZDB-ALT-180608-2,variant,
ZDB-ALT-161104-1,variant,
ZDB-ALT-180105-2,variant,
ZDB-ALT-180530-16,variant,
ZDB-ALT-180814-4,variant,
ZDB-ALT-171016-4,variant,
ZDB-ALT-170522-13,variant,
ZDB-ALT-160915-20,variant,
ZDB-ALT-170623-10,variant,
ZDB-ALT-170117-9,variant,
ZDB-ALT-151216-87,variant,
ZDB-ALT-170918-19,variant,
ZDB-ALT-180411-2,variant,
ZDB-ALT-190718-2,variant,
ZDB-ALT-160728-2,variant,
ZDB-ALT-151110-5,variant,
ZDB-ALT-161103-2,variant,
ZDB-ALT-161103-3,variant,
ZDB-ALT-150320-1,variant,
ZDB-ALT-130809-1,variant,
ZDB-ALT-150323-6,variant,
ZDB-ALT-041111-4,variant,
ZDB-ALT-150504-8,variant,
ZDB-ALT-150504-7,variant,
ZDB-ALT-150505-2,variant,
ZDB-ALT-190218-2,variant,
ZDB-ALT-120120-7,variant,
ZDB-ALT-101130-2,variant,
ZDB-ALT-200609-2,variant,
ZDB-ALT-170918-20,variant,
ZDB-ALT-170322-21,variant,
ZDB-ALT-161101-1,variant,
ZDB-ALT-171017-3,variant,
ZDB-ALT-160119-6,variant,
ZDB-ALT-170117-5,variant,
ZDB-ALT-170117-7,variant,
ZDB-ALT-170117-8,variant,
ZDB-ALT-170117-4,variant,
ZDB-ALT-170117-2,variant,
ZDB-ALT-170117-3,variant,
ZDB-ALT-150717-4,variant,
ZDB-ALT-150717-2,variant,
ZDB-ALT-140611-6,variant,
ZDB-ALT-190103-1,variant,
ZDB-ALT-160202-3,variant,
ZDB-ALT-160202-2,variant,
ZDB-ALT-151230-13,variant,
ZDB-ALT-151230-11,variant,
ZDB-ALT-151230-12,variant,
ZDB-ALT-180131-2,variant,
ZDB-ALT-160602-16,variant,
ZDB-ALT-150311-5,variant,
ZDB-ALT-170113-10,variant,
ZDB-ALT-200210-1,variant,
ZDB-ALT-190306-13,variant,
ZDB-ALT-090520-3,variant,
ZDB-ALT-181004-1,variant,
ZDB-ALT-180803-2,variant,
ZDB-ALT-180417-7,variant,
ZDB-ALT-180803-1,variant,
ZDB-ALT-190822-7,variant,
ZDB-ALT-170816-1,variant,
ZDB-ALT-181128-5,variant,
ZDB-ALT-190401-2,variant,
ZDB-ALT-160120-3,variant,
ZDB-ALT-181205-1,variant,
ZDB-ALT-980413-584,variant,
ZDB-ALT-170907-2,variant,
ZDB-ALT-181005-1,variant,
ZDB-ALT-170726-2,variant,
ZDB-ALT-170213-1,variant,
ZDB-ALT-190805-2,variant,
ZDB-ALT-160602-15,variant,
ZDB-ALT-160323-5,variant,
ZDB-ALT-190322-9,variant,
ZDB-ALT-190116-4,variant,
ZDB-ALT-190520-3,variant,
ZDB-ALT-160323-4,variant,
ZDB-ALT-180815-2,variant,
ZDB-ALT-180815-3,variant,
ZDB-ALT-181005-2,variant,
ZDB-ALT-190821-5,variant,
ZDB-ALT-180508-2,variant,
ZDB-ALT-170522-14,variant,
ZDB-ALT-131122-10,variant,
ZDB-ALT-170522-1,variant,
ZDB-ALT-180508-1,variant,
ZDB-ALT-190205-1,variant,
ZDB-ALT-181022-4,variant,
ZDB-ALT-191001-3,variant,
ZDB-ALT-190822-8,variant,
ZDB-ALT-200311-4,variant,
ZDB-ALT-200311-5,variant,
ZDB-ALT-171003-15,variant,
ZDB-ALT-171003-16,variant,
ZDB-ALT-171003-17,variant,
ZDB-ALT-180118-1,variant,
ZDB-ALT-190906-1,variant,
ZDB-ALT-190830-7,variant,
ZDB-ALT-170522-4,variant,
ZDB-ALT-171030-1,variant,
ZDB-ALT-170221-4,variant,
ZDB-ALT-170221-1,variant,
ZDB-ALT-180320-9,variant,
ZDB-ALT-191024-4,variant,
ZDB-ALT-080706-1,variant,
ZDB-ALT-170522-11,variant,
ZDB-ALT-181109-2,variant,
ZDB-ALT-170522-14,variant,
ZDB-ALT-190703-2,variant,
ZDB-ALT-170921-15,variant,
ZDB-ALT-180418-2,variant,
ZDB-ALT-181126-1,variant,
ZDB-ALT-181126-2,variant,
ZDB-ALT-190718-3,variant,
ZDB-ALT-980203-1058,variant,
ZDB-ALT-980413-410,variant,
ZDB-ALT-171122-2,variant,
ZDB-ALT-170321-2,variant,
ZDB-ALT-170321-3,variant,
ZDB-ALT-170321-5,variant,
ZDB-ALT-180605-2,variant,
ZDB-ALT-160707-12,variant,
ZDB-ALT-090610-5,variant,
ZDB-ALT-111201-1,variant,
ZDB-ALT-131220-2,variant,
ZDB-ALT-181008-5,variant,
ZDB-ALT-051114-2,variant,
ZDB-ALT-170630-2,variant,
ZDB-ALT-150721-10,variant,
ZDB-ALT-150721-9,variant,
ZDB-ALT-151019-1,variant,
ZDB-ALT-060803-2,variant,
ZDB-ALT-150414-6,variant,
ZDB-ALT-150414-5,variant,
ZDB-ALT-190321-15,variant,
ZDB-ALT-170608-2,variant,
ZDB-ALT-160314-1,variant,
ZDB-ALT-160314-2,variant,
ZDB-ALT-200116-3,variant,
ZDB-ALT-200116-4,variant,
ZDB-ALT-181115-3,variant,
ZDB-ALT-131107-9,variant,
ZDB-ALT-190211-2,variant,
ZDB-ALT-190830-4,variant,
ZDB-ALT-150611-1,variant,
ZDB-ALT-150611-2,variant,
ZDB-ALT-130506-1,variant,
ZDB-ALT-160223-7,variant,
ZDB-ALT-150904-2,variant,
ZDB-ALT-160405-4,variant,
ZDB-ALT-160415-1,variant,
ZDB-ALT-150923-1,variant,
ZDB-ALT-111007-2,variant,
ZDB-ALT-140606-1,variant,
ZDB-ALT-140611-4,variant,
ZDB-ALT-140623-6,variant,
ZDB-ALT-140623-5,variant,
ZDB-ALT-140623-7,variant,
ZDB-ALT-140506-7,variant,
ZDB-ALT-130709-2,variant,
ZDB-ALT-190510-3,variant,
ZDB-ALT-131018-2,variant,
ZDB-ALT-151013-2,variant,
ZDB-ALT-151105-5,variant,
ZDB-ALT-151105-6,variant,
ZDB-ALT-170523-3,variant,
ZDB-ALT-160602-13,variant,
ZDB-ALT-170921-19,variant,
ZDB-ALT-980203-470,variant,
ZDB-ALT-160427-6,variant,
ZDB-ALT-170502-2,variant,
ZDB-ALT-151020-2,variant,
ZDB-ALT-140717-3,variant,
ZDB-ALT-140122-10,variant,
ZDB-ALT-980520-24,variant,
ZDB-ALT-140917-2,variant,
ZDB-ALT-140917-6,variant,
ZDB-ALT-140917-8,variant,
ZDB-ALT-190522-2,variant,
ZDB-ALT-171108-1,variant,
ZDB-ALT-160325-3,variant,
ZDB-ALT-160325-4,variant,
ZDB-ALT-160325-2,variant,
ZDB-ALT-180105-2,variant,
ZDB-ALT-200226-3,variant,
ZDB-ALT-200226-7,variant,
ZDB-ALT-200226-2,variant,
ZDB-ALT-151230-4,variant,
ZDB-ALT-151230-3,variant,
ZDB-ALT-151230-5,variant,
ZDB-ALT-170710-3,variant,
ZDB-ALT-150122-1,variant,
ZDB-ALT-151012-10,variant,
ZDB-ALT-160126-2,variant,
ZDB-ALT-160126-3,variant,
ZDB-ALT-150429-3,variant,
ZDB-ALT-150429-2,variant,
ZDB-ALT-190520-6,variant,
ZDB-ALT-170523-2,variant,
ZDB-ALT-181129-16,variant,
ZDB-ALT-181129-15,variant,
ZDB-ALT-190123-684,variant,
ZDB-ALT-190123-677,variant,
ZDB-ALT-190319-5,variant,
ZDB-ALT-181105-3,variant,
ZDB-ALT-190107-3,variant,
ZDB-ALT-180517-17,variant,
ZDB-ALT-180517-12,variant,
ZDB-ALT-180517-13,variant,
ZDB-ALT-181218-19,variant,
ZDB-ALT-181218-15,variant,
ZDB-ALT-180504-7,variant,
ZDB-ALT-180504-10,variant,
ZDB-ALT-180504-8,variant,
ZDB-ALT-180517-24,variant,
ZDB-ALT-160413-6,variant,
ZDB-ALT-170418-7,variant,
ZDB-ALT-150423-5,variant,
ZDB-ALT-180327-7,variant,
ZDB-ALT-151228-1,variant,
ZDB-ALT-131112-4,variant,
ZDB-ALT-181129-8,variant,
ZDB-ALT-131112-6,variant,
ZDB-ALT-180314-5,variant,
ZDB-ALT-150929-3,variant,
ZDB-ALT-150928-9,variant,
ZDB-ALT-180815-12,variant,
ZDB-ALT-191108-5,variant,
ZDB-ALT-120120-1,variant,
ZDB-ALT-190205-2,variant,
ZDB-ALT-190412-15,variant,
ZDB-ALT-170530-3,variant,
ZDB-ALT-160721-21,variant,
ZDB-ALT-150311-3,variant,
ZDB-ALT-180207-2,variant,
ZDB-ALT-131125-1,variant,
ZDB-ALT-170328-1,variant,
ZDB-ALT-150316-2,variant,
ZDB-ALT-160721-17,variant,
ZDB-ALT-190412-16,variant,
ZDB-ALT-150311-2,variant,
ZDB-ALT-181205-2,variant,
ZDB-ALT-180129-14,variant,
ZDB-ALT-180627-2,variant,
ZDB-ALT-180419-1,variant,
ZDB-ALT-131122-14,variant,
ZDB-ALT-160804-4,variant,
ZDB-ALT-180627-3,variant,
ZDB-ALT-200103-1,variant,
ZDB-ALT-180815-10,variant,
ZDB-ALT-131122-5,variant,
ZDB-ALT-151102-5,variant,
ZDB-ALT-180305-2,variant,
ZDB-ALT-180314-7,variant,
ZDB-ALT-170609-4,variant,
ZDB-ALT-160111-8,variant,
ZDB-ALT-160429-19,variant,
ZDB-ALT-160721-13,variant,
ZDB-ALT-170113-6,variant,
ZDB-ALT-180302-15,variant,
ZDB-ALT-180313-1,variant,
ZDB-ALT-200728-2,variant,
ZDB-ALT-140806-2,variant,
ZDB-ALT-151102-3,variant,
ZDB-ALT-181126-5,variant,
ZDB-ALT-200124-3,variant,
ZDB-ALT-180515-4,variant,
ZDB-ALT-151216-88,variant,
ZDB-ALT-181129-5,variant,
ZDB-ALT-200427-10,variant,
ZDB-ALT-200630-1,variant,
ZDB-ALT-200630-3,variant,
ZDB-ALT-141007-5,variant,
ZDB-ALT-150219-1,variant,
ZDB-ALT-200226-11,variant,
ZDB-ALT-180306-1,variant,
ZDB-ALT-160804-6,variant,
ZDB-ALT-151023-7,variant,
ZDB-ALT-170113-14,variant,
ZDB-ALT-200429-6,variant,
ZDB-ALT-181112-4,variant,
ZDB-ALT-200429-5,variant,
ZDB-ALT-190111-5,variant,
ZDB-ALT-171002-9,variant,
ZDB-ALT-180604-12,variant,
ZDB-ALT-180319-5,variant,
ZDB-ALT-190705-5,variant,
ZDB-ALT-190705-4,variant,
ZDB-ALT-180319-9,variant,
ZDB-ALT-180604-5,variant,
ZDB-ALT-200825-4,variant,
ZDB-ALT-200519-12,variant,
ZDB-ALT-151023-3,variant,
ZDB-ALT-190111-4,variant,
ZDB-ALT-180319-3,variant,
ZDB-ALT-180604-4,variant,
ZDB-ALT-190705-10,variant,
ZDB-ALT-170609-5,variant,
ZDB-ALT-180516-4,variant,
