"Allele","ZFIN ID","Background"
"sa20370","ZDB-GENE-070705-263",""
"sa20371","ZDB-GENE-060526-65",""
"sa20380","ZDB-GENE-060526-124",""
"sa20399","ZDB-GENE-060531-71",""
"sa20411","ZDB-GENE-061025-1",""
"sa20416","ZDB-GENE-060531-95",""
"sa20417","ZDB-GENE-060710-2",""
"sa20421","ZDB-GENE-041212-43",""
"sa20426","ZDB-GENE-050208-29",""
"sa20478","ZDB-GENE-060526-343",""
"sa20482","ZDB-GENE-060526-130",""
"sa20494","ZDB-GENE-060526-173",""
"sa20502","ZDB-GENE-060526-297",""
"sa20513","ZDB-GENE-030319-5",""
"sa20522","ZDB-GENE-040426-2693",""
"sa20524","ZDB-GENE-040624-6",""
"sa20525","ZDB-GENE-040624-6",""
"sa20526","ZDB-GENE-040624-6",""
"sa20536","ZDB-GENE-060531-130",""
"sa20537","ZDB-GENE-060526-15",""
"sa20540","ZDB-GENE-030131-3813",""
"sa20557","ZDB-GENE-040718-292",""
"sa20579","ZDB-GENE-090421-3",""
"sa20582","ZDB-GENE-990715-11",""
"sa20586","ZDB-GENE-100922-256",""
"sa20594","ZDB-GENE-041114-114",""
"sa20605","ZDB-GENE-061007-1",""
"sa20612","ZDB-GENE-030131-223",""
"sa20616","ZDB-GENE-030131-7496",""
"sa20619","ZDB-GENE-040912-92",""
"sa20626","ZDB-GENE-030616-358",""
"sa20629","ZDB-GENE-041212-41",""
"sa20636","ZDB-GENE-101001-4",""
"sa20640","ZDB-GENE-050531-1",""
"sa20655","ZDB-GENE-050506-1",""
"sa20662","ZDB-GENE-070719-8",""
"sa20664","ZDB-GENE-030131-4661",""
"sa20686","ZDB-GENE-030131-5928",""
"sa20692","ZDB-GENE-010724-11",""
"sa20699","ZDB-GENE-100519-4",""
"sa20703","ZDB-GENE-041212-22",""
"sa20724","ZDB-GENE-040625-115",""
"sa20726","ZDB-GENE-980526-143",""
"sa20729","ZDB-GENE-010605-3",""
"sa20734","ZDB-GENE-081022-98",""
"sa20763","ZDB-GENE-080321-1",""
"sa20764","ZDB-GENE-070209-50",""
"sa20765","ZDB-GENE-060906-2",""
"sa20807","ZDB-GENE-060503-301",""
"sa20808","ZDB-GENE-060503-301",""
"sa20820","ZDB-GENE-040718-282",""
"sa20825","ZDB-GENE-071004-39",""
"sa20826","ZDB-GENE-030131-9794",""
"sa20829","ZDB-GENE-040912-155",""
"sa20831","ZDB-GENE-040801-22",""
"sa20838","ZDB-GENE-041027-3",""
"sa20850","ZDB-GENE-060503-449",""
"sa20881","ZDB-GENE-080225-33",""
"sa20904","ZDB-GENE-041118-20",""
"sa20905","ZDB-GENE-030131-899",""
"sa20941","ZDB-GENE-031010-24",""
"sa20948","ZDB-GENE-030131-5895",""
"sa20974","ZDB-GENE-070911-1",""
"sa20987","ZDB-GENE-050518-1",""
"sa20988","ZDB-GENE-050518-1",""
"sa20989","ZDB-GENE-990415-85",""
"sa21005","ZDB-GENE-110408-4",""
"sa21008","ZDB-GENE-030131-497",""
"sa21011","ZDB-GENE-061108-4",""
"sa21020","ZDB-GENE-080116-1",""
"sa21023","ZDB-GENE-050522-269",""
"sa21084","ZDB-GENE-070606-3",""
"sa21101","ZDB-GENE-070112-1762",""
"sa21120","ZDB-GENE-030131-5517",""
"sa21161","ZDB-GENE-060929-548",""
"sa21166","ZDB-GENE-030131-8004",""
"sa21171","ZDB-GENE-040426-820",""
"sa21185","ZDB-GENE-060810-28",""
"sa21192","ZDB-GENE-081104-132",""
"sa21197","ZDB-GENE-081104-59",""
"sa21227","ZDB-GENE-030131-6975",""
"sa21244","ZDB-GENE-030131-3788",""
"sa21254","ZDB-GENE-060503-312",""
"sa21275","ZDB-GENE-070605-1",""
"sa21283","ZDB-GENE-050513-4",""
"sa21295","ZDB-GENE-070713-6",""
"sa21309","ZDB-GENE-030131-2956",""
"sa21311","ZDB-GENE-081105-97",""
"sa21330","ZDB-GENE-050510-4",""
"sa21338","ZDB-GENE-080414-2",""
"sa21342","ZDB-GENE-030919-2",""
"sa21350","ZDB-GENE-060929-556",""
"sa21368","ZDB-GENE-030131-8546",""
"sa21373","ZDB-GENE-041010-175",""
"sa21375","ZDB-GENE-081104-160",""
"sa21379","ZDB-GENE-070917-2",""
"sa21383","ZDB-GENE-040625-127",""
"sa21387","ZDB-GENE-081105-101",""
"sa21398","ZDB-GENE-030926-1",""
"sa21401","ZDB-GENE-990415-271",""
"sa21412","ZDB-GENE-091204-477",""
"sa21425","ZDB-GENE-100921-4",""
"sa21431","ZDB-GENE-070912-27",""
"sa21443","ZDB-GENE-070912-44",""
"sa21452","ZDB-GENE-000426-1",""
"sa21454","ZDB-GENE-070905-3",""
"sa21455","ZDB-GENE-030616-132",""
"sa21462","ZDB-GENE-070912-388",""
"sa21464","ZDB-GENE-030219-193",""
"sa21472","ZDB-GENE-060918-2,ZDB-GENE-060918-3",""
"sa21483","ZDB-GENE-081105-126",""
"sa21492","ZDB-GENE-070912-282",""
"sa21493","ZDB-GENE-050417-328",""
"sa21498","ZDB-GENE-061027-88",""
"sa21519","ZDB-GENE-050107-2",""
"sa21534","ZDB-GENE-070912-268",""
"sa21543","ZDB-GENE-030131-3553",""
"sa21546","ZDB-GENE-081104-511",""
"sa21554","ZDB-GENE-030616-264",""
"sa21557","ZDB-GENE-030616-13",""
"sa21559","ZDB-GENE-030616-413",""
"sa21563","ZDB-GENE-030616-413",""
"sa21578","ZDB-GENE-030113-2",""
"sa21595","ZDB-GENE-030219-15",""
"sa21596","ZDB-GENE-081104-410",""
"sa21604","ZDB-GENE-081104-439",""
"sa21610","ZDB-GENE-060621-4",""
"sa21618","ZDB-GENE-041114-1",""
"sa21620","ZDB-GENE-081104-119",""
"sa21623","ZDB-GENE-090313-3",""
"sa21636","ZDB-GENE-091204-207",""
"sa21644","ZDB-GENE-030131-8195",""
"sa21648","ZDB-GENE-090312-43",""
"sa21668","ZDB-GENE-091204-176",""
"sa21676","ZDB-GENE-990621-3",""
"sa21707","ZDB-GENE-060503-288",""
"sa21727","ZDB-GENE-030131-29",""
"sa21728","ZDB-GENE-050522-321",""
"sa21730","ZDB-GENE-091204-127",""
"sa21739","ZDB-GENE-091118-36",""
"sa21751","ZDB-GENE-091118-4",""
"sa21756","ZDB-GENE-030131-2299",""
"sa21757","ZDB-GENE-030131-2299",""
"sa21758","ZDB-GENE-030616-417",""
"sa21761","ZDB-GENE-090629-1",""
"sa21792","ZDB-GENE-050310-7",""
"sa21802","ZDB-GENE-100514-5",""
"sa21805","ZDB-GENE-060413-3",""
"sa21806","ZDB-GENE-091117-19",""
"sa21809","ZDB-GENE-091118-18",""
"sa21820","ZDB-GENE-030131-2829",""
"sa21827","ZDB-GENE-050522-156",""
"sa21837","ZDB-GENE-040426-1392",""
"sa21840","ZDB-GENE-101101-4",""
"sa21857","ZDB-GENE-041114-127",""
"sa21875","ZDB-GENE-031113-23",""
"sa21885","ZDB-GENE-070424-6",""
"sa21892","ZDB-GENE-091204-162",""
"sa21901","ZDB-GENE-080229-6",""
"sa21905","ZDB-GENE-040426-2852",""
"sa21930","ZDB-GENE-061110-100",""
"sa21946","ZDB-GENE-030131-2184",""
"sa21966","ZDB-GENE-050417-242",""
"sa21969","ZDB-GENE-000804-1",""
"sa21973","ZDB-GENE-070917-3",""
"sa21999","ZDB-GENE-051113-188",""
"sa22001","ZDB-GENE-040426-2299",""
"sa22016","ZDB-GENE-060217-1",""
"sa22030","ZDB-GENE-060621-2",""
"sa22049","ZDB-GENE-000208-9",""
"sa22062","ZDB-GENE-081222-2",""
"sa22068","ZDB-GENE-980526-285",""
"sa22074","ZDB-GENE-040724-228",""
"sa22082","ZDB-GENE-041212-76",""
"sa22086","ZDB-GENE-041014-161",""
"sa22110","ZDB-GENE-041008-127",""
"sa22111","ZDB-GENE-030131-9112",""
"sa22112","ZDB-GENE-030131-5129",""
"sa22114","ZDB-GENE-050809-39",""
"sa22129","ZDB-GENE-130603-54",""
"sa22132","ZDB-GENE-991110-8",""
"sa22138","ZDB-GENE-101026-2",""
"sa22151","ZDB-GENE-090527-2",""
"sa22162","ZDB-GENE-050517-5",""
"sa22181","ZDB-GENE-070410-128",""
"sa22200","ZDB-GENE-081107-37",""
"sa22212","ZDB-GENE-081028-71",""
"sa22239","ZDB-GENE-050517-41",""
"sa22256","ZDB-GENE-980526-304",""
"sa22265","ZDB-GENE-090312-88",""
"sa22267","ZDB-GENE-030131-146",""
"sa22269","ZDB-GENE-090312-123",""
"sa22272","ZDB-GENE-081028-60",""
"sa22290","ZDB-GENE-030616-566",""
"sa22297","ZDB-GENE-080815-3",""
"sa22301","ZDB-GENE-040801-40",""
"sa22307","ZDB-GENE-980526-307",""
"sa22312","ZDB-GENE-090312-194",""
"sa22316","ZDB-GENE-040213-2",""
"sa22324","ZDB-GENE-990415-8",""
"sa22325","ZDB-GENE-090312-170",""
"sa22335","ZDB-GENE-090313-193",""
"sa22336","ZDB-GENE-080917-56",""
"sa22343","ZDB-GENE-090313-330",""
"sa22352","ZDB-GENE-090319-5",""
"sa22353","ZDB-GENE-071218-5,ZDB-GENE-090313-399",""
"sa22360","ZDB-GENE-030904-6",""
"sa22362","ZDB-GENE-070424-99",""
"sa22366","ZDB-GENE-011108-2",""
"sa22371","ZDB-GENE-021025-1",""
"sa22382","ZDB-GENE-020905-3",""
"sa22384","ZDB-GENE-110408-34",""
"sa22388","ZDB-GENE-070801-2",""
"sa22391","ZDB-GENE-050419-261",""
"sa22397","ZDB-GENE-050302-31",""
"sa22414","ZDB-GENE-070607-1",""
"sa22454","ZDB-GENE-040924-9",""
"sa22471","ZDB-GENE-050417-417",""
"sa22478","ZDB-GENE-030717-3",""
"sa22500","ZDB-GENE-041212-5",""
"sa22502","ZDB-GENE-040630-4",""
"sa22506","ZDB-GENE-040801-204",""
"sa22513","ZDB-GENE-081107-62",""
"sa22516","ZDB-GENE-020125-3,ZDB-GENE-020125-1",""
"sa22520","ZDB-GENE-020125-4",""
"sa22529","ZDB-GENE-041212-75",""
"sa22532","ZDB-GENE-980526-335",""
"sa22538","ZDB-GENE-030131-897",""
"sa22541","ZDB-GENE-080303-31",""
"sa22542","ZDB-GENE-080303-31",""
"sa22550","ZDB-GENE-070127-1",""
"sa22574","ZDB-GENE-040426-2374",""
"sa22606","ZDB-GENE-040912-38",""
"sa22614","ZDB-GENE-050522-529",""
"sa22628","ZDB-GENE-030131-9800",""
"sa22633","ZDB-GENE-050208-22",""
"sa22635","ZDB-GENE-071015-4",""
"sa22638","ZDB-GENE-080521-3",""
"sa22641","ZDB-GENE-040426-997",""
"sa22667","ZDB-GENE-061013-179","TL"
"sa22670","ZDB-GENE-040723-8",""
"sa22690","ZDB-GENE-081119-4",""
"sa22691","ZDB-GENE-040426-2207",""
"sa22697","ZDB-GENE-101001-1",""
"sa22702","ZDB-GENE-051102-1",""
"sa22734","ZDB-GENE-050506-101",""
"sa22735","ZDB-GENE-120709-60",""
"sa22736","ZDB-GENE-040426-1446",""
"sa22761","ZDB-GENE-041111-123",""
"sa22778","ZDB-GENE-100922-240",""
"sa22786","ZDB-GENE-100922-54",""
"sa22789","ZDB-GENE-100920-6",""
"sa22807","ZDB-GENE-100922-8,ZDB-GENE-100922-177",""
"sa22813","ZDB-GENE-091020-5",""
"sa22839","ZDB-GENE-030131-1738",""
"sa22850","ZDB-GENE-110411-84",""
"sa22854","ZDB-GENE-060810-70",""
"sa22864","ZDB-GENE-030131-5695",""
"sa22899","ZDB-GENE-030131-7036",""
"sa22906","ZDB-GENE-040801-160",""
"sa22909","ZDB-GENE-060607-12",""
"sa22921","ZDB-GENE-060512-191",""
"sa22935","ZDB-GENE-040426-1656",""
"sa22938","ZDB-GENE-061117-4",""
"sa22947","ZDB-GENE-030131-9466",""
"sa22951","ZDB-GENE-110411-30",""
"sa22952","ZDB-GENE-050211-3",""
"sa22960","ZDB-GENE-040426-1488",""
"sa22961","ZDB-GENE-060312-43",""
"sa22967","ZDB-GENE-030131-3224",""
"sa22970","ZDB-GENE-070318-1",""
"sa22972","ZDB-GENE-040718-109",""
"sa22975","ZDB-GENE-071004-54",""
"sa22988","ZDB-GENE-080204-92",""
"sa22992","ZDB-GENE-050116-1",""
"sa23026","ZDB-GENE-030131-8373",""
"sa23033","ZDB-GENE-090909-1",""
"sa23050","ZDB-GENE-060621-1",""
"sa23054","ZDB-GENE-001020-1",""
"sa23061","ZDB-GENE-060110-3",""
"sa23064","ZDB-GENE-091202-7",""
"sa23078","ZDB-GENE-050517-42",""
"sa23080","ZDB-GENE-060825-230",""
"sa23088","ZDB-GENE-061226-1",""
"sa23089","ZDB-GENE-061226-1",""
"sa23098","ZDB-GENE-030616-403",""
"sa23103","ZDB-GENE-990415-267",""
"sa23105","ZDB-GENE-060503-794",""
"sa23111","ZDB-GENE-050309-102",""
"sa23119","ZDB-GENE-030616-116",""
"sa23135","ZDB-GENE-030131-3136",""
"sa23139","ZDB-GENE-061219-1",""
"sa23157","ZDB-GENE-040426-782",""
"sa23162","ZDB-GENE-110411-267",""
"sa23187","ZDB-GENE-071004-18",""
"sa23192","ZDB-GENE-030131-3104",""
"sa23193","ZDB-GENE-030131-3104",""
"sa23224","ZDB-GENE-020709-1",""
"sa23225","ZDB-GENE-060503-732",""
"sa23248","ZDB-GENE-060929-1018",""
"sa23254","ZDB-GENE-050419-11",""
"sa23255","ZDB-GENE-040426-2466",""
"sa23257","ZDB-GENE-050419-99",""
"sa23271","ZDB-GENE-030131-9563",""
"sa23276","ZDB-GENE-061026-2",""
"sa23288","ZDB-GENE-050419-258",""
"sa23294","ZDB-GENE-050419-83",""
"sa23299","ZDB-GENE-030131-5032",""
"sa23301","ZDB-GENE-070705-86",""
"sa23308","ZDB-GENE-020919-4",""
"sa23310","ZDB-GENE-050208-116",""
"sa23333","ZDB-GENE-070209-143",""
"sa23345","ZDB-GENE-030131-8906",""
"sa23354","ZDB-GENE-041027-2",""
"sa23357","ZDB-GENE-030825-2",""
"sa23379","ZDB-GENE-030131-5790",""
"sa23384","ZDB-GENE-081104-285,ZDB-GENE-081120-4",""
"sa23425","ZDB-GENE-060316-1",""
"sa23427","ZDB-GENE-060503-86",""
"sa23438","ZDB-GENE-040426-874",""
"sa23447","ZDB-GENE-060503-376",""
"sa23449","ZDB-GENE-060503-333",""
"sa23459","ZDB-GENE-081022-126",""
"sa23468","ZDB-GENE-070705-406",""
"sa23473","ZDB-GENE-040720-1",""
"sa23483","ZDB-GENE-040808-22",""
"sa23487","ZDB-GENE-060503-511",""
"sa23489","ZDB-GENE-060503-893",""
"sa23493","ZDB-GENE-100921-75",""
"sa23498","ZDB-GENE-041008-136",""
"sa23503","ZDB-GENE-060503-106",""
"sa23506","ZDB-GENE-050522-535",""
"sa23522","ZDB-GENE-051212-5",""
"sa23534","ZDB-GENE-010501-4",""
"sa23537","ZDB-GENE-060503-575",""
"sa23540","ZDB-GENE-041021-1",""
"sa23541","ZDB-GENE-040712-4",""
"sa23542","ZDB-GENE-040426-1097",""
"sa23546","ZDB-GENE-080204-122",""
"sa23547","ZDB-GENE-040426-2344",""
"sa23554","ZDB-GENE-030131-445",""
"sa23569","ZDB-GENE-060503-488",""
"sa23571","ZDB-GENE-060503-413",""
"sa23582","ZDB-GENE-060503-660",""
"sa23591","ZDB-GENE-030131-6729",""
"sa23602","ZDB-GENE-060616-231",""
"sa23607","ZDB-GENE-041010-152",""
"sa23643","ZDB-GENE-040426-2750",""
"sa23646","ZDB-GENE-040801-124",""
"sa23651","ZDB-GENE-040724-50,ZDB-GENE-121214-340",""
"sa23654","ZDB-GENE-040724-75",""
"sa23660","ZDB-GENE-040217-1",""
"sa23662","ZDB-GENE-030131-527,ZDB-GENE-030131-8308,ZDB-GENE-030131-5590,ZDB-GENE-020415-2,ZDB-GENE-030804-3",""
"sa23665","ZDB-GENE-041210-301",""
"sa23666","ZDB-GENE-030515-2",""
"sa23667","ZDB-GENE-091204-67",""
"sa23674","ZDB-GENE-010201-1",""
"sa23690","ZDB-GENE-040914-58",""
"sa23692","ZDB-GENE-030131-6288",""
"sa23704","ZDB-GENE-040801-55",""
"sa23705","ZDB-GENE-030131-4420",""
"sa23708","ZDB-GENE-040120-2",""
"sa23725","ZDB-GENE-041014-72",""
"sa23736","ZDB-GENE-030131-7778",""
"sa23758","ZDB-GENE-041014-189",""
"sa23760","ZDB-GENE-030131-6422",""
"sa23771","ZDB-GENE-050320-121",""
"sa23774","ZDB-GENE-040718-487",""
"sa23775","ZDB-GENE-041014-347",""
"sa23778","ZDB-GENE-021030-4",""
"sa23793","ZDB-GENE-041014-297",""
"sa23806","ZDB-GENE-041014-277",""
"sa23810","ZDB-GENE-050522-14",""
"sa23826","ZDB-GENE-041014-120",""
"sa23862","ZDB-GENE-060526-117",""
"sa23871","ZDB-GENE-061013-363",""
"sa23886","ZDB-GENE-091113-49",""
"sa23895","ZDB-GENE-030131-8764",""
"sa23900","ZDB-GENE-040116-6",""
"sa23910","ZDB-GENE-040426-1358",""
"sa23929","ZDB-GENE-040724-114",""
"sa23936","ZDB-GENE-990415-31",""
"sa23940","ZDB-GENE-030131-8568",""
"sa23943","ZDB-GENE-030131-8048",""
"sa23949","ZDB-GENE-090421-1",""
"sa23960","ZDB-GENE-070615-10",""
"sa23969","ZDB-GENE-080804-2",""
"sa23983","ZDB-GENE-091118-113",""
"sa23992","ZDB-GENE-091112-24",""
"sa24007","ZDB-GENE-030131-6308",""
"sa24010","ZDB-GENE-060312-34",""
"sa24021","ZDB-GENE-010309-1",""
"sa24035","ZDB-GENE-091118-1",""
"sa24042","ZDB-GENE-030131-5336",""
"sa24055","ZDB-GENE-070705-205",""
"sa24098","ZDB-GENE-070912-343",""
"sa24103","ZDB-GENE-030131-7119",""
"sa24109","ZDB-GENE-050208-742",""
"sa24111","ZDB-GENE-050208-608",""
"sa24117","ZDB-GENE-050208-740",""
"sa24122","ZDB-GENE-020419-39",""
"sa24131","ZDB-GENE-050208-655",""
"sa24146","ZDB-GENE-050208-755",""
"sa24159","ZDB-GENE-050706-192",""
"sa24163","ZDB-GENE-050208-437",""
"sa24165","ZDB-GENE-030131-5759",""
"sa24175","ZDB-GENE-040801-136",""
"sa24177","ZDB-GENE-050208-601",""
"sa24179","ZDB-GENE-001201-4",""
"sa24184","ZDB-GENE-070705-320",""
"sa24212","ZDB-GENE-081104-71,ZDB-GENE-100922-142",""
"sa24215","ZDB-GENE-050417-66",""
"sa24216","ZDB-GENE-100922-67",""
"sa24229","ZDB-GENE-090312-152",""
"sa24236","ZDB-GENE-100922-143",""
"sa24239","ZDB-GENE-060929-1042",""
"sa24244","ZDB-GENE-030131-2291",""
"sa24249","ZDB-GENE-110411-186",""
"sa24250","ZDB-GENE-000626-1",""
"sa24252","ZDB-GENE-030131-5923",""
"sa24259","ZDB-GENE-030131-9823",""
"sa24264","ZDB-GENE-090312-163",""
"sa24265","ZDB-GENE-090312-163",""
"sa24275","ZDB-GENE-030616-83",""
"sa24302","ZDB-GENE-030131-3055",""
"sa24304","ZDB-GENE-040801-115",""
"sa24308","ZDB-GENE-090313-341",""
"sa24312","ZDB-GENE-040824-5",""
"sa24318","ZDB-GENE-030131-7091",""
"sa24324","ZDB-GENE-090313-241",""
"sa24329","ZDB-GENE-050309-70",""
"sa24333","ZDB-GENE-050522-55",""
"sa24338","ZDB-GENE-090311-55",""
"sa24354","ZDB-GENE-060223-2",""
"sa24356","ZDB-GENE-030131-9845",""
"sa24361","ZDB-GENE-030820-1",""
"sa24365","ZDB-GENE-070410-81",""
"sa24372","ZDB-GENE-050208-261",""
"sa24395","ZDB-GENE-080220-5",""
"sa24396","ZDB-GENE-081022-3",""
"sa24398","ZDB-GENE-110411-276",""
"sa24404","ZDB-GENE-090313-381",""
"sa24408","ZDB-GENE-040625-72",""
"sa24412","ZDB-GENE-110408-39",""
"sa24435","ZDB-GENE-000328-3",""
"sa24439","ZDB-GENE-030131-5048",""
"sa24445","ZDB-GENE-011212-6",""
"sa24458","ZDB-GENE-040426-687",""
"sa24459","ZDB-GENE-090612-2",""
"sa24460","ZDB-GENE-010406-3",""
"sa24463","ZDB-GENE-030131-6699",""
"sa24469","ZDB-GENE-101115-3",""
"sa24473","ZDB-GENE-040426-1507",""
"sa24480","ZDB-GENE-071004-78",""
"sa24482","ZDB-GENE-030131-9174",""
"sa24483","ZDB-GENE-030131-9174",""
"sa24495","ZDB-GENE-070112-1512",""
"sa24497","ZDB-GENE-060228-2",""
"sa24513","ZDB-GENE-091204-246",""
"sa24516","ZDB-GENE-030131-1393",""
"sa24528","ZDB-GENE-031219-5",""
"sa24533","ZDB-GENE-030131-7799",""
"sa24542","ZDB-GENE-091204-158",""
"sa24547","ZDB-GENE-120214-5,ZDB-GENE-040426-1928,ZDB-GENE-040426-1023,ZDB-GENE-030131-8175,ZDB-GENE-050417-65",""
"sa24560","ZDB-GENE-091204-17",""
"sa24561","ZDB-GENE-040625-111",""
"sa24567","ZDB-GENE-051114-1",""
"sa24569","ZDB-GENE-030131-271",""
"sa24574","ZDB-GENE-010611-1",""
"sa24577","ZDB-GENE-071115-1",""
"sa24589","ZDB-GENE-070410-80",""
"sa24595","ZDB-GENE-051120-174",""
"sa24604","ZDB-GENE-050411-72",""
"sa24611","ZDB-GENE-070410-5",""
"sa24616","ZDB-GENE-040927-18",""
"sa24625","ZDB-GENE-040808-57",""
"sa24626","ZDB-GENE-040426-1153",""
"sa24644","ZDB-GENE-080723-30",""
"sa24656","ZDB-GENE-061027-74",""
"sa24664","ZDB-GENE-030721-10",""
"sa24670","ZDB-GENE-050522-287",""
"sa24702","ZDB-GENE-070209-182",""
"sa24709","ZDB-GENE-000322-3",""
"sa24713","ZDB-GENE-980526-562",""
"sa24715","ZDB-GENE-060306-1",""
"sa24750","ZDB-GENE-060421-2705",""
"sa24759","ZDB-GENE-080225-38",""
"sa24784","ZDB-GENE-090128-2",""
"sa24787","ZDB-GENE-030131-7499",""
"sa24827","ZDB-GENE-040219-13",""
"sa24828","ZDB-GENE-040219-13",""
"Allele","ZFIN ID","Background"
"sa19396","ZDB-GENE-001212-4",""
"sa19401","ZDB-GENE-001212-3",""
"sa19402","ZDB-GENE-001212-3",""
"sa19409","ZDB-GENE-050517-9",""
"sa19414","ZDB-GENE-121214-25",""
"sa19415","ZDB-GENE-980526-6",""
"sa19417","ZDB-GENE-121214-88",""
"sa19419","ZDB-GENE-121214-93",""
"sa19425","ZDB-GENE-090313-43",""
"sa19432","ZDB-GENE-030722-6",""
"sa19453","ZDB-GENE-120206-1",""
"sa19460","ZDB-GENE-030131-428",""
"sa19461","ZDB-GENE-040426-1512",""
"sa19462","ZDB-GENE-050809-115",""
"sa19475","ZDB-GENE-090312-199",""
"sa19485","ZDB-GENE-090313-137",""
"sa19487","ZDB-GENE-030616-623",""
"sa19503","ZDB-GENE-090312-168",""
"sa19512","ZDB-GENE-040426-1619",""
"sa19515","ZDB-GENE-060503-443",""
"sa19516","ZDB-GENE-060503-443",""
"sa19519","ZDB-GENE-090312-178",""
"sa19524","ZDB-GENE-060825-242",""
"sa19539","ZDB-GENE-090313-292",""
"sa19540","ZDB-GENE-030131-6031",""
"sa19548","ZDB-GENE-090313-350",""
"sa19550","ZDB-GENE-040426-2153",""
"sa19553","ZDB-GENE-030131-4275",""
"sa19558","ZDB-GENE-090312-186",""
"sa19561","ZDB-GENE-070705-176",""
"sa19580","ZDB-GENE-090313-107",""
"sa19586","ZDB-GENE-080721-5",""
"sa19590","ZDB-GENE-980526-27",""
"sa19597","ZDB-GENE-040426-2894",""
"sa19602","ZDB-GENE-050410-9",""
"sa19641","ZDB-GENE-040426-2303",""
"sa19652","ZDB-GENE-070912-163",""
"sa19660","ZDB-GENE-030918-1",""
"sa19669","ZDB-GENE-060503-361",""
"sa19672","ZDB-GENE-990415-60",""
"sa19684","ZDB-GENE-030131-1133",""
"sa19691","ZDB-GENE-030131-4022",""
"sa19692","ZDB-GENE-030131-4944",""
"sa19695","ZDB-GENE-070705-340",""
"sa19702","ZDB-GENE-050517-4",""
"sa19703","ZDB-GENE-050517-4",""
"sa19704","ZDB-GENE-050517-4",""
"sa19709","ZDB-GENE-070912-575",""
"sa19710","ZDB-GENE-070912-575",""
"sa19712","ZDB-GENE-050417-81",""
"sa19713","ZDB-GENE-040426-1203",""
"sa19720","ZDB-GENE-980526-35",""
"sa19722","ZDB-GENE-060503-530",""
"sa19726","ZDB-GENE-070912-266",""
"sa19731","ZDB-GENE-070912-46",""
"sa19743","ZDB-GENE-061009-26",""
"sa19749","ZDB-GENE-061027-393",""
"sa19759","ZDB-GENE-070912-448",""
"sa19767","ZDB-GENE-070912-555",""
"sa19772","ZDB-GENE-050220-7",""
"sa19775","ZDB-GENE-050522-396",""
"sa19776","ZDB-GENE-060929-240",""
"sa19782","ZDB-GENE-070912-673",""
"sa19795","ZDB-GENE-030131-9100",""
"sa19798","ZDB-GENE-070912-129",""
"sa19809","ZDB-GENE-070410-134",""
"sa19812","ZDB-GENE-070912-180",""
"sa19813","ZDB-GENE-070912-171",""
"sa19816","ZDB-GENE-030131-9122",""
"sa19823","ZDB-GENE-070912-288",""
"sa19831","ZDB-GENE-070911-2",""
"sa19834","ZDB-GENE-070912-619",""
"sa19843","ZDB-GENE-070912-277,ZDB-GENE-030131-7063",""
"sa19849","ZDB-GENE-040827-2",""
"sa19851","ZDB-GENE-070912-394",""
"sa19854","ZDB-GENE-070629-2",""
"sa19856","ZDB-GENE-070912-174",""
"sa19864","ZDB-GENE-110411-137",""
"sa19865","ZDB-GENE-060616-312",""
"sa19866","ZDB-GENE-070912-219",""
"sa19881","ZDB-GENE-050706-185",""
"sa19886","ZDB-GENE-081104-411",""
"sa19889","ZDB-GENE-030131-4524",""
"sa19897","ZDB-GENE-050913-141",""
"sa19906","ZDB-GENE-040426-846",""
"sa19923","ZDB-GENE-040426-1035",""
"sa19930","ZDB-GENE-070705-477,ZDB-GENE-080205-1",""
"sa19939","ZDB-GENE-130514-1",""
"sa19949","ZDB-GENE-091113-2",""
"sa19952","ZDB-GENE-091204-214",""
"sa19956","ZDB-GENE-050522-551",""
"sa19966","ZDB-GENE-060531-147",""
"sa19967","ZDB-GENE-091118-107",""
"sa19972","ZDB-GENE-030820-2",""
"sa19974","ZDB-GENE-080403-11",""
"sa19992","ZDB-GENE-060130-180",""
"sa19999","ZDB-GENE-080115-1",""
"sa20014","ZDB-GENE-071116-6",""
"sa20022","ZDB-GENE-060503-324",""
"sa20036","ZDB-GENE-080523-2",""
"sa20052","ZDB-GENE-041114-146",""
"sa20057","ZDB-GENE-980526-72",""
"sa20062","ZDB-GENE-040724-26",""
"sa20068","ZDB-GENE-080723-17",""
"sa20071","ZDB-GENE-030131-967",""
"sa20079","ZDB-GENE-101124-2",""
"sa20092","ZDB-GENE-041114-174",""
"sa20098","ZDB-GENE-040426-2744",""
"sa20099","ZDB-GENE-040426-2744",""
"sa20108","ZDB-GENE-040426-2776",""
"sa20113","ZDB-GENE-030131-6523",""
"sa20119","ZDB-GENE-061009-25",""
"sa20128","ZDB-GENE-050913-84",""
"sa20130","ZDB-GENE-050913-84",""
"sa20138","ZDB-GENE-090930-1",""
"sa20143","ZDB-GENE-040426-2482",""
"sa20145","ZDB-GENE-070928-25",""
"sa20165","ZDB-GENE-040426-2652",""
"sa20166","ZDB-GENE-060503-215",""
"sa20171","ZDB-GENE-041010-14",""
"sa20179","ZDB-GENE-030131-3527",""
"sa20201","ZDB-GENE-060130-74",""
"sa20212","ZDB-GENE-041210-96",""
"sa20223","ZDB-GENE-041210-299",""
"sa20226","ZDB-GENE-991209-3",""
"sa20242","ZDB-GENE-001221-1",""
"sa20251","ZDB-GENE-041210-152",""
"sa20252","ZDB-GENE-041010-147",""
