sa422,ZDB-GENE-091204-441,TL
sa423,ZDB-GENE-040426-1257,TL
sa424,ZDB-GENE-030131-3435,TL
sa426,ZDB-GENE-050823-4,TL
sa427,ZDB-GENE-070410-127,TL
sa428,ZDB-GENE-041222-2,TL
sa463,ZDB-GENE-070112-1812,TL
sa466,ZDB-GENE-031118-112,TL
sa467,ZDB-GENE-040927-27,TL
sa468,ZDB-GENE-030805-4,TL
sa469,ZDB-GENE-980526-320,TL
sa471,ZDB-GENE-040220-2,TL
sa472,ZDB-GENE-030131-426,TL
sa484,ZDB-GENE-040107-41,TL
sa487,ZDB-GENE-060503-598,TL
sa491,ZDB-GENE-081104-417,TL
sa492,ZDB-GENE-080220-37,TL
sa494,ZDB-GENE-050425-1,TL
sa496,ZDB-GENE-030502-6,TL
sa497,ZDB-GENE-000427-9,TL
sa498,ZDB-GENE-041001-157,TL
sa501,ZDB-GENE-090312-81,TL
sa502,ZDB-GENE-090312-107,TL
sa503,ZDB-GENE-050522-332,TL
sa504,ZDB-GENE-091204-50,TL
sa505,ZDB-GENE-041010-179,TL
sa508,ZDB-GENE-070912-60,TL
sa509,ZDB-GENE-050517-27,TL
sa510,ZDB-GENE-060526-371,TL
sa511,ZDB-GENE-090804-1,TL
sa512,ZDB-GENE-081104-417,TL
sa516,ZDB-GENE-040426-1902,TL
sa521,ZDB-GENE-050706-53,TL
sa523,ZDB-GENE-110407-2,TL
sa532,ZDB-GENE-980526-192,TL
sa537,ZDB-GENE-041001-177,TL
sa838,ZDB-GENE-070912-124,TL
sa839,ZDB-GENE-030131-8917,TL
sa840,ZDB-GENE-041210-245,TL
sa841,ZDB-GENE-030131-6294,TL
sa842,ZDB-GENE-050522-344,TL
sa844,ZDB-GENE-070522-4,TL
sa845,ZDB-GENE-050522-274,TL
sa846,ZDB-GENE-081104-526,TL
sa847,ZDB-GENE-030131-2185,TL
sa849,ZDB-GENE-061013-59,TL
sa850,ZDB-GENE-090728-1,TL
sa858,ZDB-GENE-080722-46,TL
sa863,ZDB-GENE-990415-261,TL
sa865,ZDB-GENE-030603-1,TL
sa866,ZDB-GENE-040426-1842,TL
sa975,ZDB-GENE-090312-63,TL
sa976,ZDB-GENE-040825-2,TL
sa977,ZDB-GENE-070209-134,TL
sa978,ZDB-GENE-030131-9008,TL
sa980,ZDB-GENE-040704-71,TL
sa984,ZDB-GENE-030131-7787,TL
sa985,ZDB-GENE-030313-1,TL
sa986,ZDB-GENE-050420-315,TL
sa987,ZDB-GENE-060503-475,TL
sa988,ZDB-GENE-030131-3568,TL
sa1140,ZDB-GENE-050425-1,TL
sa1143,ZDB-GENE-030131-3044,TL
sa1144,ZDB-GENE-040426-852,TL
sa1145,ZDB-GENE-040712-5,TL
sa1146,ZDB-GENE-030408-1,TL
sa1147,ZDB-GENE-080722-44,TL
sa1148,ZDB-GENE-081119-1,TL
sa1149,ZDB-GENE-060810-28,TL
sa1151,ZDB-GENE-040718-146,TL
sa1152,ZDB-GENE-060503-450,TL
sa1154,ZDB-GENE-041014-328,TL
sa1155,ZDB-GENE-041001-191,TL
sa1156,ZDB-GENE-020402-3,TL
sa1158,ZDB-GENE-061215-126,TL
sa1260,ZDB-GENE-030131-4022,TL
sa1262,ZDB-GENE-040718-110,TL
sa1264,ZDB-GENE-040914-26,TL
sa1265,ZDB-GENE-021211-2,TL
sa1266,ZDB-GENE-990415-63,TL
sa1267,ZDB-GENE-030131-3029,TL
sa1268,ZDB-GENE-070912-282,TL
sa1270,ZDB-GENE-051201-2,TL
sa1271,ZDB-GENE-030616-44,TL
sa1272,ZDB-GENE-070112-1792,TL
sa1273,ZDB-GENE-081107-41,TL
sa1275,ZDB-GENE-050208-22,TL
sa1277,ZDB-GENE-050419-48,TL
sa1278,ZDB-GENE-041114-97,TL
sa1279,ZDB-GENE-041111-267,TL
sa1280,ZDB-GENE-090312-57,TL
sa1281,ZDB-GENE-051114-1,TL
sa1668,ZDB-GENE-090312-128,TL
sa1669,ZDB-GENE-071004-38,TL
sa1671,ZDB-GENE-030912-7,TL
sa1675,ZDB-GENE-000816-1,TL
sa1676,ZDB-GENE-000607-52,TL
sa1677,ZDB-GENE-090312-180,TL
sa1680,ZDB-GENE-041014-35,TL
sa1712,ZDB-GENE-030113-2,TL
sa1713,ZDB-GENE-080219-32,TL
sa1717,ZDB-GENE-031010-41,TL
sa1718,ZDB-GENE-060503-273,TL
sa1719,ZDB-GENE-060503-910,TL
sa1720,ZDB-GENE-011128-3,TL
sa1721,ZDB-GENE-041027-1,TL
sa1722,ZDB-GENE-060825-200,TL
sa107,ZDB-GENE-040625-119,TL
sa123,ZDB-GENE-040801-260,TL
sa134,ZDB-GENE-040724-18,TL
sa142,ZDB-GENE-030131-2524,TL
sa151,ZDB-GENE-030131-5735,TL
sa191,ZDB-GENE-070209-23,TL
sa838,ZDB-GENE-070912-124,TL
sa839,ZDB-GENE-030131-8917,TL
sa840,ZDB-GENE-041210-245,TL
sa841,ZDB-GENE-030131-6294,TL
sa842,ZDB-GENE-050522-344,TL
sa844,ZDB-GENE-070522-4,TL
sa845,ZDB-GENE-050522-274,TL
sa846,ZDB-GENE-081104-526,TL
sa847,ZDB-GENE-030131-2185,TL
sa849,ZDB-GENE-061013-59,TL
sa850,ZDB-GENE-090728-1,TL
sa852,ZDB-GENE-040426-2537,TL
sa863,ZDB-GENE-990415-261,TL
sa865,ZDB-GENE-030603-1,TL
sa869,ZDB-GENE-030131-9659,TL
sa870,ZDB-GENE-060526-217,TL
sa872,ZDB-GENE-070713-5,TL
sa873,ZDB-GENE-060418-2,TL
sa875,ZDB-GENE-100922-163,TL
sa1011,ZDB-GENE-041114-109,TL
sa1012,ZDB-GENE-060526-343,TL
sa1013,ZDB-GENE-030131-8470,TL
sa1014,ZDB-GENE-050417-449,TL
sa1017,ZDB-GENE-030131-8176,TL
sa1018,ZDB-GENE-060810-43,TL
sa1019,ZDB-GENE-090506-7,TL
sa1020,ZDB-GENE-041008-142,TL
sa1021,ZDB-GENE-060531-45,TL
sa1022,ZDB-GENE-070629-1,TL
sa1023,ZDB-GENE-060815-1,TL
sa1140,ZDB-GENE-050425-1,TL
sa1143,ZDB-GENE-030131-3044,TL
sa1144,ZDB-GENE-040426-852,TL
sa1145,ZDB-GENE-040712-5,TL
sa1146,ZDB-GENE-030408-1,TL
sa1147,ZDB-GENE-080722-44,TL
sa1148,ZDB-GENE-081119-1,TL
sa1149,ZDB-GENE-060810-28,TL
sa1151,ZDB-GENE-040718-146,TL
sa1152,ZDB-GENE-060503-450,TL
sa1154,ZDB-GENE-041014-328,TL
sa1155,ZDB-GENE-041001-191,TL
sa1156,ZDB-GENE-020402-3,TL
sa1158,ZDB-GENE-061215-126,TL
sa1216,ZDB-GENE-030319-3,TL
sa1217,ZDB-GENE-070912-293,TL
sa1218,ZDB-GENE-030131-9123,TL
sa1219,ZDB-GENE-070424-132,TL
sa1220,ZDB-GENE-990415-213,TL
sa1221,ZDB-GENE-040801-130,TL
sa1222,ZDB-GENE-050417-411,TL
sa1224,ZDB-GENE-060503-788,TL
sa1225,ZDB-GENE-020708-1,TL
sa1226,ZDB-GENE-040426-1575,TL
sa1488,ZDB-GENE-040426-1792,TL
sa1489,ZDB-GENE-040713-1,TL
sa1491,ZDB-GENE-040426-2142,TL
sa1492,ZDB-GENE-080325-1,TL
sa1493,ZDB-GENE-070912-270,TL
sa1495,ZDB-GENE-021217-2,TL
sa1496,ZDB-GENE-040724-40,TL
sa1497,ZDB-GENE-030722-3,TL
sa1498,ZDB-GENE-020125-4,TL
sa1499,ZDB-GENE-030131-5648,TL
sa1500,ZDB-GENE-030616-115,TL
sa1501,ZDB-GENE-060503-789,TL
sa1502,ZDB-GENE-060503-393,TL
sa1503,ZDB-GENE-091118-1,TL
sa1504,ZDB-GENE-050407-1,TL
sa1505,ZDB-GENE-041114-26,TL
sa1575,ZDB-GENE-041210-336,TL
sa1576,ZDB-GENE-980526-104,TL
sa1577,ZDB-GENE-070705-96,TL
sa1578,ZDB-GENE-070705-355,TL
sa1579,ZDB-GENE-030131-9498,TL
sa1580,ZDB-GENE-030616-99,TL
sa1581,ZDB-GENE-080327-13,TL
sa1583,ZDB-GENE-090313-210,TL
sa1584,ZDB-GENE-070424-63,TL
sa1585,ZDB-GENE-040704-64,TL
sa1586,ZDB-GENE-030131-4172,TL
sa1587,ZDB-GENE-041001-157,TL
sa1657,ZDB-GENE-070705-361,TL
sa1659,ZDB-GENE-090505-4,TL
sa1660,ZDB-GENE-060825-285,TL
sa1661,ZDB-GENE-990715-2,TL
sa1662,ZDB-GENE-040718-356,TL
sa1663,ZDB-GENE-030131-7487,TL
sa1664,ZDB-GENE-060810-38,TL
sa1666,ZDB-GENE-040630-9,TL
sa1667,ZDB-GENE-061207-36,TL
sa1668,ZDB-GENE-090312-128,TL
sa1669,ZDB-GENE-071004-38,TL
sa1671,ZDB-GENE-030912-7,TL
sa1675,ZDB-GENE-000816-1,TL
sa1676,ZDB-GENE-000607-52,TL
sa1677,ZDB-GENE-090312-180,TL
sa1680,ZDB-GENE-041014-35,TL
sa1772,ZDB-GENE-010306-3,TL
sa1775,ZDB-GENE-081104-374,TL
sa1776,ZDB-GENE-070705-529,TL
sa1779,ZDB-GENE-101102-1,TL
sa1780,ZDB-GENE-040426-2063,TL
sa1781,ZDB-GENE-030616-81,TL
sa1782,ZDB-GENE-040912-69,TL
sa1784,ZDB-GENE-090312-123,TL
sa1787,ZDB-GENE-040718-346,TL
sa1788,ZDB-GENE-030616-245,TL
sa1789,ZDB-GENE-081110-2,TL
sa1791,ZDB-GENE-080220-39,TL
sa1792,ZDB-GENE-040426-1379,TL
sa1793,ZDB-GENE-060519-1,TL
sa1794,ZDB-GENE-040426-2190,TL
sa115,ZDB-GENE-990708-7,TL
sa118,ZDB-GENE-061128-2,TL
sa123,ZDB-GENE-040801-260,TL
sa134,ZDB-GENE-040724-18,TL
sa142,ZDB-GENE-030131-2524,TL
sa191,ZDB-GENE-070209-23,TL
sa852,ZDB-GENE-040426-2537,TL
sa858,ZDB-GENE-080722-46,TL
sa863,ZDB-GENE-990415-261,TL
sa865,ZDB-GENE-030603-1,TL
sa866,ZDB-GENE-040426-1842,TL
sa963,ZDB-GENE-050517-18,TL
sa964,ZDB-GENE-030328-29,TL
sa965,ZDB-GENE-000607-21,TL
sa968,ZDB-GENE-030131-8820,TL
sa969,ZDB-GENE-081104-362,TL
sa971,ZDB-GENE-061103-595,TL
sa974,ZDB-GENE-100922-25,TL
sa1011,ZDB-GENE-041114-109,TL
sa1012,ZDB-GENE-060526-343,TL
sa1013,ZDB-GENE-030131-8470,TL
sa1014,ZDB-GENE-050417-449,TL
sa1017,ZDB-GENE-030131-8176,TL
sa1018,ZDB-GENE-060810-43,TL
sa1019,ZDB-GENE-090506-7,TL
sa1020,ZDB-GENE-041008-142,TL
sa1021,ZDB-GENE-060531-45,TL
sa1022,ZDB-GENE-070629-1,TL
sa1023,ZDB-GENE-060815-1,TL
sa1216,ZDB-GENE-030319-3,TL
sa1217,ZDB-GENE-070912-293,TL
sa1218,ZDB-GENE-030131-9123,TL
sa1219,ZDB-GENE-070424-132,TL
sa1220,ZDB-GENE-990415-213,TL
sa1221,ZDB-GENE-040801-130,TL
sa1222,ZDB-GENE-050417-411,TL
sa1224,ZDB-GENE-060503-788,TL
sa1225,ZDB-GENE-020708-1,TL
sa1226,ZDB-GENE-040426-1575,TL
sa1332,ZDB-GENE-060614-1,TL
sa1333,ZDB-GENE-070912-46,TL
sa1334,ZDB-GENE-070209-80,TL
sa1335,ZDB-GENE-060531-64,TL
sa1336,ZDB-GENE-030131-6876,TL
sa1338,ZDB-GENE-060526-132,TL
sa1339,ZDB-GENE-060526-59,TL
sa1340,ZDB-GENE-070604-3,TL
sa1341,ZDB-GENE-030131-4933,TL
sa1343,ZDB-GENE-000208-25,TL
sa1344,ZDB-GENE-030131-8203,TL
sa1345,ZDB-GENE-080917-56,TL
sa1346,ZDB-GENE-050610-6,TL
sa1347,ZDB-GENE-060503-851,TL
sa1349,ZDB-GENE-041001-138,TL
sa1350,ZDB-GENE-070912-332,TL
sa1351,ZDB-GENE-050522-39,TL
sa1575,ZDB-GENE-041210-336,TL
sa1576,ZDB-GENE-980526-104,TL
sa1577,ZDB-GENE-070705-96,TL
sa1578,ZDB-GENE-070705-355,TL
sa1579,ZDB-GENE-030131-9498,TL
sa1580,ZDB-GENE-030616-99,TL
sa1581,ZDB-GENE-080327-13,TL
sa1583,ZDB-GENE-090313-210,TL
sa1584,ZDB-GENE-070424-63,TL
sa1586,ZDB-GENE-030131-4172,TL
sa1587,ZDB-GENE-041001-157,TL
sa1657,ZDB-GENE-070705-361,TL
sa1659,ZDB-GENE-090505-4,TL
sa1660,ZDB-GENE-060825-285,TL
sa1661,ZDB-GENE-990715-2,TL
sa1662,ZDB-GENE-040718-356,TL
sa1663,ZDB-GENE-030131-7487,TL
sa1664,ZDB-GENE-060810-38,TL
sa1666,ZDB-GENE-040630-9,TL
sa1667,ZDB-GENE-061207-36,TL
sa1668,ZDB-GENE-090312-128,TL
sa1669,ZDB-GENE-071004-38,TL
sa1671,ZDB-GENE-030912-7,TL
sa1675,ZDB-GENE-000816-1,TL
sa1676,ZDB-GENE-000607-52,TL
sa1677,ZDB-GENE-090312-180,TL
sa1680,ZDB-GENE-041014-35,TL
sa1772,ZDB-GENE-010306-3,TL
sa1775,ZDB-GENE-081104-374,TL
sa1776,ZDB-GENE-070705-529,TL
sa1779,ZDB-GENE-101102-1,TL
sa1780,ZDB-GENE-040426-2063,TL
sa1781,ZDB-GENE-030616-81,TL
sa1782,ZDB-GENE-040912-69,TL
sa1784,ZDB-GENE-090312-123,TL
sa1787,ZDB-GENE-040718-346,TL
sa1788,ZDB-GENE-030616-245,TL
sa1789,ZDB-GENE-081110-2,TL
sa1791,ZDB-GENE-080220-39,TL
sa1792,ZDB-GENE-040426-1379,TL
sa1793,ZDB-GENE-060519-1,TL
sa1794,ZDB-GENE-040426-2190,TL
sa115,ZDB-GENE-990708-7,TL
sa118,ZDB-GENE-061128-2,TL
sa191,ZDB-GENE-070209-23,TL
sa869,ZDB-GENE-030131-9659,TL
sa870,ZDB-GENE-060526-217,TL
sa872,ZDB-GENE-070713-5,TL
sa875,ZDB-GENE-100922-163,TL
sa963,ZDB-GENE-050517-18,TL
sa964,ZDB-GENE-030328-29,TL
sa965,ZDB-GENE-000607-21,TL
sa968,ZDB-GENE-030131-8820,TL
sa969,ZDB-GENE-081104-362,TL
sa971,ZDB-GENE-061103-595,TL
sa974,ZDB-GENE-100922-25,TL
sa1216,ZDB-GENE-030319-3,TL
sa1217,ZDB-GENE-070912-293,TL
sa1218,ZDB-GENE-030131-9123,TL
sa1219,ZDB-GENE-070424-132,TL
sa1220,ZDB-GENE-990415-213,TL
sa1221,ZDB-GENE-040801-130,TL
sa1222,ZDB-GENE-050417-411,TL
sa1224,ZDB-GENE-060503-788,TL
sa1225,ZDB-GENE-020708-1,TL
sa1226,ZDB-GENE-040426-1575,TL
sa1333,ZDB-GENE-070912-46,TL
sa1334,ZDB-GENE-070209-80,TL
sa1335,ZDB-GENE-060531-64,TL
sa1336,ZDB-GENE-030131-6876,TL
sa1338,ZDB-GENE-060526-132,TL
sa1339,ZDB-GENE-060526-59,TL
sa1340,ZDB-GENE-070604-3,TL
sa1341,ZDB-GENE-030131-4933,TL
sa1343,ZDB-GENE-000208-25,TL
sa1344,ZDB-GENE-030131-8203,TL
sa1345,ZDB-GENE-080917-56,TL
sa1346,ZDB-GENE-050610-6,TL
sa1347,ZDB-GENE-060503-851,TL
sa1349,ZDB-GENE-041001-138,TL
sa1350,ZDB-GENE-070912-332,TL
sa1488,ZDB-GENE-040426-1792,TL
sa1489,ZDB-GENE-040713-1,TL
sa1491,ZDB-GENE-040426-2142,TL
sa1492,ZDB-GENE-080325-1,TL
sa1493,ZDB-GENE-070912-270,TL
sa1495,ZDB-GENE-021217-2,TL
sa1496,ZDB-GENE-040724-40,TL
sa1497,ZDB-GENE-030722-3,TL
sa1498,ZDB-GENE-020125-4,TL
sa1499,ZDB-GENE-030131-5648,TL
sa1500,ZDB-GENE-030616-115,TL
sa1501,ZDB-GENE-060503-789,TL
sa1502,ZDB-GENE-060503-393,TL
sa1503,ZDB-GENE-091118-1,TL
sa1504,ZDB-GENE-050407-1,TL
sa1505,ZDB-GENE-041114-26,TL
sa1575,ZDB-GENE-041210-336,TL
sa1576,ZDB-GENE-980526-104,TL
sa1577,ZDB-GENE-070705-96,TL
sa1578,ZDB-GENE-070705-355,TL
sa1579,ZDB-GENE-030131-9498,TL
sa1580,ZDB-GENE-030616-99,TL
sa1581,ZDB-GENE-080327-13,TL
sa1583,ZDB-GENE-090313-210,TL
sa1584,ZDB-GENE-070424-63,TL
sa1585,ZDB-GENE-040704-64,TL
sa1586,ZDB-GENE-030131-4172,TL
sa1587,ZDB-GENE-041001-157,TL
sa1599,ZDB-GENE-050425-1,TL
sa1600,ZDB-GENE-060810-31,TL
sa1601,ZDB-GENE-030131-6300,TL
sa1602,ZDB-GENE-070912-548,TL
sa1603,ZDB-GENE-030825-4,TL
sa1604,ZDB-GENE-030131-6218,TL
sa1608,ZDB-GENE-040426-1880,TL
sa1609,ZDB-GENE-030131-2281,TL
sa1611,ZDB-GENE-030131-6500,TL
sa1612,ZDB-GENE-040426-1551,TL
sa1613,ZDB-GENE-030131-3876,TL
sa1615,ZDB-GENE-030131-3208,TL
sa1617,ZDB-GENE-050417-71,TL
sa1619,ZDB-GENE-070410-101,TL
sa1620,ZDB-GENE-060616-101,TL
sa1621,ZDB-GENE-100922-270,TL
sa1623,ZDB-GENE-060503-226,TL
sa1624,ZDB-GENE-040121-2,TL
sa1625,ZDB-GENE-040724-70,TL
sa1626,ZDB-GENE-070816-3,TL
sa1627,ZDB-GENE-100624-1,TL
sa1628,ZDB-GENE-030131-6041,TL
sa1629,ZDB-GENE-030411-5,TL
sa1700,ZDB-GENE-030131-6872,TL
sa1702,ZDB-GENE-041001-127,TL
sa1703,ZDB-GENE-051120-78,TL
sa1704,ZDB-GENE-040122-5,TL
sa1707,ZDB-GENE-081104-353,TL
sa1936,ZDB-GENE-041114-12,TL
sa1937,ZDB-GENE-030131-5576,TL
sa1938,ZDB-GENE-040426-833,TL
sa1939,ZDB-GENE-030131-5607,TL
sa1942,ZDB-GENE-040426-1400,TL
sa1943,ZDB-GENE-030131-4971,TL
sa1944,ZDB-GENE-030131-6045,TL
sa1945,ZDB-GENE-030131-4581,TL
sa1946,ZDB-GENE-030131-1113,TL
sa1947,ZDB-GENE-090312-57,TL
sa1948,ZDB-GENE-030131-3113,TL
sa1949,ZDB-GENE-030131-9544,TL
sa177,ZDB-GENE-030219-1,TL
sa178,ZDB-GENE-001103-3,TL
sa1113,ZDB-GENE-070410-143,TL
sa1114,ZDB-GENE-990415-270,TL
sa1115,ZDB-GENE-040812-4,TL
sa1116,ZDB-GENE-080204-1,TL
sa1118,ZDB-GENE-080204-27,TL
sa1120,ZDB-GENE-060929-1210,TL
sa1260,ZDB-GENE-030131-4022,TL
sa1262,ZDB-GENE-040718-110,TL
sa1264,ZDB-GENE-040914-26,TL
sa1265,ZDB-GENE-021211-2,TL
sa1266,ZDB-GENE-990415-63,TL
sa1267,ZDB-GENE-030131-3029,TL
sa1268,ZDB-GENE-070912-282,TL
sa1270,ZDB-GENE-051201-2,TL
sa1271,ZDB-GENE-030616-44,TL
sa1272,ZDB-GENE-070112-1792,TL
sa1273,ZDB-GENE-081107-41,TL
sa1275,ZDB-GENE-050208-22,TL
sa1277,ZDB-GENE-050419-48,TL
sa1278,ZDB-GENE-041114-97,TL
sa1279,ZDB-GENE-041111-267,TL
sa1280,ZDB-GENE-090312-57,TL
sa1281,ZDB-GENE-051114-1,TL
sa1357,ZDB-GENE-030131-8277,TL
sa1359,ZDB-GENE-050513-5,TL
sa1361,ZDB-GENE-070705-452,TL
sa1362,ZDB-GENE-060526-150,TL
sa1363,ZDB-GENE-070705-483,TL
sa1364,ZDB-GENE-040426-1231,TL
sa1365,ZDB-GENE-050522-518,TL
sa1366,ZDB-GENE-090410-6,TL
sa1368,ZDB-GENE-051113-120,TL
sa1369,ZDB-GENE-060503-715,TL
sa1370,ZDB-GENE-051030-21,TL
sa1371,ZDB-GENE-030131-6129,TL
sa1373,ZDB-GENE-080220-55,TL
sa1374,ZDB-GENE-990603-4,TL
sa1375,ZDB-GENE-060117-1,TL
sa1376,ZDB-GENE-030131-5286,TL
sa1377,ZDB-GENE-070127-1,TL
sa1379,ZDB-GENE-070112-452,TL
sa1380,ZDB-GENE-060616-231,TL
sa1381,ZDB-GENE-030131-5921,TL
sa1382,ZDB-GENE-030131-2932,TL
sa1383,ZDB-GENE-041111-243,TL
sa1475,ZDB-GENE-081104-439,TL
sa1476,ZDB-GENE-031201-1,TL
sa1477,ZDB-GENE-100318-5,TL
sa1478,ZDB-GENE-070222-3,TL
sa1481,ZDB-GENE-050208-608,TL
sa1482,ZDB-GENE-050208-382,TL
sa1483,ZDB-GENE-030131-775,TL
sa1488,ZDB-GENE-040426-1792,TL
sa1489,ZDB-GENE-040713-1,TL
sa1491,ZDB-GENE-040426-2142,TL
sa1492,ZDB-GENE-080325-1,TL
sa1493,ZDB-GENE-070912-270,TL
sa1495,ZDB-GENE-021217-2,TL
sa1496,ZDB-GENE-040724-40,TL
sa1497,ZDB-GENE-030722-3,TL
sa1498,ZDB-GENE-020125-4,TL
sa1499,ZDB-GENE-030131-5648,TL
sa1500,ZDB-GENE-030616-115,TL
sa1501,ZDB-GENE-060503-789,TL
sa1502,ZDB-GENE-060503-393,TL
sa1503,ZDB-GENE-091118-1,TL
sa1504,ZDB-GENE-050407-1,TL
sa1505,ZDB-GENE-041114-26,TL
sa1700,ZDB-GENE-030131-6872,TL
sa1702,ZDB-GENE-041001-127,TL
sa1703,ZDB-GENE-051120-78,TL
sa1704,ZDB-GENE-040122-5,TL
sa1708,ZDB-GENE-090313-267,TL
sa1712,ZDB-GENE-030113-2,TL
sa1713,ZDB-GENE-080219-32,TL
sa1717,ZDB-GENE-031010-41,TL
sa1718,ZDB-GENE-060503-273,TL
sa1719,ZDB-GENE-060503-910,TL
sa1720,ZDB-GENE-011128-3,TL
sa1721,ZDB-GENE-041027-1,TL
sa1722,ZDB-GENE-060825-200,TL
sa1936,ZDB-GENE-041114-12,TL
sa1937,ZDB-GENE-030131-5576,TL
sa1938,ZDB-GENE-040426-833,TL
sa1939,ZDB-GENE-030131-5607,TL
sa1942,ZDB-GENE-040426-1400,TL
sa1943,ZDB-GENE-030131-4971,TL
sa1944,ZDB-GENE-030131-6045,TL
sa1945,ZDB-GENE-030131-4581,TL
sa1946,ZDB-GENE-030131-1113,TL
sa1947,ZDB-GENE-090312-57,TL
sa1948,ZDB-GENE-030131-3113,TL
sa1949,ZDB-GENE-030131-9544,TL
sa168,ZDB-GENE-011128-2,TL
sa975,ZDB-GENE-090312-63,TL
sa976,ZDB-GENE-040825-2,TL
sa977,ZDB-GENE-070209-134,TL
sa978,ZDB-GENE-030131-9008,TL
sa980,ZDB-GENE-040704-71,TL
sa984,ZDB-GENE-030131-7787,TL
sa985,ZDB-GENE-030313-1,TL
sa986,ZDB-GENE-050420-315,TL
sa987,ZDB-GENE-060503-475,TL
sa988,ZDB-GENE-030131-3568,TL
sa1189,ZDB-GENE-051113-100,TL
sa1190,ZDB-GENE-070619-6,TL
sa1191,ZDB-GENE-990415-101,TL
sa1192,ZDB-GENE-060503-367,TL
sa1193,ZDB-GENE-030131-9745,TL
sa1194,ZDB-GENE-040426-1876,TL
sa1195,ZDB-GENE-010426-4,TL
sa1196,ZDB-GENE-041111-294,TL
sa1197,ZDB-GENE-030131-274,TL
sa1198,ZDB-GENE-020925-1,TL
sa1199,ZDB-GENE-041111-259,TL
sa1457,ZDB-GENE-030131-7517,TL
sa1458,ZDB-GENE-050410-8,TL
sa1459,ZDB-GENE-040718-139,TL
sa1460,ZDB-GENE-011023-1,TL
sa1461,ZDB-GENE-081104-9,TL
sa1462,ZDB-GENE-080104-6,TL
sa1463,ZDB-GENE-051113-124,TL
sa1464,ZDB-GENE-090311-47,TL
sa1465,ZDB-GENE-061215-7,TL
sa1467,ZDB-GENE-030723-4,TL
sa1468,ZDB-GENE-070705-267,TL
sa1469,ZDB-GENE-091113-14,TL
sa1470,ZDB-GENE-990415-31,TL
sa1471,ZDB-GENE-040801-240,TL
sa1553,ZDB-GENE-090312-199,TL
sa1554,ZDB-GENE-030131-2878,TL
sa1556,ZDB-GENE-080724-2,TL
sa1557,ZDB-GENE-010430-4,TL
sa1558,ZDB-GENE-071009-1,TL
sa1559,ZDB-GENE-040426-2887,TL
sa1560,ZDB-GENE-030131-6322,TL
sa1700,ZDB-GENE-030131-6872,TL
sa1702,ZDB-GENE-041001-127,TL
sa1703,ZDB-GENE-051120-78,TL
sa1704,ZDB-GENE-040122-5,TL
sa1707,ZDB-GENE-081104-353,TL
sa1712,ZDB-GENE-030113-2,TL
sa1713,ZDB-GENE-080219-32,TL
sa1717,ZDB-GENE-031010-41,TL
sa1718,ZDB-GENE-060503-273,TL
sa1719,ZDB-GENE-060503-910,TL
sa1720,ZDB-GENE-011128-3,TL
sa1722,ZDB-GENE-060825-200,TL
sa1937,ZDB-GENE-030131-5576,TL
sa1938,ZDB-GENE-040426-833,TL
sa1942,ZDB-GENE-040426-1400,TL
sa1943,ZDB-GENE-030131-4971,TL
sa1945,ZDB-GENE-030131-4581,TL
sa1946,ZDB-GENE-030131-1113,TL
